model,price,age_08_04,mfg_month,mfg_year,km,fuel_type,hp,met_color,color,automatic,cc,doors,cylinders,gears,quarterly_tax,weight,mfr_guarantee,bovag_guarantee,guarantee_period,abs,airbag_1,airbag_2,airco,automatic_airco,boardcomputer,cd_player,central_lock,powered_windows,power_steering,radio,mistlamps,sport_model,backseat_divider,metallic_rim,radio_cassette,parking_assistant,tow_bar
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7250,77,4,1998,121545,Petrol,110,1,Grey,0,1600,5,4,5,85,1070,0,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,8250,71,10,1998,120474,Diesel,72,1,Black,0,2000,3,4,5,185,1115,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
TOYOTA Corolla 2.0 LB LINEA TERRA DSL 4/5-Doors,8950,76,5,1998,120263,Diesel,72,1,Black,0,2000,5,4,5,64,1135,0,1,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7750,74,7,1998,120196,Petrol,110,1,Black,0,1600,3,4,5,69,1050,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0
TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8500,71,10,1998,120000,Petrol,110,0,White,0,1600,5,4,5,85,1085,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,7750,78,3,1998,120000,Petrol,110,0,Green,0,1600,5,4,5,85,1075,0,1,3,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1
TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,5750,73,8,1998,115877,Petrol,110,0,White,0,1600,4,4,5,69,1035,0,1,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,6900,76,5,1998,115345,Petrol,110,1,Red,0,1600,5,4,5,85,1070,0,1,3,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1
TOYOTA Corolla 1.6 HATCHBACK 2/3-Doors,6500,71,10,1998,115157,Petrol,110,1,Black,0,1600,3,4,5,69,1050,0,1,3,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA AUT4 4/5-Doors,6500,78,3,1998,115000,Petrol,107,1,Red,1,1600,5,4,5,85,1100,0,1,3,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1
TOYOTA Corolla 1.3 16V WAGON LINEA TERRA Stationwagen,7600,77,4,1998,114258,Petrol,86,1,Blue,0,1300,5,4,5,69,1050,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1
TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,8950,73,8,1998,112963,Diesel,72,1,Red,0,2000,5,4,5,185,1135,1,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7450,74,7,1998,112307,Petrol,110,1,Grey,0,1600,5,4,5,85,1070,1,1,3,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1
TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,7350,72,9,1998,112000,Petrol,86,1,Blue,0,1300,3,4,5,69,1015,0,1,3,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0
TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,7750,73,8,1998,111602,Petrol,86,1,Black,0,1300,3,4,5,69,1015,0,1,3,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0
TOYOTA Corolla 1.6 Linea Terra / Keuze uit 700 occasions 2/3-Doors,7460,80,1,1998,111392,CNG,110,0,Grey,0,1598,3,4,5,197,1083,0,1,3,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0
TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,9250,76,5,1998,110901,Petrol,110,1,Grey,0,1600,5,4,5,85,1085,1,1,3,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0
TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,7250,80,1,1998,110887,Petrol,110,1,Green,0,1600,3,4,5,85,1055,0,1,3,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0
TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,6500,72,9,1998,110634,Petrol,86,1,Blue,0,1300,3,4,5,69,1015,1,1,3,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0
TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,6800,80,1,1998,110000,Petrol,110,1,Grey,0,1600,4,4,5,69,1035,0,1,3,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1
TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8700,75,6,1998,109540,Petrol,110,0,Grey,0,1600,5,4,5,85,1085,1,1,3,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7500,78,3,1998,109263,Petrol,110,0,Grey,0,1600,5,4,5,85,1070,0,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7750,71,10,1998,107516,Petrol,110,1,Black,0,1600,3,4,5,69,1050,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,7950,73,8,1998,107108,Petrol,110,1,Grey,0,1600,3,4,5,69,1050,0,1,3,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9950,75,6,1998,107000,Petrol,110,1,Grey,0,1600,3,4,5,69,1050,0,1,3,1,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,6640,74,7,1998,106250,Petrol,110,0,Green,0,1600,5,4,5,85,1070,0,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,8750,71,10,1998,106150,Petrol,86,0,Black,0,1300,3,4,5,19,1015,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,7750,72,9,1998,106108,Petrol,110,1,Blue,0,1600,3,4,5,69,1050,0,1,3,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,5950,72,9,1998,105856,Petrol,86,0,White,0,1300,3,4,5,69,1015,0,1,3,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6750,77,4,1998,105152,Petrol,86,0,Green,0,1300,3,4,5,69,1015,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,6500,80,1,1998,105135,Petrol,110,1,Silver,0,1600,3,4,5,69,1050,0,1,3,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1
TOYOTA Corolla 1.6 3D Terra/Comf. 2/3-Doors,8750,76,5,1998,104344,Petrol,110,1,Green,0,1600,3,4,5,69,1050,0,1,6,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0
TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,7950,74,7,1998,104150,Petrol,110,1,Blue,0,1600,3,4,5,69,1050,0,1,3,0,1,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,0
TOYOTA Corolla 1.3 16V HATCHB 2/3-Doors,6750,74,7,1998,104000,Petrol,86,1,Grey,0,1300,3,4,5,69,1010,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7950,73,8,1998,103121,Petrol,86,1,Grey,0,1300,5,4,5,69,1035,0,1,3,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
TOYOTA Corolla 1.3 Linea Terra 3 drs 2/3-Doors,7950,80,1,1998,102300,Petrol,86,1,Blue,0,1300,3,4,5,69,1015,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA AUT4 4/5-Doors,8950,75,6,1998,102005,Petrol,107,1,Grey,1,1600,5,4,5,85,1105,0,1,3,1,1,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7750,77,4,1998,102000,Petrol,86,1,Blue,0,1300,3,4,5,69,1015,1,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,6450,75,6,1998,101855,Petrol,110,1,Grey,0,1600,5,4,5,85,1070,0,1,3,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,6900,74,7,1998,101773,Petrol,110,0,Grey,0,1600,3,4,5,69,1050,0,1,3,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0
TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8450,75,6,1998,101159,Petrol,110,1,Red,0,1600,5,4,5,85,1085,0,1,3,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0
TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,6750,74,7,1998,101000,Petrol,86,0,Grey,0,1300,3,4,5,19,1015,0,1,3,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA AUT3 4/5-Doors,8050,74,7,1998,100732,Petrol,86,1,Blue,1,1300,4,4,5,69,1030,0,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9500,79,2,1998,100719,Petrol,110,0,Red,0,1600,5,4,5,85,1070,0,1,3,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0
TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7750,78,3,1998,100487,Petrol,110,0,Red,0,1600,4,4,5,69,1035,1,1,3,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8500,80,1,1998,100458,Petrol,110,0,Blue,0,1600,5,4,5,85,1085,0,1,3,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7795,75,6,1998,100192,Petrol,110,1,Black,0,1600,3,4,5,69,1050,1,1,3,0,1,0,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,6490,80,1,1998,100123,Petrol,110,1,Black,0,1600,3,4,5,69,1050,1,1,3,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0
TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,7950,73,8,1998,99971,Petrol,110,1,Grey,0,1600,3,4,5,69,1050,0,1,3,0,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0
TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,6425,79,2,1998,99397,Petrol,86,0,Blue,0,1300,5,4,5,69,1035,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1
TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,8950,69,12,1998,99374,Petrol,86,1,Blue,0,1300,5,4,5,69,1035,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
TOYOTA Corolla 1.6 LB LINEA LUNA 4/5-Doors,6950,72,9,1998,99245,Petrol,110,1,Red,0,1600,5,4,5,19,1114,0,0,3,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8750,79,2,1998,98742,Petrol,110,0,Silver,0,1600,5,4,5,85,1085,1,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
TOYOTA Corolla 1.6 16V S-uitvoering 2/3-Doors,8450,71,10,1998,98154,Petrol,110,1,Black,0,1600,3,4,5,69,1050,0,1,6,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0
TOYOTA Corolla 1.6 16v Liftback Linea Terra 4/5-Doors,7950,77,4,1998,98000,Petrol,110,1,Green,0,1600,5,4,5,19,1065,0,0,3,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1
TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7950,80,1,1998,97548,Petrol,86,0,White,0,1300,5,4,5,69,1035,1,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
TOYOTA Corolla 1.6 LINEA TERRA 4/5-Doors,8900,78,3,1998,97534,Petrol,110,1,Grey,0,1600,5,4,5,85,1070,0,0,3,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8950,73,8,1998,97494,Petrol,110,1,Silver,0,1600,5,4,5,85,1085,1,1,3,1,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0
TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8900,73,8,1998,97085,Petrol,110,1,Grey,0,1600,5,4,5,85,1085,1,1,3,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1
TOYOTA Corolla 1.6 Linea Terra Sedan 4/5-Doors,7950,69,12,1998,97000,Petrol,110,0,Green,0,1600,4,4,5,69,1035,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6495,74,7,1998,96302,Petrol,86,1,Blue,0,1300,3,4,5,69,1015,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7250,78,3,1998,96000,Petrol,86,1,Black,0,1300,3,4,5,69,1015,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1
TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,9250,74,7,1998,96000,Petrol,110,1,Black,0,1600,5,4,5,85,1085,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,6650,78,3,1998,95909,Petrol,110,1,Black,0,1600,5,4,5,85,1070,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1
TOYOTA Corolla 1.6 Terra Stationwagen,6990,79,2,1998,95700,Petrol,110,0,Red,0,1600,5,4,5,85,1085,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7750,78,3,1998,95651,Petrol,110,1,Blue,0,1600,5,4,5,85,1070,0,1,3,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1
TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,6950,79,2,1998,95000,Petrol,86,1,Grey,0,1300,5,4,5,69,1035,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7250,80,1,1998,94447,Petrol,110,0,Red,0,1600,3,4,5,69,1050,0,1,3,1,1,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,0
TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,9950,80,1,1998,94079,Petrol,110,1,Grey,0,1600,5,4,5,85,1085,1,1,3,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1
TOYOTA Corolla 1.6 Linea Terra Comfort 4/5-Doors,9250,80,1,1998,93841,Petrol,110,0,Silver,0,1600,5,4,5,85,1070,0,0,6,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7200,79,2,1998,93090,Petrol,86,1,Silver,0,1300,5,4,5,69,1035,0,1,3,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8250,72,9,1998,93066,Petrol,110,1,Grey,0,1600,5,4,5,85,1075,0,1,3,1,1,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,1
TOYOTA Corolla 1.6 16V HATCHB GTSI 2/3-Doors,8950,79,2,1998,93039,Petrol,110,1,Blue,0,1600,3,4,5,69,1050,0,1,3,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8250,77,4,1998,93000,Petrol,110,1,Green,0,1600,5,4,5,85,1075,0,1,3,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6250,80,1,1998,92830,Petrol,86,1,Silver,0,1300,3,4,5,69,1015,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA AUT4 4/5-Doors,9900,80,1,1998,92255,Petrol,107,0,Grey,1,1600,5,4,5,85,1105,1,1,3,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0
TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7300,80,1,1998,92096,Petrol,86,1,Red,0,1300,5,4,5,69,1035,0,1,3,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
TOYOTA Corolla 1.3 Linea Luna Hatchback 2/3-Doors,8950,72,9,1998,91921,Petrol,86,1,Blue,0,1300,3,4,5,69,1020,0,1,6,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,6500,70,11,1998,91900,Petrol,86,1,Silver,0,1300,3,4,5,69,1015,0,1,3,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7950,78,3,1998,91399,Petrol,110,1,Blue,0,1600,5,4,5,85,1070,1,1,3,1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7450,75,6,1998,91082,Petrol,110,1,Silver,0,1600,3,4,5,69,1050,1,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7950,71,10,1998,90370,Petrol,86,1,Blue,0,1300,5,4,5,69,1035,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0
TOYOTA Corolla 1.3i-16v Linea Terra 5d 4/5-Doors,8500,78,3,1998,90345,Petrol,86,1,Silver,0,1300,5,4,5,69,1035,0,0,6,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6950,77,4,1998,90305,Petrol,86,1,Grey,0,1300,3,4,5,69,1015,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,7950,78,3,1998,90011,Petrol,86,0,Green,1,1300,3,4,5,69,1045,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6750,77,4,1998,90000,Petrol,86,1,Green,0,1300,3,4,5,69,1015,0,1,3,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0
TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,8450,70,11,1998,89983,Petrol,110,0,Red,0,1600,3,4,5,85,1055,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0
TOYOTA Corolla 1.6 LB LINEA TERRA 4/5-Doors,7500,78,3,1998,89953,Petrol,110,0,Green,0,1600,5,4,5,19,1114,0,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,8750,74,7,1998,89800,Diesel,72,1,Grey,0,2000,3,4,5,185,1115,0,1,3,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0
TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,8750,79,2,1998,89739,Petrol,86,1,Blue,0,1300,5,4,5,69,1035,1,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,76,5,1998,89520,Petrol,110,1,Blue,0,1600,3,4,5,69,1050,1,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7450,75,6,1998,89507,Petrol,86,0,Green,0,1300,3,4,5,69,1015,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,9200,69,12,1998,89096,Petrol,110,1,Red,0,1600,5,4,5,85,1085,0,1,3,1,1,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,74,7,1998,88700,Petrol,110,1,Blue,0,1600,3,4,5,69,1050,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,7850,72,9,1998,88500,Petrol,110,1,Blue,0,1600,5,4,5,85,1075,0,0,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1
TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,6950,73,8,1998,88186,Diesel,72,1,Blue,0,2000,3,4,5,185,1115,0,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,7200,75,6,1998,88000,Petrol,110,1,Silver,0,1600,3,4,5,69,1050,0,1,3,0,1,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1
TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,7450,78,3,1998,87743,Petrol,110,0,Black,0,1600,3,4,5,85,1055,0,1,3,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6750,75,6,1998,87613,Petrol,86,0,Grey,0,1300,3,4,5,69,1015,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7500,73,8,1998,87358,Petrol,110,1,Black,0,1600,3,4,5,69,1050,1,1,3,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0
TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7450,72,9,1998,87083,Petrol,110,0,Red,0,1600,4,4,5,69,1035,1,1,3,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1
TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7950,70,11,1998,87000,Petrol,110,1,Silver,0,1600,4,4,5,69,1035,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7250,78,3,1998,87000,Petrol,110,1,Blue,0,1600,4,4,5,69,1035,0,1,3,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
TOYOTA Corolla 1.3 3D Linea Terra 2/3-Doors,7950,73,8,1998,87000,Petrol,86,1,Red,0,1300,3,4,5,69,1015,0,1,12,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8250,80,1,1998,87000,Petrol,86,1,Black,0,1300,3,4,5,69,1015,0,1,3,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8250,72,9,1998,86860,Petrol,110,0,Green,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0
TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,6750,80,1,1998,86109,Petrol,110,1,Grey,0,1600,3,4,5,85,1055,0,1,3,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,0,1
TOYOTA Corolla 1.3 16V LB Linea Luna 4/5-Doors,8750,79,2,1998,86000,Petrol,86,1,Green,0,1300,5,4,5,69,1040,0,0,3,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
TOYOTA Corolla 1.6 HB LINEA LUNA 2/3-Doors,8950,80,1,1998,86000,Petrol,110,0,Green,0,1600,3,4,5,19,1050,0,1,3,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0
TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,8500,70,11,1998,85864,Diesel,72,1,Green,0,2000,5,4,5,185,1135,0,1,3,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,1
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8250,80,1,1998,85565,Petrol,110,0,Blue,0,1600,5,4,5,85,1070,0,1,3,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA AUT4 2/3-Doors,9450,70,11,1998,85470,Petrol,107,0,Red,1,1600,3,4,5,85,1080,0,1,3,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7950,73,8,1998,85200,Petrol,110,1,Silver,0,1600,3,4,5,69,1050,1,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,7900,70,11,1998,85000,Petrol,110,1,Blue,0,1600,3,4,5,85,1055,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0
