Rank,Song,Artist,Year,Lyrics,Source
75,marvin gaye,charlie puth featuring meghan trainor,2015,lets marvin gaye and get it on you got the healing that i want just like they say it in the song until the dawn lets marvin gaye and get it onwe got this king size to ourselves dont have to share with no one else dont keep your secrets to yourself its kama sutra show and tell yeah whoa theres loving in your eyes that pulls me closer its so subtle im in trouble but id love to be in trouble with you    meaning  byamandah   editor    things got hot at the 2015 amas when charlie  meghan performed marvin gaye togethersealing the end of their show with a little sugar    see all   lets marvin gaye and get it on you got the healing that i want just like they say it in the song until the dawn lets marvin gaye and get it on you got to give it up to me im screaming mercy mercy please just like they say it in the song until the dawn lets marvin gaye and get it onand when you leave me all alone im like a stray without a home im like a dog without a bone i just want you for my own i got to have you babe whoa theres loving in your eyes that pulls me closer its so subtle im in trouble but id rather be in trouble with youlets marvin gaye and get it on i got that healing that you want like they say it in the song until the dawn lets marvin gaye and get it onlets marvin gaye and get it on you got the healing that i want just like they say it in the song until the dawn lets marvin gaye and get it on you got to give it up to me im screaming mercy mercy please just like they say it in the song until the dawn lets marvin gaye and get it onjust like they say it in the song until the dawn lets marvin gaye and get it on,1
76,like im gonna lose you,meghan trainor featuring john legend,2015,i found myself dreaming in silver and gold like a scene from a movie that every broken heart knowswe were walking on moonlight and you pulled me close split second and you disappeared and then i was all alonei woke up in tears with you by my side a breath of relief and i realized no were not promised tomorrowso im gonna love you like im gonna lose you and im gonna hold you like im saying goodbye wherever were standing i wont take you for granted cause well never know when when well run out of timeso im gonna love you like im gonna lose you im gonna love you like im gonna lose youin the blink of an eye just a whisper of smoke you could lose everything the truth is you never knowso ill kiss you longer baby any chance that i get ill make the most of the minutes and love with no regretslets take our time to say what we want heres what we got before its all gone cause no were not promised tomorrowso im gonna love you like im gonna lose you im gonna hold you like im saying goodbye wherever were standing i wont take you for granted cause well never know when when well run out of timeso im gonna love you like im gonna lose you im gonna love you like im gonna lose youim gonna love you like im gonna lose you im gonna hold you like im saying goodbye wherever were standing i wont take you for granted cause well never know when when well run out of timeso im gonna love you like im gonna lose you im gonna love you like im gonna lose you,1
77,habits stay high,tove lo,2015,uhuh uhuh uhuh i eat my dinner in my bathtub then i go to sex clubs watching freaky people getting it on it doesnt make me nervous if anything im restless yeah ive been around and ive seen it alli get home i got the munchies binge on all my twinkies throw up in the tub then i go to sleep and i drank up all my money days kind of lonelyyoure gone and i got to stay high all the time to keep you off my mind ooh ooh high all the time to keep you off my mind ooh ooh spend my days locked in a haze trying to forget you babe i fall back down gotta stay high all my life to forget im missing youpick up daddies at the playground how i spend my day time loosen up the frown make them feel alive i make it fast and greasy i know my way too easyyoure gone and i got to stay high all the time to keep you off my mind ooh ooh high all the time to keep you off my mind ooh ooh spend my days locked in a haze tryin to forget you babe i fall back down got to stay high all my life to forget im missing youstaying in my play pretend where the fun aint got no end oh cant go home alone again need someone to numb the pain oh staying in my play pretend where the fun aint got no end oh oh cant go home alone again need someone to numb the painyoure gone and i got to stay high all the time to keep you off my mind ooh ooh high all the time to keep you off my mind ooh ooh spend my days locked in a haze tryin to forget you babe i fall back down got to stay high all my life to forget im missing you,1
78,the hanging tree,james newton howard featuring jennifer lawrence,2015,are you are you coming to the tree they strung up a man they say who murdered three strange things did happen here no stranger would it be if we met at midnight in the hanging treeare you are you coming to the tree where dead man called out for his love to flee strange things did happen here no stranger would it be if we met at midnight in the hanging treeare you are you coming to the tree where i told you to run so wed both be free strange things did happen here no stranger would it be if we met at midnight in the hanging tree are youare you are you coming to the tree where i told you to run so wed both be free strange things did happen here no stranger would it be if we met at midnight in the hanging treeare you are you coming to the tree wear a necklace of hope side by side with me strange things did happen here no stranger would it be if we met at midnight in the hanging treeare you youare you are you coming to the tree where dead man called out for his love to flee strange things did happen here no stranger would it be if we met at midnight in the hanging tree,1
79,coco,ot genasis,2015,im in love with the coco coco coco im in love with the coco coco coco i got it for the low low im in love with the coco coco cocoim in love with the coco coco coco im in love with the coco coco coco i got it for the low low im in love with the coco coco cocohit my plug thats my cholo cause he got it for the low low if you snitchin i go loco go crazy hit you with that treinta ocho thinkin that im solo 50 deep theyre like oh no no no no please no heard the feds takin photos i know nothing f*ck the po pobakin soda i got bakin soda bakin soda i got bakin soda whip it through the glass nigga im blowin money fast niggaim in love with the coco coco coco im in love with the coco coco coco i got it for the low low im in love with the coco coco cocoim in love with the coco coco coco im in love with the coco coco coco i got it for the low low turn off im in love with the coco coco coco36 thats a kilo aqui need a brick miss my free throw stay away im in love just like neyo bustin bustin now he neo free my homies f*ck the co f*ck the judge f*ck my po all this coke like im nino water whip like im nemobakin soda i got bakin soda bakin soda i got bakin soda whip it through the glass nigga im blowin money fast niggaim in love with the coco im in love with the coco i got it for the low low im in love with the cocoim in love with the coco coco coco im in love with the coco coco coco i got it for the low low turn off im in love with the coco coco coco coco coco,1
80,bang bang,jessie j ariana grande and nicki minaj,2015,verse 1 jessie j she got a body like an hourglass but i can give it to you all the time she got a booty like a cadillac but i can send you into overdrive oh stop and wait wait for that stop hold up swing your bat see anybody could be bad to you you need a good girl to blow your mind yeah hook jessie j bang bang into the room i know you want it bang bang all over you ill let you have it wait a minute let me take you there ah wait a minute tell you ah bang bang there goes your heart i know you want it back back seat of my car ill let you have it wait a minute let me take you there ah wait a minute tell you ah verse 2 ariana grande she mightve let you hold her hand in school but imma show you how to graduate no i dont need to hear you talk the talk just come and show me what your momma gave oooh yeah your love gotta be baby love but dont say a thing see anybody could be good to you you need a bad girl to blow your mind hook jessie j  ariana grande verse 3 nicki minaj its myx moscato its frizz in a bottle its nicki full throttle its oh oh swimming in the grotto we winning in the lotto we dipping in the pot of blue foam kitten so good its dripping on wood get a ride in the engine that could go batman robbin it bang bang cockin it queen nicki dominant prominent its me jessie and ari if they test me they sorry ride us up like a harley then pull off in this ferrari if he hanging we banging phone ranging he slanging it aint karaoke night but get the mic cause he singing bridge jessie j  nicki minaj b to the a to the n to the g to the uh b to the a to the n to the g to the hey see anybody could be good to you you need a bad girl to blow your mind hook outro nicki minaj overlapping yeah i said bang bang bang bang bang bang,3
81,lay me down,sam smith,2015,yes i do i believe that one day i will be where i was right there right next to you and its hard the days just seem so dark the moon and the stars are nothing without you your touch your skin where do i begin no words can explain the way im missing you the night this emptiness this hole that im inside these tears they tell their own storyyou told me not to cry when you were gone but the feelings overwhelming its much too strong can i lay by your side next to you you and make sure youre alright ill take care of you and i dont want to be here if i cant be with you tonightim reaching out to you can you hear my call whos to say you wont hear me this hurt that ive been through im missing you missing you like crazyyou told me not to cry when you were gone but the feelings overwhelming its much too strong can i lay by your side next to you you and make sure youre alright ill take care of you and i dont wanna be here if i cant be with you tonight,1
82,tuesday,ilovemakonnen featuring drake,2015,hook x4 club goin up on a tuesday got your girl in the cut and she choosey verse 1  drake squad goin up nobody flippin packs now i just did 3 in a row them shows is backtoback to back now put the world on our sound you know party and the weeknd aint got no motherf*ckin time to party on the weekend tell gelo bring the juice we about to get lit fill the room up with some tings one night off and this is it always workin ot overtime and outta town shit is crazy back home it kills me that im not around i think we gettin too deep shit im talkin might be too true upstairs i got xans in an advil bottle i dont take them shits but you do so i got em for you i dont need the pills im just gon have another drink and when im puttin work in on a weekend ill look back on this and think how we had the club going up hook x4 verse 2  ilovemakonnen workin monday night on the corner flippin hard made at least 3 thousand on the boulevard ive been workin graveyard shifts every other weekend aint got f*ckin time to party on the weekend ive been flippin in the house makin juugs on the highway ive been ridin out of state makin money like my way i dont think that i should dance im just gon have another drink im doin my stance you know my molly pink i got the loudest of the loud you know my gas stink my po think im in the house dont give a damn bout what she think hook x4 bridge  ilovemakonnen and i know i know how i made it on my own i made my own style i dont think that i should stay you know i gotta go youre moving too fast dont wanna take it slow hook x4,3
83,hit the quan,ilovememphis,2015,yo yo aye im finna aye im finnaim finna show you how to hit the quan hit the quan hit the quan hit the quan i said get down low and swing your arm i said get down low and hit the quanim finna show you how to hit the quan hit the quan hit the quan hit the quan i said get down low and swing your arm i said get down low and hit the quani paper chase then vanish hit the quan note her make her boyfriend panic i heart memphis but i also love dancing i done took off on em i dont plan on landing i call shots just do it like nike no facetime but the people wanna skype me if i do time then who would really write me i stay on yall mind but oh i think they like me clean pair of sneaks with ads on her belt please watch your step cause im feeling myself throw a flag on the play man somebody get the ref go blah da da da dol man somebody get some help pulled up on the blockhit the quan hit the quan hit the quan hit the quan i said get down low and swing your arm i said get down low and hit the quanim finna show you how to hit the quan hit the quan hit the quan hit the quan i said get down low and swing your arm i said get down low and hit the quanpull pull pull up on the block and do the dance like crazy this chick is hella hot but i know this chick crazy if i think she not then that makes me crazy we are both thots so we are both are crazy flexing always on my agenda your whole team retched your ceo is master splinter walking hit the quan and turn that gun into a member now my whole team flexing i think we got a winner people want to damp it up but they cant get none from it i whip the jealous snap it up at least i have bum money people wanna walk around me tryna steal my lingo just make sure when you talk about me you say hes doing his thing doe ba ba yeahit the quan hit the quan hit the quan hit the quan i said get down low and swing your arm i said get down low and hit the quanim finna show you how to hit the quan hit the quan hit the quan hit the quan i said get down low and swing your arm i said get down low and hit the quan,1
84,downtown,macklemore and ryan lewis featuring eric nally melle mel kool moe dee and grandmaster caz,2015,i went to the moped store said f*ck it salesmans like what up whats your budget and im like honestly i dont know nothing about mopeds he said i got the one for you follow me ooh its too real chromed out mirror i dont need a windshield banana seat a canopy on two wheels eight hundred cash thats a hell of a dealim headed downtown cruising through the alley tiptoeing in the street like dally pulled up moped to the valley whitewalls on the wheels like mayonnaise dope my crew is ill and all we need is two good wheels got gas in the tank cash in the bank and a bad little mama with her ass in my face imma lick that stick that break her off kitkat snuck her in backstage you dont need a wristband dopekilling the game bout to catch a body passed the harley dukie on the ducati timbaland khaled scott storch birdman god damn man everybody got bugattis but ima keep it hella nineteen eighty seven head into the dealership and drop a stack and cop a kawasaki im stunting on everybody hella raw pass the wasabi im so low that my scrotums almost dragging up on the concrete my seat is leather alright im lying its pleather but girl we could still ride together you dont need a uber you dont need a cab f*ck a bus pass you got a moped man she got nineteen eighty eight mariah carey hair very rare mom jeans on her derriere throwing up the west side as we tear in the air stop by pike place throwing fish to a playerdowntown downtown downtown downtown downtown downtown she has her arms around your waist with a balance that will keep her safe downtown have you ever felt the warm embrace downtown of the leather seat between your legs heyeyeyey heyeyeyey heyeyeyey heyeyeyey downtown you dont want no beef boy know i run the streets boy better follow me towards downtown what you see is what you get girl dont ever forget girl aint seen nothing yet until youre downtowndope cut the bullshit get off my mullet stone washed so raw moped like a bullet you cant catch me a popo cant reprimand me im in a bboy stance im not dancing i got your girl on the back going tandem cause im too damn quick im too damn slick whole downtown yelling out who that isits me the m the ac the k sounding like a french pimp from back in the day i take her to pend oreille and i watch her skate i mean water ski ollie ollie oxen free im perusing down fourth and they watching me i do a handstand the eagle lands on my seat well hello but baby the kickstand aint free now do you or do you not wanna ride with me i got one girl i got two wheels she a big girl that aint a big deal i like a big girl i like em sassy going down the backstreet listening to blackstreet running around the whole town neighbors yelling at me like you need to slow down going thirtyeight dan chill the f*ck out mow your damn lawn and sit the hell down if i only had one helmet i would give it to you give it to you cruising down broadway girl what a wonderful view wonderful view theres layers to this shit player tiramisu tiramisu let my coattail drag but i aint tearing my suit tearing my suitdowntown downtown downtown downtown downtown she has her arms around your waist with a balance that will keep her safe have you ever felt the warm embrace of the leather seat between your legs downtown you dont want no beef boy know i run the streets boy better follow me towards downtown what you see is what you get girl dont ever forget girl aint seen nothing yet until youre downtownyou dont want no beef boy know i run the streets boy better follow me towards downtown what you see is what you get girl dont ever forget girl aint seen nothing yet until youre downtown,1
85,house party,sam hunt,2015,youre on the couch blowing up my phone you dont want to come out but you dont want to be alone it dont take but two to have a little soir̩e if youre in the mood sit tight right where you are babecause ill be at your door in ten minutes whatever you got on girl stay in it you aint gotta leave the house to have a good time imma bring the good time home to youwell have a house party we dont need nobody turn your tv off break that boombox out well wake up all the neighbours til the whole block hates us and the cops will show up and try to shut us downif youre gonna be a homebody were gonna have a house party if you wanna be a homebody were gonna have a house partythrow a neon tee shirt over the lamp shade ill take the furniture slide it out of the way shaking the floor rattling the roof well go to town like theyre in your livingroomlets have a house party we dont need nobody turn your tv off break that boombox out well wake up all the neighbours til the whole block hates us and the cops will show up and try to shut us downif youre gonna be a homebody were gonna have a house party if you wanna be a homebody were gonna have a house partyso ill be at your door in ten minutes whatever you got on baby stay in it you aint gotta leave the house to have a good time imma bring the good time home to youwell have a house party we dont need nobody turn your tv off break that boombox out well wake up all the neighbours til the whole block hates us and the cops will show up and try to shut us downif youre gonna be a homebody were gonna have a house party if you wanna be a homebody were gonna have a house party,1
86,ayo,chris brown and tyga,2015,i need you i need you i need you i need you i need you i need you i need you i need youwe poppin like ayo all my bitches got real hair chilling with the top down screaming like ayo imma take her ass down when she bring her friend around f*ck em both like ayo im a bougie ass nigga left the roof at home we popping like ayo ayo ayo but dont be acting like i need youah aye babe this my new shit im the black richie rich with the roof missing if it dont make dollars it dont make sense z wake up like i gotta get it and i got a engine with a trunk space i get money three ways f*cking bitches three ways 7 different foreigns plus she no habl̩ but i make that bitch walk with some cheesecake yeah im the coldest nigga icy looking in the mirror like i wish i could be me she too into me im more into money my hobbys her body that pussys my lobby imma eat it imma eat it i dont lie hold my dick too conceited uh told her shes my wife for the weekend but dont be acting like i need you cause we poppin likeayo all my bitches got real hair chilling with the top down screaming like ayo imma take her ass down when she bring her friend around f*ck em both like ayo im a bougie ass nigga left the roof at home we popping like ayo ayo we poppin like ayo but dont be acting like i need youim in a rolls you dont roll right my chain shine brighter than a strobe light im tryna f*ck coco this dont concern ice if i motorboat she gon motorbike a nigga aint worried about nothin rehabilitation just had me worried about f*cking money decisionmaking only worried about stunting she worried about me her nigga worried about cuffing i wanna see her body body she said get inside of me i wanna feel you baby yeah just bring the animal right out of me we loving she love it especially when i go down on her now we f*cking she thugging getting loud cause we poppin likeayo all my bitches got real hair chilling with the top down screaming like ayo imma take her ass down when she bring her friend around f*ck em both like ayo im a bougie ass nigga left the roof at home we popping like ayo ayo we poppin like ayo but dont be acting like i need you nahnow i can spot your bitch from a mile away valentine in that pussy its a holiday uh you losing money i windmills dr j she going to follow my lead simon says paper paper im riding scrapers in california car smelling like ammonia we got that stank on us never been an outcast that stank on ya from the ghetto but my bitch like apollonia we in the hood tatted like a mexican car too fast give a f*ck about pedestrians uh and my section less niggas more lesbians got your bitch im that niggawe poppin like ayo all my bitches got real hair chilling with the top down screaming like ayo imma take her ass down when she bring her friend around f*ck em both like ayo im a bougie ass nigga left the roof at home we popping like ayo ayo ayo but dont be acting like i need youyeah this that fly shit king shit only drop top no roof ha,1
87,kick the dust up,luke bryan,2015,all week long its a farmin town theyre makin that money grow tractors plows with flashing lights backin up a two lane road they take one last lap around that sun up high goes down and then its on come on girl kick it on back z71 like a cadillacwe go way out where there aint nobody we turn this cornfield into a party pedal to the floorboard eight up in a four door burnin up a back road song park it and we pile out baby watch your step now better have your boots on kick the dust up back it on up fill your cup up lets tear it up up and kick the dust upbar downtown they got a line of people way out the door 10 dollar drinks its packed inside i dont know what theyre waitin for got me a jar full of clear and i got that music for your ears and its like knock knock knock goes the diesel if you really wanna see the beautiful peoplewe go way out where there aint nobody we turn this cornfield into a party pedal to the floorboard eight up in a four door burnin up a back road song park it and we pile out baby watch your step now better have your boots on kick the dust up back it on up fill your cup up lets tear it up up and kick the dust upjust follow me down neath the 32 bridge yall be glad you didwe go way out where there aint nobody we turn this cornfield into a party pedal to the floorboard eight up in a four door burnin up a back road song park it and we pile out baby watch your step now better have your boots on kick the dust up back it on up fill your cup up thats whats up up lets kick the dust up,1
88,blessings,big sean featuring drake,2015,look i feel blessed way up i feel blessed way up i feel blessed straight up looki live the life i deserve blessed f*ck a vacay i feel better at work i mean whatever its worth i give whatever im worth for my niggas who gonna go to hell and back for me imma give em heaven on earth for a hell of a check yeah whichever come first blessings on blessings on blessings look at my life man thats lessons on lessons on lessons i treat the beat like its a reverend i tell the truth like father forgive me these are all my confessions man this wasnt luck it was destined i done lost homies who been with me since ed edd and eddy who flip like confetti and then when you back they back to call you dog that shit get get petty bitch dont give no dap to me nigga funny thing about talkin behind my back is that it just keep comin back to me nigga was all for a sec now its back to me nigga you mad at me this aint what i want man this what it had to be this is that late night workin after three man this why my old girl was mad at me this why im your majesty man the clique is the tightest the pussys the tightest the drinks are the coldest the future the brightest the feat not divided the love is divided and i just got it thank god that we got it blessed i dont know what i would do without it crew look like we robbed a bank but all we make is deposits your profit we profit oh godim here for a good time not a long time you know i i havent had a good time in a long time you know i im way up i feel blessed way up i feel blessed im way up i feel blessed way up i feel blessedlook i aint gonna say that we back or nothin cause that implies that were back from somethin if were back from somethin its some checks you owe us i expect that payment nothin less or over i dont need them favors that you ask me for i could give two f*cks bout where the grammys go i just gave out grammys on my instagram them ovo boys the business man it is what it is trust me you get what you give yeah you gotta come to my side and see how we live yeah i cannot see heaven bein much better than this yeah blessings on blessings from me and my niggas from the six look at what we did be quiet im doin a toast for niggas that dont really do shit i swear yall be doin the most stop worryin about whoevers next i am just worried about my mama worryin less i think im famous enough i dont need anymore press i am convinced im the only one left thats still doin this shit manim here for a good time not a long time you know i i havent had a good time in a long time you know i im way up i feel blessed way up i feel blessed im way up i feel blessed way up i feel blessedmy grandma just died im the man of the house so every mornin im up cause i cant let them down always down for the cause never down for the count i guess when your stars align you do like the solar system and plan it out so im goin over time on the overtime yeah im not invested but you cant attest it million dollar goals man its to manifest it the family never goin anorexic i pay my mortgage and electric never goin under even with anesthetics at the top of the rap game and progressin check after check checkin off my check list try and blow my cake just know thats a death wish no mistakes in life ever its only lessons shit feel like shaq and penny got back together you tore the game apart who put it back togetherim here for a good time not a long time you know i i havent had a good time in a long time you know i im way up i feel blessed way up i feel blessed im way up i feel blessed way up i feel blessedsince the truth keep niggas traumatized they tryna compromise my condom size so i snapchat that whole shit tryna see titties tryna show dick and i swear to god i hope they post it im blessed even though i get slammed with lawsuits like car doors see three pos like star wars they want me by the road holding up cardboard so i go extra hard on the hard floor right now im calling you from my home gym right after that nigga im gon swim just did a couple laps in my home pool and my daughter right there getting homeschooled im blessed and i was thinking bout starting up my own school a montessori and the hallway looking like a monastery oh yes im way up i feel blessed,1
89,budapest,george ezra,2015,my house in budapest my hidden treasure chest golden grand piano my beautiful castilloyou you id leave it allmy acres of a land i have achieved it may be hard for you to stop and believebut for you you id leave it allgive me one good reason why i should never make a change and baby if you hold me then all of this will go awaymy many artifacts the list goes on if you just say the words ill up and runoh to you you id leave it allgive me one good reason why i should never make a change and baby if you hold me then all of this will go awaygive me one good reason why i should never make a change baby if you hold me then all of this will go awaymy friends and family they dont understand they fear theyd lose so much if you take my handbut for you you id lose it allgive me one good reason why i should never make a change and baby if you hold me then all of this will go awaygive me one good reason why i should never make a change and baby if you hold me then all of this will go awaymy house in budapest my hidden treasure chest golden grand piano my beautiful castilloyou you id leave it all,1
90,chandelier,sia,2015,party girls dont get hurt cant feel anything when will i learn i push it down push it downim the one for a good time call phones blowin up theyre ringin my doorbell i feel the love feel the loveprechorus 123 123 drink 123 123 drink 123 123 drink    meaning  byjamesg   editor    chandelier is the lead single from australian recording artist sias sixth studio album 1000 forms of fear 2014 it is her first single in four years it    see all   throw em back til i lose countchorus im gonna swing from the chandelier from the chandelier im gonna live like tomorrow doesnt exist like it doesnt exist im gonna fly like a bird through the night feel my tears as they dry im gonna swing from the chandelier from the chandelierbut im holding on for dear life wont look down wont open my eyes keep my glass full until morning light cos im just holding on for tonight help me im holding on for dear life wont look down wont open my eyes keep my glass full until morning light cos im just holding on for tonight on for tonightsun is up im a mess gotta get out now gotta run from this here comes the shame here comes the shameprechorus 123 123 drink 123 123 drink 123 123 drinkchorus im gonna swing from the chandelier from the chandelier im gonna live like tomorrow doesnt exist like it doesnt exist im gonna fly like a bird through the night feel my tears as they dry im gonna swing from the chandelier from the chandelier,1
91,heartbeat song,kelly clarkson,2015,this is my heartbeat song and im gonna play it been so long i forgot how to turn it up up up up all night oh up up all night longyou where the hell did you come from you were a different different kind of fun and still used to feel it now now i got pins and needles on my tongue anticipating whats to come like a finger on a loaded guni can feel it rising temperature inside me havent felt for a long timethis is my heartbeat song and im gonna play it been so long i forgot how to turn it up up up up all night oh up up all night long this is my heartbeat song and im gonna play it turn it on but i know you can take it up up up up all night oh up up all night longi i wasnt even gonna go out but i never would have had a doubt if i dont know where id be knowyour hands on my hips and my kiss on your lips and i could do this for a long timethis is my heartbeat song and im gonna play it been so long i forgot how to turn it up up up up all night oh up up all night long this is my heartbeat song and im gonna play it turn it on but i know you can take it up up up up all night oh up up all night longuntil tonight i only dreamed about you i cant believe ill ever breathe without you baby you make me feel alive and brand new bring it one more time one more timethis is my heartbeat song and im gonna play it been so long i forgot how to turn it up up up up all night oh up up all night long this is my heartbeat song and im gonna play it turn it on but i know you can take it up up up up all night oh up up all night longthis is my heartbeat song and im gonna play it been so long i forgot how to turn it up up up up all night oh up up all night long this is my heartbeat song and im gonna play it turn it on but i know you can take it up up up up all night oh up up all night long,1
92,dont,ed sheeran,2015,i met this girl late last year she said dont you worry if i disappear i told her im not really looking for another mistake i called an old friend thinking that the trouble would wait but then i jumped right in a week later returned i reckon she was only looking for a lover to burn but i gave her my time for two or three nights then i put it on pause until the moment was right i went away for months until our paths crossed again she told me i was never looking for a friend maybe you can swing by my room around ten baby bring the lemon and a bottle of gin well be in between the sheets till the late am baby if you wanted me then you should have just said shes singingdont f*ck with my love that heart is so cold all over my own i dont wanna know that babe dont f*ck with my love i told her she knows take aim and reload i dont wanna know that babefor a couple of weeks i only want to see her we drink away the days with a take away pizza before a text message was the only way to reach her now shes staying at my place and loves the way i treat her singing out aretha all over the track like a feature and never wants to sleep i guess that i dont want to either but me and her we make money the same way four cities two planes the same day and those shows have never been what its about maybe well go together and just figure it out id rather put on a film with you and sit on the couch but we should get on the plane or well be missing it now wish id have written it down the way that things played out when she was kissing him how i was confused about she should figure it out why im sat here singingdont with my love that heart is so cold all over my own i dont wanna know that babe dont f*ck with my love i told her she knows take aim and reload i dont wanna know that babeon my hotel door i dont even know if she knows what for she was crying on my shoulder i already told you trust and respect is what we do this for i never intended to be next but you didnt need to to take him to bed thats all and i never saw him as a threat until you disappeared with him to have sex of course its not like we were both on tour we were staying on the same hotel floor and i wasnt looking for a promise or commitment but it was never just fun and i thought you were different this is not the way you realize that you want it its a bit too much too late if im honest and all this time god knows im singingdont f*ck with my love that heart is so cold all over my own i dont wanna know that babe dont f*ck with my love i told her she knows take aim and reload i dont wanna know that babedont f*ck with my love that heart is so cold all over my own i dont wanna know that babe dont f*ck with my love i told her she knows take aim and reload i dont wanna know that babe,1
93,ghost,ella henderson,2015,i keep going to the river to pray cause i need something that can wash out the pain and at most im sleeping all these demons away but your ghost the ghost of you it keeps me awakemy friends i can figure out youre the soul thats inside of you its rock hard in another you but your evil was coming throughthese eyes sitting on the wall well they watch every move i make bright light taking in the shape you go hard makes my spirit shakeooh i had to go through hell to prove im not insane had to meet the devil just to know his nameand thats when my love was burning yeah its still burningi keep going to the river to pray cause i need something that can wash out the pain and at most im sleeping all these demons away but your ghost the ghost of you it keeps me awakei keep going to the river to pray cause i need something that can wash out the pain and at most im sleeping all these demons away but your ghost the ghost of you it keeps me awakeeach time that i think you go i turn around and youre creeping in and i let you another skin cause i love living in the sinoh you never told me true love was gonna hurt true pain its own desert true face that i never learnedooh i keep going to the river to pray cause i need something that can wash out the pain and at most im sleeping all these demons away but your ghost the ghost of you it keeps me awakei keep going to the river to pray cause i need something that can wash out the pain and at most im sleeping all these demons away but your ghost the ghost of you it keeps me awakegive up the ghost give up the ghost give up the ghost stall the haunting babygive up the ghost give up the ghost give up the ghost no more haunting babyi keep going to the riveri keep going to the river to pray cause i need something that can wash out the pain and at most im sleeping all these demons away but your ghost the ghost of you it keeps me awakei keep going to the river to pray cause i need something that can wash out the pain and at most im sleeping all these demons away but your ghost the ghost of you it keeps me awake,1
94,here,alessia cara,2015,i guess right now youve got the last laughim sorry if i seem uninterested or im not listenin or im indifferent truly i aint got no business here but since my friends are here i just came to kick it but really i would rather be at home all by myself not in this room with people who dont even care about my well being i dont dance dont ask i dont need a boyfriend so you can go back please enjoy your party ill be here somewhere in the corner under clouds of marijuana with this boy whos hollering i can hardly hear over this music i dont listen to and i dont wanna get with you so tell my friends that ill be over hereoh oh oh here oh oh oh here oh oh oh i ask myself what am i doing here oh oh oh here oh oh oh here and i cant wait till we can break up outta hereexcuse me if i seem a little unimpressed with this an anti social pessimist but usually i dont mess with this and i know you mean only the best and your intentions arent to bother me but honestly id rather be somewhere with my people we can kick it and just listen to some music with the message like we usually do and well discuss our big dreams how we plan to take over the planet so pardon my manners i hope youll understand that ill be here not there in the kitchen with the girl whos always gossiping about her friends so tell them ill be here right next to the boy whos throwing up cause he cant take whats in his cup no more oh god why am i hereoh oh oh here oh oh oh here oh oh oh i ask myself what am i doing here oh oh oh here oh oh oh here and i cant wait till we can break up outta herehours later congregating next to the refrigerator some girls talking bout her haters she aint got none how did it ever come to this i shoulda never come to this so holla at me ill be in the car when youre done im standoffish dont want what youre offering and im done talking awfully sad it had to be that way so tell my people when theyre ready that im ready and im standing by the tv with my beanie low yo ill be over hereoh oh oh here oh oh oh here oh oh oh i ask myself what am i doing here oh oh oh here oh oh oh here and i cant wait till we can break up outta hereoh oh oh oh oh oh oh oh oh oh oh oh,1
95,waves,mr probz,2015,my face above the water my feet cant touch the ground touch the ground and it feels like i can see the sands on the horizon everytime everytime you are not aroundim slowly drifting away drifting away wave after wave wave after wave im slowly drifting drifting away and it feels like im drowning pulling against the stream pulling against the streami wish i could make it easy easy to love me love me but still i reach to find a way im stuck here in between im looking for the right words to say to sayim slowly drifting drifting away wave after wave wave after wave im slowly drifting drifting away and it feels like im drowning pulling against the stream pulling against the stream,1
96,el perdon,nicky jam and enrique iglesias,2015,enrique iglesias dime si es verdad me dijeron que te estas casando t̼ no sabes lo estoy sufriendo esto te lo tengo que decir nicky jam cu̩ntame tu despedida para mi fue dura ser�� que te llevo a la luna y yo no supe hacerlo as�_ enrique iglesias te estaba buscando por la calle gritando esto me esta matando oh no nicky jam te estaba buscando por las calles gritando como un loco tomando enrique iglesias es que yo sin ti tu sin mi dime qui̩n puede ser feliz esto no me gusta esto no me gusta nicky jam es que yo sin ti y tu sin mi dime qui̩n puede ser feliz eso no me gusta eso no me gusta enrique iglesias y yo sin ti no aguanto mas por eso vengo a decirte lo que siento estoy sufriendo la soledad oh nicky jam y aunque tu padre no aprobo esta relacion yo sigo insistiendo a pedir perdon lo unico que importa esta en tu corazon enrique iglesias te estaba buscando por la calle gritando esto me esta matando oh no nicky jam te estaba buscando por las calles gritando como un loco tomando enrique iglesias es que yo sin ti tu sin mi dime qui̩n puede ser feliz esto no me gusta esto no me gusta nicky jam es que yo sin ti y tu sin mi dime qui̩n puede ser feliz eso no me gusta eso no me gusta enrique iglesias yo te jure a ti ese eterno amor y ahora otro te da calor cuando en las noches tienes frio oh nicky jam yo se que te parece mejor pero yo estoy en tu corazon y por eso pido perdon enrique iglesias es que yo sin ti y tu sin mi dime qui̩n puede ser feliz esto no me gusta esto no me gusta nicky jam es que yo sin ti y tu sin mi dime qui̩n puede ser feliz eso no me gusta eso no me gusta dicen que uno no sabe lo que tiene hasta que se pierde pero vale la pena luchar por lo que uno quiere y hacer el intento nick nicky jam enrique iglesias haciendo historia saga white black y te pido perdon,3
97,she knows,neyo featuring juicy j,2015,NA,NA
