"ID","Churned","Age","Married","Cust_years","Churned_contacts"
"3062",0,42,0,2,1
"3063",0,38,0,4,2
"3064",0,41,1,6,1
"3065",1,23,0,3,2
"3066",1,26,0,2,3
"3067",0,45,1,1,2
"3068",0,55,0,2,1
"3069",1,27,0,2,3
"3070",0,52,0,4,1
"3071",0,58,1,2,2
"3072",1,26,0,3,2
"3073",0,57,0,3,2
"3074",0,57,0,4,2
"3075",1,24,1,3,2
"3076",1,28,0,2,0
"3077",0,55,0,2,2
"3078",0,48,0,2,1
"3079",1,38,1,2,2
"3080",0,55,0,2,2
"3081",0,56,1,2,2
"3082",0,37,0,2,0
"3083",0,37,0,3,2
"3084",1,31,0,5,1
"3085",1,37,1,3,3
"3086",0,31,0,2,2
"3087",0,48,0,3,2
"3088",0,43,1,3,3
"3089",0,42,1,2,1
"3090",0,56,1,2,1
"3091",1,34,0,4,1
"3092",0,20,1,3,2
"3093",0,27,1,2,0
"3094",0,42,0,5,3
"3095",0,23,1,3,2
"3096",1,23,1,3,0
"3097",0,62,0,3,2
"3098",0,61,1,5,3
"3099",0,65,1,3,1
"3100",0,65,0,3,0
"3101",0,58,0,4,3
"3102",0,46,0,2,2
"3103",1,27,0,3,3
"3104",0,43,1,2,1
"3105",1,25,0,2,2
"3106",0,49,1,2,3
"3107",0,64,1,3,1
"3108",0,56,0,2,1
"3109",0,26,1,4,0
"3110",0,49,1,3,0
"3111",0,59,1,4,3
"3112",1,32,1,6,2
"3113",0,31,0,4,3
"3114",0,59,0,3,2
"3115",0,52,1,2,1
"3116",0,61,1,3,3
"3117",0,37,0,3,1
"3118",1,21,1,4,1
"3119",0,25,1,6,1
"3120",1,25,1,4,2
"3121",0,23,0,2,0
"3122",0,64,1,4,2
"3123",0,46,0,4,3
"3124",0,51,0,3,1
"3125",0,47,1,1,2
"3126",0,53,0,3,1
"3127",1,26,1,2,2
"3128",1,20,0,3,2
"3129",0,28,0,3,1
"3130",0,31,1,2,2
"3131",1,26,1,5,3
"3132",0,28,0,2,0
"3133",0,59,1,4,0
"3134",0,32,0,4,1
"3135",0,53,0,2,3
"3136",0,32,1,3,1
"3137",1,26,0,3,1
"3138",0,31,1,5,0
"3139",1,24,0,4,1
"3140",1,34,1,4,1
"3141",1,20,0,2,0
"3142",0,61,0,6,2
"3143",0,53,1,4,1
"3144",0,42,0,2,0
"3145",0,60,0,3,1
"3146",1,20,0,4,1
"3147",1,23,1,3,2
"3148",0,46,0,1,1
"3149",0,64,0,2,1
"3150",0,50,1,4,1
"3151",0,48,1,4,2
"3152",0,40,1,2,2
"3153",1,25,0,3,2
"3154",0,61,1,3,0
"3155",1,28,1,3,1
"3156",0,65,1,2,2
"3157",0,46,0,3,0
"3158",1,26,1,4,1
"3159",0,54,0,3,1
"3160",0,37,1,4,3
"3161",0,39,0,3,2
"3162",0,30,0,3,2
"3163",0,40,0,4,0
"3164",0,53,0,3,2
"3165",0,50,1,4,3
"3166",0,62,1,2,2
"3167",1,22,1,6,2
"3168",0,62,0,3,2
"3169",0,38,1,4,1
"3170",1,32,1,3,3
"3171",0,41,1,4,1
"3172",0,41,0,6,1
"3173",1,23,1,2,1
"3174",0,50,0,3,2
"3175",1,54,1,5,2
"3176",0,49,0,2,1
"3177",0,49,0,2,2
"3178",0,54,1,2,0
"3179",0,30,1,4,2
"3180",1,34,0,3,2
"3181",0,46,1,3,0
"3182",0,54,0,2,1
"3183",0,31,1,4,2
"3184",0,43,0,3,3
"3185",0,36,1,5,2
"3186",0,44,1,4,3
"3187",1,23,0,3,2
"3188",0,63,1,4,2
"3189",0,49,1,4,2
"3190",0,29,1,3,2
"3191",0,55,0,2,0
"3192",0,45,0,3,2
"3193",0,42,0,3,2
"3194",0,46,0,2,1
"3195",0,37,1,3,3
"3196",0,50,0,5,1
"3197",0,36,1,3,2
"3198",1,26,0,4,1
"3199",1,25,0,5,2
"3200",0,59,1,2,2
"3201",0,63,0,4,3
"3202",0,64,1,2,0
"3203",0,42,1,2,0
"3204",0,29,0,3,3
"3205",1,18,1,4,1
"3206",0,41,0,3,1
"3207",0,21,0,2,0
"3208",0,61,0,2,1
"3209",0,59,1,4,2
"3210",0,23,0,3,1
"3211",0,29,0,2,2
"3212",0,56,1,5,3
"3213",0,38,1,1,2
"3214",0,59,0,3,0
"3215",0,38,1,3,1
"3216",0,48,0,3,3
"3217",0,65,1,3,1
"3218",0,62,0,2,1
"3219",0,45,1,2,1
"3220",1,19,0,3,1
"3221",1,41,0,6,2
"3222",0,42,1,3,2
"3223",0,63,0,3,3
"3224",1,41,1,3,1
"3225",0,48,0,2,0
"3226",0,61,0,3,2
"3227",1,28,0,2,1
"3228",0,45,1,2,1
"3229",0,28,1,1,3
"3230",0,62,0,2,2
"3231",1,29,0,3,0
"3232",0,61,1,3,1
"3233",0,44,0,2,1
"3234",1,21,0,4,2
"3235",0,58,0,3,3
"3236",0,55,0,4,2
"3237",1,40,1,5,3
"3238",0,31,1,3,1
"3239",0,62,0,4,3
"3240",0,64,1,3,2
"3241",0,31,0,3,1
"3242",0,63,1,3,1
"3243",1,23,1,2,1
"3244",0,50,0,3,0
"3245",0,39,0,4,1
"3246",0,63,0,4,1
"3247",0,29,0,5,0
"3248",1,18,0,4,0
"3249",0,38,0,3,0
"3250",0,24,0,3,3
"3251",1,33,0,2,2
"3252",1,57,0,5,3
"3253",0,40,1,6,2
"3254",0,54,1,5,2
"3255",1,25,1,3,1
"3256",1,22,1,3,2
"3257",1,47,1,4,0
"3258",0,45,1,2,2
"3259",0,34,1,2,2
"3260",1,31,0,3,2
"3261",0,60,0,2,1
"3262",1,30,0,3,1
"3263",0,41,0,5,1
"3264",0,56,0,3,3
"3265",0,56,0,3,2
"3266",0,60,1,3,3
"3267",1,30,0,4,1
"3268",0,53,0,3,0
"3269",0,54,1,4,1
"3270",0,54,1,4,2
"3271",0,63,0,2,2
"3272",0,38,0,3,0
"3273",0,51,0,2,2
"3274",1,20,1,7,0
"3275",1,18,1,3,1
"3276",0,55,0,2,2
"3277",1,29,0,3,3
"3278",0,54,1,3,3
"3279",0,58,0,2,3
"3280",0,63,1,2,2
"3281",0,65,1,2,1
"3282",0,42,0,3,2
"3283",0,34,0,4,3
"3284",0,63,1,3,1
"3285",0,34,0,3,1
"3286",0,48,0,6,2
"3287",1,27,1,3,1
"3288",0,47,1,3,2
"3289",0,19,1,2,0
"3290",0,55,1,2,0
"3291",1,29,0,4,1
"3292",0,56,0,3,2
"3293",0,54,0,3,0
"3294",0,57,0,5,1
"3295",0,37,1,3,0
"3296",0,21,0,5,1
"3297",0,54,1,5,1
"3298",0,57,0,1,2
"3299",0,54,1,2,2
"3300",1,25,0,4,2
"3301",0,40,0,1,1
"3302",0,53,1,3,1
"3303",0,46,0,3,1
"3304",0,37,0,4,3
"3305",0,33,0,3,2
"3306",0,58,0,4,3
"3307",0,22,1,3,0
"3308",0,37,0,4,0
"3309",1,35,0,2,2
"3310",1,31,1,3,1
"3311",0,27,0,3,1
"3312",1,22,1,3,3
"3313",0,38,0,3,1
"3314",0,42,1,2,0
"3315",0,58,1,3,2
"3316",0,45,0,2,3
"3317",0,60,1,3,0
"3318",1,43,0,3,2
"3319",1,19,1,2,1
"3320",0,43,0,3,0
"3321",1,19,1,3,2
"3322",0,51,1,3,2
"3323",1,34,1,3,1
"3324",0,33,1,3,0
"3325",0,50,1,3,3
"3326",0,60,1,3,3
"3327",0,31,0,4,0
"3328",1,18,1,3,1
"3329",0,30,1,1,1
"3330",0,40,1,4,1
"3331",0,63,1,2,1
"3332",0,50,1,3,1
"3333",0,53,0,4,0
"3334",0,25,0,2,0
"3335",0,49,1,3,1
"3336",1,21,0,3,0
"3337",0,22,1,4,0
"3338",0,57,1,4,2
"3339",0,50,1,2,1
"3340",1,19,0,3,2
"3341",0,35,1,3,1
"3342",0,43,1,2,0
"3343",0,43,0,2,2
"3344",0,49,1,1,3
"3345",0,61,0,3,0
"3346",0,41,0,3,1
"3347",0,24,0,3,2
"3348",0,60,1,3,3
"3349",0,57,0,4,0
"3350",0,64,0,4,1
"3351",0,41,1,3,1
"3352",0,51,0,4,1
"3353",1,28,1,2,1
"3354",1,27,1,4,2
"3355",1,40,1,2,3
"3356",0,44,1,2,1
"3357",1,48,1,3,2
"3358",0,59,1,3,2
"3359",1,21,0,5,0
"3360",1,24,1,2,2
"3361",1,23,1,3,3
"3362",0,37,0,3,0
"3363",0,62,1,3,3
"3364",0,27,1,3,3
"3365",0,42,0,4,1
"3366",1,25,1,3,2
"3367",0,22,1,3,0
"3368",0,21,0,3,2
"3369",0,47,1,6,1
"3370",0,21,0,8,0
"3371",0,54,1,2,2
"3372",0,47,0,3,1
"3373",0,24,0,2,1
"3374",1,23,1,2,2
"3375",1,25,1,4,1
"3376",0,48,0,3,2
"3377",0,43,0,3,1
"3378",0,29,0,3,2
"3379",0,37,0,2,1
"3380",0,42,0,2,2
"3381",0,35,1,2,3
"3382",0,45,0,2,0
"3383",0,33,1,3,0
"3384",1,26,1,2,1
"3385",0,54,0,3,3
"3386",1,19,1,4,2
"3387",0,45,0,4,1
"3388",0,28,0,5,0
"3389",1,27,0,3,0
"3390",0,32,1,4,3
"3391",0,19,1,3,1
"3392",1,31,1,3,1
"3393",0,65,0,2,1
"3394",0,28,1,3,0
"3395",0,35,1,3,2
"3396",0,58,1,3,3
"3397",1,34,0,2,2
"3398",1,21,0,2,1
"3399",0,36,0,4,1
"3400",0,44,0,3,1
"3401",0,51,1,4,0
"3402",1,20,1,4,3
"3403",0,22,0,2,1
"3404",0,28,0,2,3
"3405",0,40,0,5,2
"3406",0,43,0,4,2
"3407",1,26,0,2,0
"3408",0,50,1,6,2
"3409",0,52,1,2,3
"3410",1,20,0,2,3
"3411",1,24,0,3,3
"3412",0,53,0,3,3
"3413",1,44,1,2,2
"3414",0,31,0,3,0
"3415",0,19,0,5,1
"3416",0,49,1,4,3
"3417",1,24,1,2,1
"3418",0,64,1,4,2
"3419",1,28,1,4,0
"3420",0,34,0,4,1
"3421",0,33,0,3,0
"3422",0,58,0,6,3
"3423",0,50,0,4,3
"3424",0,49,0,3,3
"3425",0,24,0,3,1
"3426",0,36,0,3,1
"3427",1,19,1,3,0
"3428",1,20,1,2,2
"3429",0,63,0,2,0
"3430",0,18,0,4,0
"3431",1,20,0,2,0
"3432",0,27,1,2,2
"3433",1,21,1,3,3
"3434",1,19,1,4,2
"3435",0,38,0,3,1
"3436",0,55,1,8,1
"3437",0,40,0,6,1
"3438",0,50,1,2,2
"3439",0,37,0,7,3
"3440",1,28,0,4,2
"3441",0,58,1,3,1
"3442",0,30,0,4,1
"3443",0,31,1,3,2
"3444",0,22,1,4,0
"3445",0,25,0,4,2
"3446",0,46,0,6,0
"3447",0,29,1,4,0
"3448",0,56,1,3,2
"3449",0,48,1,5,3
"3450",0,50,1,2,0
"3451",0,31,1,4,2
"3452",0,37,0,3,0
"3453",0,59,0,2,3
"3454",0,41,1,3,2
"3455",1,32,0,3,1
"3456",1,21,0,2,1
"3457",1,20,0,4,1
"3458",1,33,0,2,1
"3459",0,26,1,1,1
"3460",0,37,1,5,3
"3461",0,46,1,8,2
"3462",0,48,1,1,1
"3463",1,24,0,3,3
"3464",0,59,0,3,1
"3465",0,33,0,3,2
"3466",0,28,1,4,1
"3467",0,20,1,2,2
"3468",0,55,1,5,2
"3469",0,56,0,2,1
"3470",1,30,1,3,3
"3471",0,31,0,3,3
"3472",1,25,0,4,1
"3473",0,18,1,2,1
"3474",1,46,1,2,3
"3475",1,39,1,5,2
"3476",0,55,1,3,0
"3477",0,45,0,3,1
"3478",0,56,0,4,2
"3479",0,25,1,2,0
"3480",0,34,1,2,2
"3481",0,28,0,3,2
"3482",0,46,1,3,0
"3483",0,34,1,3,2
"3484",0,54,0,3,0
"3485",1,27,1,3,0
"3486",0,49,0,2,1
"3487",0,35,0,3,3
"3488",1,27,0,2,0
"3489",0,63,1,4,3
"3490",0,23,0,4,0
"3491",1,29,1,2,0
"3492",0,64,0,2,0
"3493",0,46,1,3,1
"3494",1,49,1,5,2
"3495",1,23,0,2,3
"3496",1,25,0,3,1
"3497",0,21,0,2,1
"3498",0,29,0,4,3
"3499",0,24,1,4,3
"3500",1,31,1,4,3
"3501",0,56,0,4,2
"3502",0,34,1,2,2
"3503",0,61,0,4,1
"3504",0,53,1,4,2
"3505",0,27,1,6,0
"3506",1,35,0,3,0
"3507",0,26,1,3,2
"3508",0,62,0,3,0
"3509",0,62,0,2,0
"3510",0,47,1,4,1
"3511",0,53,1,3,3
"3512",0,57,1,3,2
"3513",0,30,1,2,0
"3514",0,36,1,5,2
"3515",0,33,0,3,1
"3516",0,44,0,2,1
"3517",0,61,0,2,1
"3518",1,29,0,3,3
"3519",0,57,1,5,1
"3520",0,49,0,5,3
"3521",0,37,1,3,3
"3522",0,56,1,5,0
"3523",0,32,1,5,2
"3524",1,29,0,4,1
"3525",0,48,0,6,1
"3526",0,48,1,2,0
"3527",0,63,1,4,1
"3528",0,38,0,3,1
"3529",1,25,1,2,3
"3530",0,46,0,2,2
"3531",1,37,0,2,0
"3532",0,56,0,2,1
"3533",1,22,1,4,2
"3534",0,54,0,3,0
"3535",0,20,0,4,3
"3536",0,24,1,5,1
"3537",0,48,0,3,2
"3538",0,55,0,2,1
"3539",0,62,1,4,1
"3540",0,65,0,4,3
"3541",0,56,0,4,1
"3542",0,55,1,2,3
"3543",0,52,1,3,0
"3544",0,43,1,6,1
"3545",0,45,0,2,2
"3546",0,26,0,2,2
"3547",0,59,0,3,3
"3548",0,40,0,4,2
"3549",1,38,1,2,1
"3550",0,43,1,7,2
"3551",0,35,1,3,2
"3552",0,30,0,7,1
"3553",0,37,1,4,2
"3554",0,37,1,2,2
"3555",0,60,1,2,2
"3556",0,63,0,2,2
"3557",0,46,1,2,0
"3558",0,47,1,3,2
"3559",0,32,1,3,2
"3560",0,25,1,3,3
"3561",1,28,1,4,2
"3562",0,39,1,3,2
"3563",0,55,1,3,1
"3564",0,48,0,2,2
"3565",0,47,1,2,3
"3566",1,25,1,3,2
"3567",0,51,1,2,3
"3568",0,62,1,3,1
"3569",1,21,1,2,1
"3570",0,56,1,4,1
"3571",1,28,0,2,1
"3572",1,31,0,3,3
"3573",0,57,0,2,0
"3574",0,39,1,2,0
"3575",0,48,0,4,0
"3576",0,41,0,3,1
"3577",0,61,1,4,2
"3578",0,50,1,3,0
"3579",0,40,1,3,3
"3580",0,43,1,4,2
"3581",0,53,1,4,1
"3582",0,37,0,5,1
"3583",0,48,0,4,3
"3584",0,30,0,2,2
"3585",0,58,1,2,1
"3586",0,26,0,3,0
"3587",0,57,0,3,1
"3588",0,47,1,3,1
"3589",0,38,1,4,1
"3590",0,42,0,2,2
"3591",0,60,1,3,3
"3592",0,33,0,2,0
"3593",0,43,0,3,2
"3594",0,39,1,3,0
"3595",0,20,1,4,1
"3596",0,59,0,3,1
"3597",0,50,0,5,1
"3598",0,24,1,4,0
"3599",0,52,1,4,2
"3600",0,39,0,2,1
"3601",0,42,0,2,1
"3602",0,55,1,3,2
"3603",0,27,0,3,2
"3604",0,21,1,3,2
"3605",0,35,1,3,1
"3606",0,45,0,4,2
"3607",0,31,0,2,0
"3608",0,41,0,3,0
"3609",0,53,1,3,2
"3610",0,47,1,3,0
"3611",1,22,0,7,2
"3612",0,32,0,3,1
"3613",0,57,1,4,3
"3614",0,43,1,4,1
"3615",0,43,0,2,0
"3616",0,35,0,6,0
"3617",0,42,0,5,2
"3618",0,47,1,2,3
"3619",0,26,0,3,0
"3620",0,45,1,3,2
"3621",0,30,1,4,1
"3622",0,53,0,2,3
"3623",0,59,1,3,2
"3624",1,25,0,3,3
"3625",1,35,0,2,1
"3626",0,37,0,2,2
"3627",0,50,0,3,3
"3628",1,30,0,2,3
"3629",0,23,0,3,2
"3630",0,52,1,3,3
"3631",0,32,0,3,1
"3632",0,38,1,5,1
"3633",0,39,0,2,2
"3634",1,33,1,3,2
"3635",0,57,0,3,1
"3636",0,52,0,2,2
"3637",0,35,0,2,1
"3638",0,65,0,2,2
"3639",0,41,1,3,0
"3640",1,35,0,3,3
"3641",0,36,0,2,1
"3642",1,27,0,3,2
"3643",0,35,0,4,1
"3644",1,20,1,3,1
"3645",0,49,1,3,1
"3646",0,39,1,2,1
"3647",0,63,0,3,2
"3648",0,21,1,5,3
"3649",0,57,0,4,1
"3650",1,27,1,2,3
"3651",0,23,1,1,1
"3652",0,36,0,3,1
"3653",0,39,0,2,2
"3654",0,39,1,5,2
"3655",0,46,1,2,1
"3656",0,65,0,2,1
"3657",0,61,0,2,2
"3658",0,27,0,2,0
"3659",0,59,1,2,0
"3660",0,53,1,3,2
"3661",0,55,1,4,0
"3662",0,58,1,7,2
"3663",0,56,1,6,0
"3664",1,28,0,2,2
"3665",0,23,0,3,1
"3666",0,29,1,3,0
"3667",0,50,1,2,3
"3668",0,52,1,7,2
"3669",0,36,0,4,2
"3670",1,47,0,2,2
"3671",1,34,1,4,2
"3672",1,19,0,3,2
"3673",0,39,1,3,1
"3674",0,50,1,2,0
"3675",0,48,0,2,2
"3676",0,63,0,3,3
"3677",0,41,1,3,2
"3678",0,56,1,4,3
"3679",0,55,1,3,3
"3680",0,61,1,3,1
"3681",1,43,0,4,0
"3682",0,59,0,1,2
"3683",0,30,0,3,3
"3684",0,51,0,3,1
"3685",0,60,1,4,3
"3686",1,34,1,5,2
"3687",0,46,0,3,1
"3688",0,18,0,6,1
"3689",0,52,0,3,1
"3690",0,61,1,1,1
"3691",0,21,0,4,2
"3692",0,39,0,3,2
"3693",0,44,0,2,2
"3694",0,56,0,3,1
"3695",0,54,1,3,2
"3696",0,56,1,3,3
"3697",0,43,1,3,3
"3698",1,23,0,3,0
"3699",0,28,0,2,1
"3700",0,60,1,5,0
"3701",0,42,1,5,3
"3702",0,49,0,3,2
"3703",0,65,1,2,2
"3704",0,24,0,2,1
"3705",0,26,1,3,1
"3706",0,38,0,3,1
"3707",0,32,0,3,2
"3708",0,59,1,3,0
"3709",0,42,1,2,1
"3710",0,23,1,3,1
"3711",0,65,0,4,2
"3712",0,61,1,3,1
"3713",1,22,0,2,0
"3714",1,31,1,3,2
"3715",0,39,0,3,1
"3716",0,19,0,2,1
"3717",0,56,0,2,2
"3718",0,62,0,3,2
"3719",0,42,1,3,2
"3720",0,56,0,2,3
"3721",0,60,0,2,2
"3722",1,26,0,2,1
"3723",0,29,1,5,2
"3724",0,62,1,3,2
"3725",0,29,1,2,0
"3726",0,62,0,3,2
"3727",0,29,1,2,2
"3728",1,32,0,3,2
"3729",0,34,0,3,1
"3730",0,23,1,2,3
"3731",0,21,1,2,1
"3732",0,34,1,2,2
"3733",0,35,1,3,2
"3734",1,25,1,5,2
"3735",0,52,0,6,1
"3736",0,55,0,2,1
"3737",0,62,1,2,1
"3738",0,28,1,3,1
"3739",0,31,1,3,2
"3740",0,43,0,1,1
"3741",0,60,1,4,2
"3742",1,31,0,2,3
"3743",0,51,0,4,0
"3744",0,47,0,5,0
"3745",0,22,0,3,2
"3746",0,32,0,4,2
"3747",0,38,1,3,2
"3748",0,36,1,5,0
"3749",1,27,0,2,1
"3750",0,27,0,3,0
"3751",0,50,0,2,2
"3752",0,41,1,4,0
"3753",1,32,0,3,0
"3754",1,25,0,3,1
"3755",0,54,1,3,1
"3756",0,52,0,2,3
"3757",0,54,1,2,1
"3758",0,48,0,3,0
"3759",0,61,0,2,2
"3760",1,32,0,5,2
"3761",0,24,0,2,1
"3762",0,58,1,3,0
"3763",0,62,1,3,2
"3764",0,52,1,2,2
"3765",0,22,1,3,0
"3766",0,41,0,4,1
"3767",1,29,0,2,3
"3768",0,38,1,3,3
"3769",0,55,0,3,2
"3770",1,34,1,4,1
"3771",0,39,1,3,3
"3772",1,22,1,3,2
"3773",0,51,0,3,3
"3774",0,32,1,4,1
"3775",1,50,0,6,2
"3776",0,56,1,3,1
"3777",0,64,1,3,0
"3778",0,59,1,5,1
"3779",1,19,0,3,2
"3780",0,64,0,2,1
"3781",0,47,1,2,0
"3782",0,59,0,3,1
"3783",0,51,1,2,0
"3784",0,39,0,4,3
"3785",0,38,1,3,2
"3786",0,42,1,4,1
"3787",0,51,1,4,0
"3788",0,64,0,3,2
"3789",0,48,0,3,1
"3790",0,52,1,2,2
"3791",0,43,1,3,1
"3792",0,52,1,4,0
"3793",1,23,0,2,1
"3794",0,22,0,3,1
"3795",1,26,1,4,2
"3796",0,48,0,4,3
"3797",0,24,1,5,2
"3798",0,37,0,5,1
"3799",0,59,1,3,2
"3800",0,42,1,3,1
"3801",0,57,0,2,3
"3802",0,25,1,2,2
"3803",0,57,1,2,2
"3804",0,18,1,3,3
"3805",0,48,0,4,2
"3806",1,41,0,4,2
"3807",0,57,0,4,0
"3808",1,19,1,2,0
"3809",1,24,0,3,1
"3810",0,61,1,4,3
"3811",1,19,1,5,2
"3812",1,27,1,2,2
"3813",1,39,1,2,3
"3814",0,48,1,2,0
"3815",0,28,1,3,0
"3816",1,23,0,5,2
"3817",0,20,1,2,1
"3818",1,26,1,2,0
"3819",0,38,1,4,1
"3820",1,44,1,1,2
"3821",0,37,0,3,2
"3822",1,24,0,2,2
"3823",0,25,0,2,2
"3824",1,22,1,4,3
"3825",0,31,0,4,2
"3826",1,23,0,4,3
"3827",0,47,1,3,0
"3828",1,21,0,2,3
"3829",0,52,1,4,2
"3830",0,43,0,2,2
"3831",0,64,1,2,3
"3832",0,28,0,6,2
"3833",0,56,0,3,0
"3834",1,41,1,4,2
"3835",0,63,1,2,2
"3836",1,24,0,4,1
"3837",0,39,0,4,2
"3838",0,21,1,2,2
"3839",0,43,1,2,0
"3840",0,29,0,7,2
"3841",0,53,1,3,0
"3842",0,39,1,3,2
"3843",0,52,1,4,1
"3844",1,38,1,3,3
"3845",0,57,1,3,2
"3846",0,21,0,3,2
"3847",0,52,0,4,0
"3848",0,34,1,3,1
"3849",0,49,1,2,0
"3850",0,32,1,3,3
"3851",0,35,1,2,2
"3852",0,65,0,5,1
"3853",1,24,1,3,1
"3854",0,59,1,2,1
"3855",0,37,0,7,2
"3856",0,36,0,6,1
"3857",0,32,1,9,1
"3858",0,46,1,2,3
"3859",0,60,1,3,2
"3860",0,38,1,4,2
"3861",0,55,0,4,0
"3862",0,47,1,6,3
"3863",0,58,1,2,1
"3864",0,63,0,5,3
"3865",1,41,1,2,2
"3866",0,61,0,3,1
"3867",0,34,0,4,0
"3868",1,22,0,2,1
"3869",0,44,1,2,0
"3870",1,22,1,2,3
"3871",1,25,0,3,3
"3872",0,48,0,2,0
"3873",0,43,1,3,1
"3874",0,62,1,3,2
"3875",0,21,0,5,1
"3876",0,51,1,2,1
"3877",0,46,0,3,0
"3878",0,65,1,3,2
"3879",0,42,0,3,1
"3880",0,58,1,3,2
"3881",0,58,1,2,2
"3882",0,36,1,3,2
"3883",1,23,1,3,3
"3884",0,62,1,5,2
"3885",0,43,0,3,1
"3886",1,31,1,2,3
"3887",0,27,0,3,3
"3888",0,52,0,3,3
"3889",1,33,1,3,3
"3890",1,23,0,2,1
"3891",0,40,0,2,1
"3892",0,45,1,3,0
"3893",0,56,0,4,2
"3894",0,20,0,3,2
"3895",0,57,1,5,2
"3896",0,34,0,2,3
"3897",0,54,1,3,2
"3898",0,54,0,2,3
"3899",0,59,0,3,1
"3900",1,23,0,3,0
"3901",0,55,1,4,2
"3902",0,57,0,3,3
"3903",0,38,1,4,1
"3904",1,21,0,2,0
"3905",1,31,1,3,2
"3906",0,49,1,2,0
"3907",0,44,0,5,3
"3908",0,27,0,2,3
"3909",0,31,0,3,0
"3910",1,39,0,5,3
"3911",1,24,1,3,1
"3912",0,29,1,1,2
"3913",0,48,0,2,2
"3914",0,53,1,2,1
"3915",1,38,1,5,1
"3916",1,24,1,4,2
"3917",0,35,0,5,2
"3918",0,35,1,4,3
"3919",0,35,0,3,2
"3920",0,53,0,4,1
"3921",0,55,0,4,2
"3922",0,44,1,3,1
"3923",1,19,0,4,2
"3924",0,62,0,3,2
"3925",0,49,1,2,2
"3926",0,60,0,2,1
"3927",1,18,1,2,1
"3928",1,19,0,4,3
"3929",0,35,1,4,2
"3930",0,54,1,3,1
"3931",0,61,0,5,1
"3932",0,42,1,2,3
"3933",0,63,1,2,2
"3934",0,39,0,3,1
"3935",0,46,1,4,2
"3936",0,43,1,3,0
"3937",0,33,1,4,2
"3938",0,43,0,6,0
"3939",1,18,0,4,0
"3940",1,20,0,2,2
"3941",0,37,0,4,3
"3942",0,40,1,5,1
"3943",1,37,0,3,3
"3944",1,30,1,2,1
"3945",0,41,1,2,3
"3946",0,55,0,3,2
"3947",0,63,0,3,2
"3948",0,36,0,2,0
"3949",0,61,1,4,1
"3950",0,59,1,2,2
"3951",0,56,0,5,1
"3952",0,44,0,3,2
"3953",0,58,1,2,2
"3954",1,24,0,2,2
"3955",1,19,0,2,3
"3956",0,55,0,2,2
"3957",0,48,0,5,1
"3958",0,26,1,4,1
"3959",0,48,1,3,0
"3960",1,27,1,3,3
"3961",0,61,1,4,2
"3962",0,64,1,3,1
"3963",0,32,0,3,3
"3964",0,52,1,5,0
"3965",1,34,0,2,3
"3966",0,29,1,4,3
"3967",0,30,0,2,1
"3968",0,31,1,1,1
"3969",0,35,1,3,1
"3970",1,21,1,3,2
"3971",0,58,1,2,2
"3972",0,56,1,2,2
"3973",0,36,1,2,2
"3974",1,23,1,3,3
"3975",0,43,1,2,0
"3976",1,18,0,2,2
"3977",1,43,1,3,2
"3978",1,18,1,3,0
"3979",1,20,1,4,3
"3980",0,48,0,2,1
"3981",0,35,1,6,3
"3982",0,55,0,2,3
"3983",0,59,0,4,0
"3984",0,26,0,2,1
"3985",0,43,1,4,2
"3986",0,55,1,3,2
"3987",0,32,0,3,1
"3988",1,32,0,2,2
"3989",0,23,1,3,2
"3990",0,42,1,3,1
"3991",1,48,0,5,1
"3992",0,36,1,4,2
"3993",0,53,0,3,3
"3994",0,61,0,2,1
"3995",1,41,1,4,2
"3996",1,20,0,5,0
"3997",0,42,1,4,0
"3998",0,60,1,3,2
"3999",0,65,0,3,3
"4000",0,23,0,2,1
"4001",0,41,1,2,1
"4002",0,55,0,3,3
"4003",1,40,0,2,3
"4004",1,31,0,2,1
"4005",0,21,1,2,1
"4006",1,30,1,4,1
"4007",0,35,1,4,3
"4008",0,40,0,2,2
"4009",0,37,0,5,1
"4010",0,22,1,3,0
"4011",0,64,1,3,3
"4012",0,51,1,4,2
"4013",0,39,0,4,2
"4014",0,55,1,4,1
"4015",0,52,0,7,3
"4016",0,28,1,3,0
"4017",1,24,1,2,3
"4018",1,35,0,4,2
"4019",0,62,0,2,0
"4020",1,33,1,3,2
"4021",0,48,0,3,1
"4022",0,63,1,3,2
"4023",1,20,0,3,1
"4024",1,20,1,2,1
"4025",0,50,1,2,1
"4026",0,47,0,4,1
"4027",0,31,1,4,0
"4028",0,24,1,2,1
"4029",0,51,1,3,1
"4030",0,43,1,4,0
"4031",0,18,1,2,0
"4032",0,34,1,2,1
"4033",0,65,1,4,3
"4034",0,54,1,4,0
"4035",0,61,0,3,2
"4036",0,25,1,2,3
"4037",0,47,1,2,2
"4038",0,48,0,3,1
"4039",0,56,0,3,2
"4040",0,55,1,2,2
"4041",0,43,0,2,2
"4042",0,56,1,2,2
"4043",0,54,1,2,3
"4044",0,51,0,3,2
"4045",0,41,0,2,2
"4046",0,18,1,4,3
"4047",0,62,1,2,0
"4048",1,19,1,2,2
"4049",0,54,0,4,1
"4050",0,35,0,6,2
"4051",0,54,1,3,2
"4052",0,38,1,4,0
"4053",1,24,0,4,1
"4054",0,49,1,7,0
"4055",0,36,1,3,3
"4056",0,61,0,2,3
"4057",0,42,1,3,3
"4058",1,25,0,2,1
