title,date,summary
If you like football...........................,"Reviewed August 9, 2012 ",Very busy place and quiet expensive at 22 euros per adult.  The tour bus stops here so easy and cheap to get to if you are doing the tour bus for the day.
Nice stadium,"Reviewed August 9, 2012 ","Very organised, a lot of things to see if you are a Barcelona fan. There is also a very big store, but very pricey."
Football (soccer) fans: MUST GO!,"Reviewed August 8, 2012 ","We stopped in Barcelona mainly to go tour the stadium and we cannot wait to return and actually watch a match there (plus tour the beautiful city a bit more!)...
If you are into football (soccer) you must go visit this world famous stadium! Even...More"
A must for all soccer fans!,"Reviewed August 7, 2012 ",It's not only the stadium but it is the whole athmosphere that makes this place special. They also have a great and very large souvenir shop.
Fantastique.........,"Reviewed August 7, 2012 ",What a great 2 hours. give yourself time to view the trophy room and spend time in the shop.... we only had 2 hours which was enough to see everything but we had to queue for photos and that took some time. If you have...More
Great tour,"Reviewed August 7, 2012 ","Bit expensive, but was there for nearly two hours, so I think all in all good value. You can even get a picture with the champions league trophy (not free of course lol)."
A must for any fan of football,"Reviewed August 6, 2012 ","This is a great visit for any fan of football, no matter who your team is. Barcelona are the best football team in the world, and many of the greatest stars of the game have been through here and are celebrated in the fantastic multi-media...More"
Football Frenzy!,"Reviewed August 6, 2012 ","Half of the family are football fanatics and the rest, including me aren't.  Expensive but something for everyone - you get caught up in the atmosphere!"
Camp Nou,"Reviewed August 6, 2012 ","we were a big familly with diffrent ages, althought we are not football fans, but the camp nou was a great experience and we all had a lot of fun seeing every detail about the playes and the stadium :) really soo much fun..
i...More"
A place to go to if you are Barca fan,"Reviewed August 5, 2012 ",Being in Barcelona and not visiting the stadium of Barca team will not make your trip in Barcelona complete. Only set back is the merchandise is very very expensive. We ended up just taking photos and not buying anything
Nou Camp.... A must see.,"Reviewed August 5, 2012 ","Went to the Nou Camp last week.....
Brilliant sight seeing tour....
A must see for any football fan....

Planning to make a match later this year."
An amazing experience,"Reviewed August 4, 2012 ",Even for the smallest of football fans this is a truly great experience. A absolute must for any die hard fan. Stunning stadium
Great for football fans,"Reviewed August 4, 2012 ","EUR20 gets you access to one of THE iconic stadia in the world.  Great museum showing the history and tradition of the club and then a good tour of the ground with access to the pitch, away dressing room and press box (up in the...More"
Football heroes,"Reviewed August 4, 2012 ",A great day for football enthusiasts - to see the stadium is impressive but all the memorabillia over the last century is amazing.
Not worth the money,"Reviewed August 3, 2012 ",Me and my boyfriend went here as he really wanted to visit during our trip to Barcelona and in my opinion it was a complete waste of time. Due to maintenance there was no pitch and when we asked for help the girl there was...More
Overpriced,"Reviewed August 2, 2012 ","The Nou Camp experience was interesting, but over priced. Maybe super fans would have got more out of the experience. 

I arrived later in the day, and they were no longer distributing audio guides. There is not a lot of information in the stadium tour...More"
Interesting,"Reviewed August 2, 2012 ",My daughter insisted we visit and it was worth it.  The museum and trophees are very nicely presented and learning the history of the vey successful team was interesting
Wonderful,"Reviewed August 2, 2012 ","I had a great time at the Nou Camp. Probably my favourite thing of the holiday. It was great wandering through the museum, seeing the trophies and reading the information. Then we got to walk through the stadium, sitting on the terraces and visited the...More"
Only for die-hard Barcelona fans - and expensive even for those,"Reviewed August 1, 2012 ","Looking out on an empty soccer pitch (under renovation when I was there), many people must have asked themselves why they had spent time and 23 euros on this."
A Convert,"Reviewed August 1, 2012 ","I was pretty cynical about taking this tour, suspecting it was a great way of getting me to part with cash on merchandise.  I'm now a total convert and rate this as a great thing for visitors to do in Barcelona.  If you love football,...More"
Unimpressed,"Reviewed August 1, 2012 ","The experience starts with a tour of the museum, which is interesting. The club does have an interesting history in catalonian politics and lots of trophies. 
And then there was the stadium tour. We got to see the stands from 3 view points, the away...More"
Expensive. Only for hardcore fans,"Reviewed August 1, 2012 ","Camp Nou is a bit overrated. It is a football stadium! And a very ugly one. Its very worn out and everything is NOT very top notch hi class football club'ish. The areas where they kept the trophies were nice though, and they had som...More"
For sports fans,"Reviewed July 31, 2012 ","Good for all, very expensive there everything, for  merchandise better to buy in the city. Mostly for taking picture and to make a V for being there."
Must watch a match there!,"Reviewed July 31, 2012 ","I watched the game between Barcelona and CE L’Hospitalet, which ended up with goals galore, 9-0 to the home team. The visitors totally had no chance against mighty barcelona.
 
The stadium feel was electrifying before kick off. I think the atmosphere it would be much...More"
Great stadium tour,"Reviewed July 31, 2012 ","Second time visiting camp nou. football fans heaven, lots of interactive screens .You can get down to pitch level or sit in the commentators box  as high as it gets.dressing rooms and trophies galore.excellent value for money. Finish off with a huge shop stocking all...More"
The Camp Nou Experience.,"Reviewed July 31, 2012 ","I took the Camp Nou Experience tour and I will say it is well worth it. You are taken down to the field, the locker rooms, the press boxes, all over the place. If you are a Football/Soccer fan...I highly recommend. Very cool."
FC Barcelona Stadium,"Reviewed July 31, 2012 ","Can walk around the outside of the stadium and in the souvenir store for free.  It cost 22 euros to tour the inside of the stadium. In the tour, you get to see all their trophies, the press box, visitor's locker room, walk near the...More"
For Football Fans - A Must,"Reviewed July 31, 2012 ",Buy your Tickets direct from the gate and you will save a fortune. Its even worth seeing Spanish League games -The atmosphere is electric.
"A great experience, a must-do for any football fan","Reviewed July 31, 2012 ",We didn't book tickets before we left so decided to turn up at the ground quite early. We got there for about 9.30am and couldn't believe it when we saw all the team pulling up in their ridiculously flash cars. We waited a while and...More
Great History,"Reviewed July 30, 2012 ","The club history and museum are amazing, if you are a soccer fan.  It is a little expensive if your not."
"Too Busy, maintenance work ongoing and no guided tours","Reviewed July 30, 2012 ","I love football and visting the Nou Camp was a no-brainer when visting Barca. It was fairly expensive, so I had high expectations of it (giving I had been on Old Trafford tour the year before). Nou Camp is not a patch on what Man...More"
I enjoyed it and I don't like football,"Reviewed July 29, 2012 ","Impressive history museum, lovely tour of the stadium with lots of information on everything.
Very busy"
A Commercial Enterprise,"Reviewed July 29, 2012 ",If you are a Barcelona soccer fan I guess this is a must. While we did not tour the stadium it was clear from the brochures and the walk through the many market like stalls selling Barcelona FC gear that this was a place for...More
FC Barcelona Tour,"Reviewed July 29, 2012 ","Adult admission 22 Euros; Child 16.50 Euros

You have to love football to take the tour. There is no guide, you follow the sign posts. The trophies on display are impressive and it wasn't too crowded.

The pitch and stadium are impressive when you walk...More"
a memorable experience,"Reviewed July 29, 2012 ","My kids are die hard barcelona fc fans, so they enjoyed the visit thoroughly. The way the tour is structured makes it a very in depth and thorough one. You get to see everything there is to see. Things are expensive here, however. overall, a...More"
Must see for sports fans,"Reviewed July 29, 2012 ","Never realised FC Barca was involved in so many sports, and had so much space.

Used public transport to get there, and enjoyed every aspect of the trip."
Mes que un club!,"Reviewed July 28, 2012 ","Indeed, more than just a club. The excitement was palpable. Man, woman, boy girl, on foot, in wheelchair, in a pram! Barca's supporters are innumerable. We did the visit vicariously for our son who is a Messi and Barca supporter. But we were stunned at...More"
camp expensive,"Reviewed July 28, 2012 ",this attraction at 20 euros is just too expensive for my liking.  I didn;t think it was special at all and only went so i could describe it to my son who is football mad.  never again!!!
barca fantastic,"Reviewed July 28, 2012 ","went with mates on part of my world domination tour
its everything it should be, for the football fan
history, trophies, spectacular
we were also lucky enough to get tickets for the game , though high in the gods, ....who cares... we were in barca...More"
OK if your a footy fan,"Reviewed July 28, 2012 ","Liked: stadium tour, size of place, trophy galleries.
Disliked: a bit shabby, food expensive-only chips and burgers, entrance price for family of 4 was too much.

My husband enjoyed this as he's a big footie fan but I did not much like it. It took...More"
No turf!,"Reviewed July 28, 2012 ","This was booked as a treat for my football mad hubby, but was a bit of a disappointment.  The pitch was about to be returfed so no goal posts or grass which took away the atmosphere to a great extend.  Were'n't informed this would be...More"
Too expensive,"Reviewed July 28, 2012 ","FCB is one big marketing, sorry but too expensive only tickets for one family of 3 (65€)...And if you want to buy something one visit can cost you from 100€..this is realy only for FCB fans."
Nice experience for the kids,"Reviewed July 28, 2012 ",Nou Camp is a nice experience for the kids but feel a bit pricy for what you get. I am glad I went and the kids liked it.
Nou Experience,"Reviewed July 27, 2012 ","I sadly was not there during the season to see a game so I did the museum tour. It was neat to get to see the behind the scene things like locker rooms, press room, media box, etc. It was a bit expensive, but if...More"
very nice experiance,"Reviewed July 27, 2012 ",nice something new and i dont like football at all but it was still worthed going to a large football ground like that
A 'must visit' (if expensive),"Reviewed July 26, 2012 ","We loved our visit to Nou Camp. The museum is most interesting - apart from the footballing history, the stuff about how Barcelona FC's history is intertwined with Spain's political history was fascinating. Me & my two teenage sons were at the stadium for about...More"
It's a football stadium!,"Reviewed July 26, 2012 ","But then you get inside, it's a cathedral to football. It makes my teams new(ish) stadium (Hull City) look like the local non-league ground.  I want to go see a match sometime, the atmosphere must be fantastic."
Barcelona football stadium,"Reviewed July 26, 2012 ",Well worth a trip? Good value for price of ticket and well organised? We used public transport to get there and hotel gave excellent directions
Must see!,"Reviewed July 26, 2012 ",I guess everybody has heard of the famous team. :) I would definitely recommend a visit to FC Barcelona stadium to have a look into the history of the club and current stadium.
Its a football stadium,"Reviewed July 26, 2012 ",I enjoyed seeing inside the stadium but the 'museum' section was a bit overwhelming.  They just have so many exhibits that after a while it's easy to just glance at them instead of reading the text.  Having said that they have tried very hard by...More
Heaven for football fans,"Reviewed July 25, 2012 ","Barca is the world's greatest football team right now, so if you're in Barcelona, a visit to Camp Nou makes supreme sense. I went with my teenage son and expected it to be kitschy & OTT, but it was a great experience, very well planned...More"
footy fun,"Reviewed July 25, 2012 ","if you like football this is a must visit, the boys loved doing the tour and of course the stadium shop will keep them amused for hours"
Great Day Out,"Reviewed July 25, 2012 ","This ground is perfect for a Football fan of any team or nationality, 

When you first enter you get a huge trophy room with everything the club has won in the past and recently, Also personal trophies of current first teamers such as Messi's World...More"
Very expensive and very crowded,"Reviewed July 24, 2012 ",The most interesting part is trophy room that has a lot of interactive panels with history of club. But  today we clouldn´t do anything cause it was very crowded. The tour through stadium is interesting but the soccer field in under maintenance. Also here we...More
Best stadium ever,"Reviewed July 24, 2012 ",Supporter of Barca like me must go every time he or she goes to Barcelona and this time we did again just a great museum and a great pitch to see especialy if you can get tickets for a league match from september to may
Very crowded!,"Reviewed July 23, 2012 ","This is our second time visiting the Nou Camp, we last came here 6 years ago to watch Barcelona vs Getafe, and did the tour the day after the match. The museum could be better lighted and it was so crowded it was impossible to...More"
"Great stadium, ok museum, got bored after an hour even though huge footy fan","Reviewed July 23, 2012 ","As a footy fan i was looking forward to this and you cant go to Barcelona and not view there stadium.
It was around 22 Euro per person but if you did the bus tour then you can get a 5% discount.

If you get...More"
The tour is not more than ok - going to a match should be awesome,"Reviewed July 22, 2012 ","Another very expensive stadium tour - this time, 23 euros. It was the most expensive sight I got to see in 20 days in Spain. Found it more interesting than the Bernabeu tour, FCB has an interesting history that mixes football with catalans and politics....More"
A bit dated,"Reviewed July 22, 2012 ",Second time here once is enough many trophies display cabinets best part on pitch track shop and restaurants really need to be a football fan actual stadium showing its age
A must see stadium!,"Reviewed July 22, 2012 ",Im a big FCB fan so it was like heaven for me. I loved all the clubs history and interactive video screens. I could have stayed for hours. Too bad i went during off season and didnt get to see a match. Will have to...More
Good interactive Tour particularly for fans,"Reviewed July 22, 2012 ","My son was very adament that we visit Camp Nou. Its a good experience and Well organized but I Would much rather visit to watch a match. 

Have EUR 50 in cash for deposit for the guided tour kit.

The merchandize shop is also worth...More"
NOU CAMP,"Reviewed July 21, 2012 ",What a wonderful experience for my teenage boys and me loved it . Unfortuanately we couldnt get on pitch but wow what a stadium amazing . The museum is stunning highlight was getting picture taken with the champion league trophy its a must to go...More
Visca el Barca,"Reviewed July 20, 2012 ",There is nothing like going to a Barcelona game! Highly recommended!
Well Planned - Experience,"Reviewed July 20, 2012 ","The tour is worth the stop. The interactive IPad like displays the museum uses is really nice. The whole family like the stadium tour. Make sure your camera is fully charged. 

You will laugh at how small the visitors locker room is. The media room,...More"
Every boys dream,"Reviewed July 20, 2012 ",Liked the tour but would have preferred if I had a guid were given a tape once a refundable deposit was given to tour but there were no signs as to where to go next nearly missed the changing rooms as there are no signs...More
absolutly great,"Reviewed July 20, 2012 ","A great experience, not just for football lovers but to everyone. After visiting there you understand why Barsa is one of the best team in the world and how it got to that position."
short tour,"Reviewed July 19, 2012 ",good to see and great gift shop.this is a great experience for a one of trip wont go back cause its a seen it type of experience.
Football Heaven - Culture without snobery,"Reviewed July 19, 2012 ",The Nou Camp is a great experience to watch a game and visit the museum . Helps that at present have the most watchable team in the world with the best player in the world. Even if your not a big football fan worth going...More
For avid Barca fans only,"Reviewed July 19, 2012 ",My partner and I visited. I am not that in to football but went along to keep my partner happy. He said himself that the stadium isn't as spectacular as he would have expected it to be. The museum was interesting though.
Excellent,"Reviewed July 18, 2012 ","Not being a massive football fan I was sceptical as to how entertaining it would be, it was my sons(fcb fan) 11th birthday. It was fantastic, most interesting and entertaining. well presented and lots to see and experience."
Great for football mad kids,"Reviewed July 18, 2012 ","Really good, lots to see.  Worth a visit if you or your kids are into football.  Combines a museum, trophy room, interactive media room and a self paced tour round the staduim. Quite impressive. plan for 2hrs. Park in the grounds, it's free."
An enjoyable tour at FC Barcelona,"Reviewed July 18, 2012 ","I visited Barcelona in July and has a fan Soccer (Football), taking a tour of the Nou Camp was a must and it did not disappoint. The price was very reasonable (23 Euros) at the ticket booth with only a short wait. The location of...More"
Don't like soccer but liked the stadium!,"Reviewed July 17, 2012 ",This was my husband's big thing to do and I went along. I ended up liking it alot more then I thought! It was actually really amazing walking out on of the stadium like the players do with the (fake) sounds of the crowd cherring...More
Barca football stadium,"Reviewed July 17, 2012 ",my son loved it.However some areas were restricted due to obras
Camp Nou,"Reviewed July 16, 2012 ","Very interesting - despite me not being a football fan. Plenty to see and do, although it would be better if so many areas weren't cordoned off. A little disorganised but on the whole well worth a visit. It wasn't too busy to walk around...More"
Nothing Special,"Reviewed July 16, 2012 ",I visited the Nou Camp along with a ten yr old avid sports fan....I wasn't expecting to be bowled over by it and I could have done the whole tour in 25mins....however I thought he would be amazed by it...he wasn't...he did love the interactive...More
You need to really love the game,"Reviewed July 16, 2012 ","It is very impressive. Like they say: ""it is more than a football club"" – it is an industry! The entrance fee for the experience is not cheap – 23euro per person (just for the tour. no game) but it is quite an experience. You...More"
Good stadium,"Reviewed July 16, 2012 ",Shame that the dressing rooms etc were not accesible the day we went so we only got to see the pitch but not at ground level.
Not a fan of Barcelona but enjoyed the tour!,"Reviewed July 15, 2012 ","We booked tickets for Osasouna-Barcelona match and also took a tour of the stadium! Since in Cyprus there are no big stadiums, it was very exciting for me!"
Pricey,"Reviewed July 15, 2012 ","An impressive stadium, however quite pricey!  46 Euros for 2 adults with a discount voucher."
Mes que un Club!,"Reviewed July 15, 2012 ","Finally I got to visit Camp Nou! It's fairly expensive, but if you're a 'culé', a barça fan you have to visit this place. You can see al the cups, the old t-shirts, hear the Barça hymn, and play with the interactive screens. My favorite...More"
"Doesn't look much from outside, but amazing inside!","Reviewed July 14, 2012 ","We did the tour and can recommend it!  Got to see the dressing rooms, trophy rooms, etc."
My visit to the camp nou,"Reviewed July 14, 2012 ",Went to the stadium on the first day of my holiday and loved it. I'm a big man utd fan but I have to say the nou camp is the best stadium I've been too. I think its helps that its blessed with Sun shine....More
4-0 win!,"Reviewed July 14, 2012 ","Great view and good result for FC Barca!
Booked on the web site, I would suggest waiting until a week before before purchasing as many season ticket holders can't attend and sell tickets back to the club."
Amazing top draw ,"Reviewed July 14, 2012 ","We got there early and had breakfast while we waited for it to open which was a good idea if you already haven't bought your tickets because the que does get big, the place it's self was great lots to see lots to take in....More"
"He shoots, he scores!","Reviewed July 14, 2012 ",Our family had a great afternoon at Nou Camp.  They had alot of areas open behind the scenes that my 9 year old son loved to visit.  There were also a few interactive areas as well.  The trophy room was wonderful to see and it...More
Unique Stadium,"Reviewed July 14, 2012 ","Another must of every tourist that visits Barcelona. 
Great Stadium with nice shop Boutique,  you really don't have to like football to to like Nou Camp."
BARCA,"Reviewed July 13, 2012 ","Fantastic place for any soccer fan, especially Barca fans. Not to be missed"
Barcelona for ever,"Reviewed July 13, 2012 ",A must see in Barcelona.Worths the visit!It is recently renovated.You see the whole history of the team and many interesting things..the only negative is the price of the ticket 22euros
Mas che un club,"Reviewed July 13, 2012 ","Yes, if you visit the camp nou ou understand that football is non only a game but an industry. You can visit first the museum (how mutch cups!!!), then you can visit the path to prepare the game, the news area, and, of course, the...More"
Nice tour,"Reviewed July 13, 2012 ",Little expensive. Unfortunetly during our barca fcb played outside. Other than that there is a lot to see.
More than a football team,"Reviewed July 13, 2012 ","Such fantastic value for money! My younger brother said he paid about £30 for a 30min tour of Anfield. Nou camp was 22 euros and we were there for almost 3hrs 

Such an amazing ground and museum would recommend anyone to go even if youre...More"
Unique experience,"Reviewed July 11, 2012 ","Another must do if you go to Barcelona.
Be aware of thiefs around the stadium."
One need not be a football fan to visit the Nou Camp,"Reviewed July 11, 2012 ","A trip to the Nou Camp is a must when one is in Barcelona.  Regarded as the most successful football club in the world, its football stadium is certainly among the world's top 10 (classified by UEFA as a 5* stadium).  For around 20 something...More"
Superb Stadium,"Reviewed July 11, 2012 ","Myself and a couple of colleagues went to watch a Barcelona game whilst there with work and thoroughly enjoyed it. Despite being high up we didn't feel far away from the pitch. Tickets were similar to the price of English premier league teams, and food...More"
barcelona football ground,"Reviewed July 11, 2012 ",I am not really into  football but really enjoyed this visit lots to see and very interesting
football,"Reviewed July 10, 2012 ",it would take a good couple of hours to go round these grounds to see it all
Worth a visit,"Reviewed July 10, 2012 ","I'm not a huge football fan but you can't fail to be impressed by Barcelona's home ground.  23 euros for a tour around the ground, trophy room and interactive info."
you just have to go...!!!,"Reviewed July 10, 2012 ","the minute you step in there,you realise what a great feeling one can experience in this football stadium! you really get so overexcited,beleive me! you just picture yourself as part of the team during a CL game! 
the museum is amazing,goshhhhhhh soooooo many trophies!!!!
amd...More"
very expensive and huge lines,"Reviewed July 9, 2012 ",I went with my family to check out the stadium but it was like 22 euros just to get in and the line just to buy the tickets was like 45 mins. So all I saw was the outside and the store but I didn't...More
Weekly football festival,"Reviewed July 9, 2012 ",We've been on Championship League game Barcelona vs Milan. We easily booked a ticket. Taking into account all importance of that event we've arrived 3hrs before the game. And we were surprised getting tickets within 10 min! Entrance is organized very good. Stadium has 90...More
FC Barcelona - A modern museum of football history,"Reviewed July 9, 2012 ","A visit to Spain is not complete  without visiting FC Barcelona which produces some of the world's best football players such as Lionel Messi and Ronaldinho,

A visit to the stadium includes a tour of the history of Barcelona FC, its players and trophies, followed...More"
Barca!,"Reviewed July 9, 2012 ",what more can I say. If you know barca then you know what to expect
Lots to see at the Barcelona football stadium..,"Reviewed July 9, 2012 ","Great time at the football stadium,and I am not a fan of football..."
Not just for football fans,"Reviewed July 9, 2012 ","This stadium is a must see!! Although I’m not a massive football fan just being there is an amazing feeling (it’s just so big). 
Although you have to walk around the stadium tour yourself, I think its better like this because you can spend as...More"
Don't bother,"Reviewed July 9, 2012 ","Staff were rude throughout
No structure to the experience
Museum feels is like it has been put together in 5 mins - disgrace!
Pushy for the on sale of photos and merchandise - not appreciated!
Ridiculously priced from beginning to end: €22 to get in,...More"
A must do for any Football Fans,"Reviewed July 9, 2012 ","We visited during 1/4 finals of Barcelona v's AC Milan and treated our 16 year old to tickets. What a fabulous experience. Realey angry buying the tickets after queuing for 2 hours only to be told we had to have passports as proof of ID,...More"
Gob Smacked,"Reviewed July 9, 2012 ","This is one of the worlds great stadia, go on the tour for 10 euros and have your photo taken with a cardboard cut out of ones of the star footballers, funny."
Expensive overview,"Reviewed July 9, 2012 ","I'd missed this site 10 years ago when my wife didn't want to stay off the hop-on-hop-off bus - it would have been cheaper then. This time it cost £20 to get in, just the stadium, not even the museum. And return cab fare was...More"
A must visit,"Reviewed July 9, 2012 ",Great Museum of a great club full of trophies and good memories.
Football catalan way,"Reviewed July 9, 2012 ",If ypu like football you need to try a match of Barcelona Team. It's hard to find a ticket but the reward of the climate pays the work. To understand Catalunha.
Fantastic for footie fans!,"Reviewed July 9, 2012 ","Make sure you visit this if you are a football fan. Great day out, lots to see and do and you get to go into a lot of the stadium plus get close to the pitch. We were there for hours and got there on...More"
must see,"Reviewed July 9, 2012 ",€22 per person - nearly worth it if you have a buggy u won't be able to get pitch side
"Amazing team , amazing stadium","Reviewed July 9, 2012 ","If you are a fan it is a must. Great stadium and nice shop boutique. You will find more stores in the city but not as big as this one.
The best way to know this place oif going to a gme, if you can't...More"
Great Day Out,"Reviewed July 9, 2012 ","We visited and did the stadium tour. I was worried my girlfriend wouldn't enjoy it as much as I would but she loved it, like a comment lower you don't have to like football to find the tour interesting. The access you get is great...More"
must see,"Reviewed July 8, 2012 ",you will have a great F.C Barcelona experience. get your camera ready to take nice photos.
must see,"Reviewed July 8, 2012 ","clean and spacious. Trophies very well displayed. Could spend hours inside. the huge expanse of the stadium and the running match commentary, gives an inclination of the match excitement. A must for all football enthusiasts. would love to come again a watch a live match...More"
football nirvana...got to go,"Reviewed July 8, 2012 ","the staduim and whole visit ticks all the right boxes. you get great access and super views
the audio visual stuff about the clubs history is brilliant . a must for all football fans 
 check it out on your stay ."
Excellent day!,"Reviewed July 8, 2012 ","You don't have to enjoy football to enjoy Nou Camp, I don't like football, but this was one of my favourite things about Barcelona. Amazing information given and great for all ages, absolutely amazing experience. Good value for money!!"
Must see for any football fan.,"Reviewed July 8, 2012 ","As a huge football fan, this is considered a must - and I wasnt disappointed. Even the missus enjoyed it. 22€ for our 4 and a half hours in there was well worth it. The museum is nicely laid our with a plenty of information...More"
A must see,"Reviewed July 8, 2012 ","it is a must see place, although it  cost 22 euro but you will enjoy it."
Great tour,"Reviewed July 6, 2012 ","I went along as a good wife, but I really enjoyed the tour. It is very well organised as you can go at your own pace seeing what appeals to you. My husband loved it and I was surprised how interesting it was. An audio...More"
nou camp,"Reviewed July 6, 2012 ","superb, so vast, well worth it if you visit the city.  5% discount with a voucher from the tour bus"
Not into football...but even I enjoyed it!,"Reviewed July 6, 2012 ","Stayed in Barcelona for a long weekend with my other half, of course he insisted we go to Nou Camp! I actually quite enjoyed it, parts of it are very museum like and the pitch is absolutley beautiful! Got some cracking photos. Worth a visit!"
Great tour,"Reviewed July 6, 2012 ","Its a quick but entretaining tour. The multimedia area its the best. Dont get fooled by the stores outside, some souvenirs are more expensive than the ones in the official stores inside."
Too expensive !,"Reviewed July 6, 2012 ","Yes, clearly they take advantage of soccer fan, obviously they abuse of the fame of the team and the stadium, but 22 euros just to enter and visit the stadium ( without a guide) seemt to me quite an exageration.
Of course, once you are...More"
"Amazing, must see place","Reviewed July 6, 2012 ",Been to the Nou Camp every time I go to Barcelona. If you can get tickets for a game Do So. Even if you can only get tour tickets its an amazing place to visit. The trophy cabinet is fantastic
Favourite stadium,"Reviewed July 5, 2012 ",Home is where your heart is at. Absolutely amazing
top place,"Reviewed July 5, 2012 ","top place for you even if your not a footy fan,the tour is a must, great value and an iconic place"
Breath taking,"Reviewed July 5, 2012 ",Worth a visit just for the trophy room! and an amazing stadium.
Camp Nou - an absolute must see.,"Reviewed July 4, 2012 ","I am a fanatical FC Barcelona supporter. It was thus inevitable that I would visit Barcelona one day. I now have been twice and am already planning my next visit. However, you dont have to be a Barca fan or even a football fan to...More"
DEFINITELY WORTH A PIQUE...,"Reviewed July 4, 2012 ","LOVED IT! Although be careful... if you DO decide to get a photo taken professionally, don't be silly enough to leave it at a bus stop, they cost €12... Good place though, and great value for money."
An interesting insight into Catalonias history,"Reviewed July 4, 2012 ","Nou camp was an interesting trip out. Reasonably easy to get to on the metro, but a little way out of the city. Interesting for old and young alike as you get the view the stadium including the press room and stands. I am not...More"
The most remarkable of stadiums.,"Reviewed July 4, 2012 ","I've visited some of the greatest stadiums in the world, but none can beat this hands down. The shape of the stadia traps all the atmosphere, which was remarkable during the Clasico derby I was lucky enough to witness."
Well worth it,"Reviewed July 4, 2012 ","This is a must do for any football fan visiting Barcelona. The museum alone could take you 2 to 3 hours if you are interested in football history. You are allowed access to pitchside by the dugouts, you can sit in the stands and dream,...More"
Dissapointment,"Reviewed July 3, 2012 ","Football Lovers Have to head here. the Mega store has a lot to offer. it was a disappointment for us as the stadium was shut on that particular day, but otherwise the shopping done at the mega store was enough to lift up our moods....More"
Well worth a visit,"Reviewed July 3, 2012 ","Really interesting - I'm not really that into football but the stadium tour and museum were fabulous. The ticket price is not that expensive and the museum has so much information and items on display, you could easily spend a whole day in there. Its...More"
Nou Camp,"Reviewed July 3, 2012 ","Interesting and nice place, within a lovely area of the city. worth a visit."
Amazing!,"Reviewed July 3, 2012 ","we went for the last game of the season v espanyol, the barca derby. atmostphere was electric as Messi scored four and it was Pep Guardiola's last game in charge. definately worth a visit to watch a home game. We did the tour the following...More"
So lucky to be in Barcelona and visit Nou Camp on the day Spain won the European Cup,"Reviewed July 3, 2012 ","Barca is the best football club in the world, which might not mean a lot to Americans who follow baseball or NFL football, but it's such a huge part of the culture of Barcelona that a visit to Nou Camp is well worth it. You...More"
Nou camp tour,"Reviewed July 3, 2012 ","Amazing stadium, friendly staff working there and good price trip!"
Lived the dream!,"Reviewed July 3, 2012 ","Quite expensive but had to go! Stayed over 3 hours and loved it! Even saw part of a game from the media boxes and cheered their goals, pretending it was the real team!"
Soccer fans,"Reviewed July 2, 2012 ","This is a bit out of the way if you're not on a tour bus, we caught the metro, then a tram, then walked. I suggest maybe a bus might be more direct. It costs 22 euro per person, by far the most expensive attraction...More"
Lawt minute thought,"Reviewed July 2, 2012 ","We were walking on the main street in Barcelona and they were selling tickets for a game that night.  Although exhausted, my boys and I decided to go see BDF play against the local team and it was amazing.  Although as another viewer stated, buy...More"
This place is magic!,"Reviewed July 2, 2012 ","If you weren't a fan when you entered, you'll become one as you move along.

The history of the club, the soul and spirit of it is breathtaking.
You'll see all the places and get to watch videos and hear some spectacular soundtracks as you...More"
What a stadium,"Reviewed July 2, 2012 ",If you are a footy fan then dont miss this. The museum is out of this world that has you wishing you could get to see a game.
Better than I expected,"Reviewed July 2, 2012 ","Expected to be bored rigid as dragged along kicking and screaming by husband, but actually very entertaining, well planned and laid out tours.  Particularly loved the exhibit looking at Dali's links to Barcelona FC."
Amazing,"Reviewed July 2, 2012 ","I've been here for a game before but this time i went to the museum experience... unreal, amazing. The trophy room the away changing room, pitch side then the best thing was the cinema where they play videos with opera music of there achievement a...More"
Barca Experience,"Reviewed July 2, 2012 ",Even if you are not a football fan it is worth taking the tour.  A museum of the famous club showing its history and legend through the interactive displays.  You can visit the dressing rooms and church and then walk out pitch-side to the dug...More
A little disappointed,"Reviewed July 2, 2012 ",Not sure how they could do it any differently and cannot really find anything negative to say.  They were working on the pitch so we couldn't go on it - understandably work has to be done out of the season. But the whole experience didn't...More
Disappointing & ridiculously over-priced.,"Reviewed July 2, 2012 ","As major soccer fans we made a point of including the Camp Nou ""experience"" in our brief visit to Spain.  In retrospect, it definitely wasn't worth our time and money.  While our five sons, ages 7 to 17 ~ one of whom is a die-hard...More"
"As a fan, you have to go!","Reviewed July 1, 2012 ","I was like a little kid when we arrived at the stadium! You can easily spend half a day here while you tour the stadium, the stands, changing rooms, and the Barcelona Museum which is full of all the trophies and amazing one of a...More"
Amazing experience!!,"Reviewed July 1, 2012 ",This is a must go to attraction if you're visiting Barcelona! The museum is fantastic and well worth taking a couple hours out your day to go see. You can wander around freely and learn all about the team as well by reading their history...More
From a Liverpool fan it puts us to shame!,"Reviewed July 1, 2012 ","This was like walking into a stadium from another planet, especially the museum which is very impressive with a lot of video screens which you can look at old paperclips that enlarge and old football clips that enlarge too showing old games. 

The stadium is...More"
Soccer fan's must see,"Reviewed July 1, 2012 ","Despite not being able to go in the home locker room, you get to see just about everything else.  Museum is amazing and very comprehensive.  Slightly overpriced at 22 euros per person however."
