"year","month","date_of_month","date","day_of_week","births"
2011,4,9,2011-04-09,"Sat",7840
2011,4,10,2011-04-10,"Sun",6861
2011,4,11,2011-04-11,"Mon",11711
2011,4,12,2011-04-12,"Tues",12320
2011,4,13,2011-04-13,"Wed",11671
2011,4,14,2011-04-14,"Thurs",12349
2011,4,15,2011-04-15,"Fri",11964
2011,4,16,2011-04-16,"Sat",7683
2011,4,17,2011-04-17,"Sun",6939
2011,4,18,2011-04-18,"Mon",11681
2011,4,19,2011-04-19,"Tues",12564
2011,4,20,2011-04-20,"Wed",12216
2011,4,21,2011-04-21,"Thurs",12276
2011,4,22,2011-04-22,"Fri",11113
2011,4,23,2011-04-23,"Sat",7524
2011,4,24,2011-04-24,"Sun",6570
2011,4,25,2011-04-25,"Mon",11427
2011,4,26,2011-04-26,"Tues",12563
2011,4,27,2011-04-27,"Wed",12007
2011,4,28,2011-04-28,"Thurs",12180
2011,4,29,2011-04-29,"Fri",11456
2011,4,30,2011-04-30,"Sat",7665
2011,5,1,2011-05-01,"Sun",6926
2011,5,2,2011-05-02,"Mon",11595
2011,5,3,2011-05-03,"Tues",12299
2011,5,4,2011-05-04,"Wed",11984
2011,5,5,2011-05-05,"Thurs",12055
2011,5,6,2011-05-06,"Fri",11824
2011,5,7,2011-05-07,"Sat",7919
2011,5,8,2011-05-08,"Sun",6972
2011,5,9,2011-05-09,"Mon",11511
2011,5,10,2011-05-10,"Tues",12578
2011,5,11,2011-05-11,"Wed",12464
2011,5,12,2011-05-12,"Thurs",12203
2011,5,13,2011-05-13,"Fri",11125
2011,5,14,2011-05-14,"Sat",7854
2011,5,15,2011-05-15,"Sun",7061
2011,5,16,2011-05-16,"Mon",11899
2011,5,17,2011-05-17,"Tues",12819
2011,5,18,2011-05-18,"Wed",12387
2011,5,19,2011-05-19,"Thurs",12222
2011,5,20,2011-05-20,"Fri",12011
2011,5,21,2011-05-21,"Sat",7934
2011,5,22,2011-05-22,"Sun",7257
2011,5,23,2011-05-23,"Mon",11896
2011,5,24,2011-05-24,"Tues",12851
2011,5,25,2011-05-25,"Wed",12715
2011,5,26,2011-05-26,"Thurs",12822
2011,5,27,2011-05-27,"Fri",12379
2011,5,28,2011-05-28,"Sat",8276
2011,5,29,2011-05-29,"Sun",7145
2011,5,30,2011-05-30,"Mon",7492
2011,5,31,2011-05-31,"Tues",12192
2011,6,1,2011-06-01,"Wed",13446
2011,6,2,2011-06-02,"Thurs",13258
2011,6,3,2011-06-03,"Fri",12680
2011,6,4,2011-06-04,"Sat",8398
2011,6,5,2011-06-05,"Sun",7261
2011,6,6,2011-06-06,"Mon",11934
2011,6,7,2011-06-07,"Tues",12629
2011,6,8,2011-06-08,"Wed",12660
2011,6,9,2011-06-09,"Thurs",12471
2011,6,10,2011-06-10,"Fri",12279
2011,6,11,2011-06-11,"Sat",8091
2011,6,12,2011-06-12,"Sun",7314
2011,6,13,2011-06-13,"Mon",11744
2011,6,14,2011-06-14,"Tues",12841
2011,6,15,2011-06-15,"Wed",12681
2011,6,16,2011-06-16,"Thurs",12990
2011,6,17,2011-06-17,"Fri",12463
2011,6,18,2011-06-18,"Sat",8498
2011,6,19,2011-06-19,"Sun",7344
2011,6,20,2011-06-20,"Mon",12045
2011,6,21,2011-06-21,"Tues",13143
2011,6,22,2011-06-22,"Wed",13017
2011,6,23,2011-06-23,"Thurs",12681
2011,6,24,2011-06-24,"Fri",12504
2011,6,25,2011-06-25,"Sat",8351
2011,6,26,2011-06-26,"Sun",7140
2011,6,27,2011-06-27,"Mon",12344
2011,6,28,2011-06-28,"Tues",13234
2011,6,29,2011-06-29,"Wed",13002
2011,6,30,2011-06-30,"Thurs",13194
2011,7,1,2011-07-01,"Fri",13392
2011,7,2,2011-07-02,"Sat",8510
2011,7,3,2011-07-03,"Sun",7489
2011,7,4,2011-07-04,"Mon",7541
2011,7,5,2011-07-05,"Tues",12751
2011,7,6,2011-07-06,"Wed",13950
2011,7,7,2011-07-07,"Thurs",14200
2011,7,8,2011-07-08,"Fri",13363
2011,7,9,2011-07-09,"Sat",8845
2011,7,10,2011-07-10,"Sun",7635
2011,7,11,2011-07-11,"Mon",12617
2011,7,12,2011-07-12,"Tues",13392
2011,7,13,2011-07-13,"Wed",12900
2011,7,14,2011-07-14,"Thurs",13278
2011,7,15,2011-07-15,"Fri",13097
2011,7,16,2011-07-16,"Sat",8534
2011,7,17,2011-07-17,"Sun",7637
2011,7,18,2011-07-18,"Mon",12414
2011,7,19,2011-07-19,"Tues",13156
2011,7,20,2011-07-20,"Wed",13219
2011,7,21,2011-07-21,"Thurs",13262
2011,7,22,2011-07-22,"Fri",12777
2011,7,23,2011-07-23,"Sat",8671
2011,7,24,2011-07-24,"Sun",7351
2011,7,25,2011-07-25,"Mon",12126
2011,7,26,2011-07-26,"Tues",13270
2011,7,27,2011-07-27,"Wed",13023
2011,7,28,2011-07-28,"Thurs",13152
2011,7,29,2011-07-29,"Fri",12501
2011,7,30,2011-07-30,"Sat",8338
2011,7,31,2011-07-31,"Sun",7450
2011,8,1,2011-08-01,"Mon",12546
2011,8,2,2011-08-02,"Tues",13491
2011,8,3,2011-08-03,"Wed",13164
2011,8,4,2011-08-04,"Thurs",13031
2011,8,5,2011-08-05,"Fri",12848
2011,8,6,2011-08-06,"Sat",8567
2011,8,7,2011-08-07,"Sun",7605
2011,8,8,2011-08-08,"Mon",12505
2011,8,9,2011-08-09,"Tues",13360
2011,8,10,2011-08-10,"Wed",13160
2011,8,11,2011-08-11,"Thurs",13092
2011,8,12,2011-08-12,"Fri",12978
2011,8,13,2011-08-13,"Sat",8448
2011,8,14,2011-08-14,"Sun",7470
2011,8,15,2011-08-15,"Mon",12756
2011,8,16,2011-08-16,"Tues",13576
2011,8,17,2011-08-17,"Wed",13267
2011,8,18,2011-08-18,"Thurs",13150
2011,8,19,2011-08-19,"Fri",12900
2011,8,20,2011-08-20,"Sat",8572
2011,8,21,2011-08-21,"Sun",7493
2011,8,22,2011-08-22,"Mon",12286
2011,8,23,2011-08-23,"Tues",13422
2011,8,24,2011-08-24,"Wed",12986
2011,8,25,2011-08-25,"Thurs",13046
2011,8,26,2011-08-26,"Fri",12910
2011,8,27,2011-08-27,"Sat",8700
2011,8,28,2011-08-28,"Sun",7633
2011,8,29,2011-08-29,"Mon",12281
2011,8,30,2011-08-30,"Tues",13561
2011,8,31,2011-08-31,"Wed",13390
2011,9,1,2011-09-01,"Thurs",13723
2011,9,2,2011-09-02,"Fri",13224
2011,9,3,2011-09-03,"Sat",8588
2011,9,4,2011-09-04,"Sun",7399
2011,9,5,2011-09-05,"Mon",7770
2011,9,6,2011-09-06,"Tues",12892
2011,9,7,2011-09-07,"Wed",14234
2011,9,8,2011-09-08,"Thurs",13544
2011,9,9,2011-09-09,"Fri",13537
2011,9,10,2011-09-10,"Sat",9115
2011,9,11,2011-09-11,"Sun",7501
2011,9,12,2011-09-12,"Mon",12770
2011,9,13,2011-09-13,"Tues",13205
2011,9,14,2011-09-14,"Wed",13590
2011,9,15,2011-09-15,"Thurs",13583
2011,9,16,2011-09-16,"Fri",13322
2011,9,17,2011-09-17,"Sat",8792
2011,9,18,2011-09-18,"Sun",7724
2011,9,19,2011-09-19,"Mon",12818
2011,9,20,2011-09-20,"Tues",13648
2011,9,21,2011-09-21,"Wed",13138
2011,9,22,2011-09-22,"Thurs",13157
2011,9,23,2011-09-23,"Fri",13062
2011,9,24,2011-09-24,"Sat",8496
2011,9,25,2011-09-25,"Sun",7609
2011,9,26,2011-09-26,"Mon",12719
2011,9,27,2011-09-27,"Tues",13455
2011,9,28,2011-09-28,"Wed",12815
2011,9,29,2011-09-29,"Thurs",12813
2011,9,30,2011-09-30,"Fri",12419
2011,10,1,2011-10-01,"Sat",8506
2011,10,2,2011-10-02,"Sun",7419
2011,10,3,2011-10-03,"Mon",12310
2011,10,4,2011-10-04,"Tues",12924
2011,10,5,2011-10-05,"Wed",12748
2011,10,6,2011-10-06,"Thurs",12744
2011,10,7,2011-10-07,"Fri",12195
2011,10,8,2011-10-08,"Sat",8206
2011,10,9,2011-10-09,"Sun",7160
2011,10,10,2011-10-10,"Mon",11839
2011,10,11,2011-10-11,"Tues",12865
2011,10,12,2011-10-12,"Wed",12581
2011,10,13,2011-10-13,"Thurs",12201
2011,10,14,2011-10-14,"Fri",12065
2011,10,15,2011-10-15,"Sat",8043
2011,10,16,2011-10-16,"Sun",7145
2011,10,17,2011-10-17,"Mon",11803
2011,10,18,2011-10-18,"Tues",12819
2011,10,19,2011-10-19,"Wed",12605
2011,10,20,2011-10-20,"Thurs",12536
2011,10,21,2011-10-21,"Fri",11936
2011,10,22,2011-10-22,"Sat",7899
2011,10,23,2011-10-23,"Sun",7104
2011,10,24,2011-10-24,"Mon",11773
2011,10,25,2011-10-25,"Tues",12672
2011,10,26,2011-10-26,"Wed",12085
2011,10,27,2011-10-27,"Thurs",12390
2011,10,28,2011-10-28,"Fri",12049
2011,10,29,2011-10-29,"Sat",7812
2011,10,30,2011-10-30,"Sun",6870
2011,10,31,2011-10-31,"Mon",9828
2011,11,1,2011-11-01,"Tues",13632
2011,11,2,2011-11-02,"Wed",12657
2011,11,3,2011-11-03,"Thurs",12310
2011,11,4,2011-11-04,"Fri",11965
2011,11,5,2011-11-05,"Sat",8045
2011,11,6,2011-11-06,"Sun",7236
2011,11,7,2011-11-07,"Mon",11574
2011,11,8,2011-11-08,"Tues",12300
2011,11,9,2011-11-09,"Wed",11990
2011,11,10,2011-11-10,"Thurs",11978
2011,11,11,2011-11-11,"Fri",14392
2011,11,12,2011-11-12,"Sat",8087
2011,11,13,2011-11-13,"Sun",6877
2011,11,14,2011-11-14,"Mon",11590
2011,11,15,2011-11-15,"Tues",12676
2011,11,16,2011-11-16,"Wed",12433
2011,11,17,2011-11-17,"Thurs",12461
2011,11,18,2011-11-18,"Fri",12424
2011,11,19,2011-11-19,"Sat",8042
2011,11,20,2011-11-20,"Sun",7218
2011,11,21,2011-11-21,"Mon",12929
2011,11,22,2011-11-22,"Tues",13415
2011,11,23,2011-11-23,"Wed",11775
2011,11,24,2011-11-24,"Thurs",6894
2011,11,25,2011-11-25,"Fri",8618
2011,11,26,2011-11-26,"Sat",7512
2011,11,27,2011-11-27,"Sun",6879
2011,11,28,2011-11-28,"Mon",12410
2011,11,29,2011-11-29,"Tues",13204
2011,11,30,2011-11-30,"Wed",12584
2011,12,1,2011-12-01,"Thurs",12716
2011,12,2,2011-12-02,"Fri",11853
2011,12,3,2011-12-03,"Sat",7895
2011,12,4,2011-12-04,"Sun",6957
2011,12,5,2011-12-05,"Mon",11622
2011,12,6,2011-12-06,"Tues",12477
2011,12,7,2011-12-07,"Wed",12119
2011,12,8,2011-12-08,"Thurs",12024
2011,12,9,2011-12-09,"Fri",11565
2011,12,10,2011-12-10,"Sat",7658
2011,12,11,2011-12-11,"Sun",6832
2011,12,12,2011-12-12,"Mon",12087
2011,12,13,2011-12-13,"Tues",12592
2011,12,14,2011-12-14,"Wed",12632
2011,12,15,2011-12-15,"Thurs",12506
2011,12,16,2011-12-16,"Fri",12211
2011,12,17,2011-12-17,"Sat",7941
2011,12,18,2011-12-18,"Sun",6876
2011,12,19,2011-12-19,"Mon",12708
2011,12,20,2011-12-20,"Tues",13640
2011,12,21,2011-12-21,"Wed",13227
2011,12,22,2011-12-22,"Thurs",12215
2011,12,23,2011-12-23,"Fri",10017
2011,12,24,2011-12-24,"Sat",6688
2011,12,25,2011-12-25,"Sun",5728
2011,12,26,2011-12-26,"Mon",8039
2011,12,27,2011-12-27,"Tues",12475
2011,12,28,2011-12-28,"Wed",13478
2011,12,29,2011-12-29,"Thurs",12985
2011,12,30,2011-12-30,"Fri",12434
2011,12,31,2011-12-31,"Sat",8035
2012,1,1,2012-01-01,"Sun",6629
2012,1,2,2012-01-02,"Mon",7821
2012,1,3,2012-01-03,"Tues",11324
2012,1,4,2012-01-04,"Wed",12075
2012,1,5,2012-01-05,"Thurs",12171
2012,1,6,2012-01-06,"Fri",11920
2012,1,7,2012-01-07,"Sat",7783
2012,1,8,2012-01-08,"Sun",6887
2012,1,9,2012-01-09,"Mon",11248
2012,1,10,2012-01-10,"Tues",11939
2012,1,11,2012-01-11,"Wed",11860
2012,1,12,2012-01-12,"Thurs",12391
2012,1,13,2012-01-13,"Fri",11380
2012,1,14,2012-01-14,"Sat",7901
2012,1,15,2012-01-15,"Sun",6899
2012,1,16,2012-01-16,"Mon",10707
2012,1,17,2012-01-17,"Tues",12175
2012,1,18,2012-01-18,"Wed",11981
2012,1,19,2012-01-19,"Thurs",11997
2012,1,20,2012-01-20,"Fri",11914
2012,1,21,2012-01-21,"Sat",7948
2012,1,22,2012-01-22,"Sun",6816
2012,1,23,2012-01-23,"Mon",11464
2012,1,24,2012-01-24,"Tues",12356
2012,1,25,2012-01-25,"Wed",11692
2012,1,26,2012-01-26,"Thurs",12003
2012,1,27,2012-01-27,"Fri",11648
2012,1,28,2012-01-28,"Sat",7827
2012,1,29,2012-01-29,"Sun",6733
2012,1,30,2012-01-30,"Mon",11253
2012,1,31,2012-01-31,"Tues",11919
2012,2,1,2012-02-01,"Wed",11916
2012,2,2,2012-02-02,"Thurs",12135
2012,2,3,2012-02-03,"Fri",11826
2012,2,4,2012-02-04,"Sat",7833
2012,2,5,2012-02-05,"Sun",6733
2012,2,6,2012-02-06,"Mon",11229
2012,2,7,2012-02-07,"Tues",12310
2012,2,8,2012-02-08,"Wed",11946
2012,2,9,2012-02-09,"Thurs",11862
2012,2,10,2012-02-10,"Fri",11981
2012,2,11,2012-02-11,"Sat",7895
2012,2,12,2012-02-12,"Sun",7012
2012,2,13,2012-02-13,"Mon",11023
2012,2,14,2012-02-14,"Tues",12708
2012,2,15,2012-02-15,"Wed",12250
2012,2,16,2012-02-16,"Thurs",12376
2012,2,17,2012-02-17,"Fri",11985
2012,2,18,2012-02-18,"Sat",7818
2012,2,19,2012-02-19,"Sun",6905
2012,2,20,2012-02-20,"Mon",10837
2012,2,21,2012-02-21,"Tues",12125
2012,2,22,2012-02-22,"Wed",12436
2012,2,23,2012-02-23,"Thurs",12045
2012,2,24,2012-02-24,"Fri",11802
2012,2,25,2012-02-25,"Sat",7842
2012,2,26,2012-02-26,"Sun",6707
2012,2,27,2012-02-27,"Mon",11475
2012,2,28,2012-02-28,"Tues",12208
2012,2,29,2012-02-29,"Wed",11042
2012,3,1,2012-03-01,"Thurs",12519
2012,3,2,2012-03-02,"Fri",11789
2012,3,3,2012-03-03,"Sat",8010
2012,3,4,2012-03-04,"Sun",7021
2012,3,5,2012-03-05,"Mon",11391
2012,3,6,2012-03-06,"Tues",12076
2012,3,7,2012-03-07,"Wed",11972
2012,3,8,2012-03-08,"Thurs",11985
2012,3,9,2012-03-09,"Fri",11817
2012,3,10,2012-03-10,"Sat",7691
2012,3,11,2012-03-11,"Sun",6497
2012,3,12,2012-03-12,"Mon",11571
2012,3,13,2012-03-13,"Tues",11779
2012,3,14,2012-03-14,"Wed",11797
2012,3,15,2012-03-15,"Thurs",11783
2012,3,16,2012-03-16,"Fri",11608
2012,3,17,2012-03-17,"Sat",8066
2012,3,18,2012-03-18,"Sun",6918
2012,3,19,2012-03-19,"Mon",11578
2012,3,20,2012-03-20,"Tues",12338
2012,3,21,2012-03-21,"Wed",12056
2012,3,22,2012-03-22,"Thurs",11925
2012,3,23,2012-03-23,"Fri",11816
2012,3,24,2012-03-24,"Sat",7893
2012,3,25,2012-03-25,"Sun",6915
2012,3,26,2012-03-26,"Mon",11474
2012,3,27,2012-03-27,"Tues",12245
2012,3,28,2012-03-28,"Wed",12035
2012,3,29,2012-03-29,"Thurs",11864
2012,3,30,2012-03-30,"Fri",11834
2012,3,31,2012-03-31,"Sat",7860
2012,4,1,2012-04-01,"Sun",6909
2012,4,2,2012-04-02,"Mon",11647
2012,4,3,2012-04-03,"Tues",12273
2012,4,4,2012-04-04,"Wed",12307
2012,4,5,2012-04-05,"Thurs",11986
2012,4,6,2012-04-06,"Fri",10955
2012,4,7,2012-04-07,"Sat",7384
2012,4,8,2012-04-08,"Sun",6545
2012,4,9,2012-04-09,"Mon",11237
2012,4,10,2012-04-10,"Tues",12179
2012,4,11,2012-04-11,"Wed",11635
2012,4,12,2012-04-12,"Thurs",12050
2012,4,13,2012-04-13,"Fri",10910
2012,4,14,2012-04-14,"Sat",7699
2012,4,15,2012-04-15,"Sun",6951
2012,4,16,2012-04-16,"Mon",11536
2012,4,17,2012-04-17,"Tues",12240
2012,4,18,2012-04-18,"Wed",11850
2012,4,19,2012-04-19,"Thurs",11583
2012,4,20,2012-04-20,"Fri",11608
2012,4,21,2012-04-21,"Sat",7757
2012,4,22,2012-04-22,"Sun",6843
2012,4,23,2012-04-23,"Mon",11297
2012,4,24,2012-04-24,"Tues",12191
2012,4,25,2012-04-25,"Wed",11765
2012,4,26,2012-04-26,"Thurs",11871
2012,4,27,2012-04-27,"Fri",11226
2012,4,28,2012-04-28,"Sat",7590
2012,4,29,2012-04-29,"Sun",6713
2012,4,30,2012-04-30,"Mon",11381
2012,5,1,2012-05-01,"Tues",12470
2012,5,2,2012-05-02,"Wed",12095
2012,5,3,2012-05-03,"Thurs",11804
2012,5,4,2012-05-04,"Fri",11488
2012,5,5,2012-05-05,"Sat",7634
2012,5,6,2012-05-06,"Sun",6868
2012,5,7,2012-05-07,"Mon",11424
2012,5,8,2012-05-08,"Tues",12158
2012,5,9,2012-05-09,"Wed",11749
2012,5,10,2012-05-10,"Thurs",11825
2012,5,11,2012-05-11,"Fri",11683
2012,5,12,2012-05-12,"Sat",7751
2012,5,13,2012-05-13,"Sun",6909
2012,5,14,2012-05-14,"Mon",11763
2012,5,15,2012-05-15,"Tues",12565
2012,5,16,2012-05-16,"Wed",12199
2012,5,17,2012-05-17,"Thurs",12048
2012,5,18,2012-05-18,"Fri",11771
2012,5,19,2012-05-19,"Sat",7914
2012,5,20,2012-05-20,"Sun",7202
2012,5,21,2012-05-21,"Mon",11919
2012,5,22,2012-05-22,"Tues",12601
2012,5,23,2012-05-23,"Wed",12649
2012,5,24,2012-05-24,"Thurs",12414
2012,5,25,2012-05-25,"Fri",12350
2012,5,26,2012-05-26,"Sat",7921
2012,5,27,2012-05-27,"Sun",7015
2012,5,28,2012-05-28,"Mon",7532
2012,5,29,2012-05-29,"Tues",12307
2012,5,30,2012-05-30,"Wed",13194
2012,5,31,2012-05-31,"Thurs",12686
2012,6,1,2012-06-01,"Fri",12623
2012,6,2,2012-06-02,"Sat",8040
2012,6,3,2012-06-03,"Sun",7075
2012,6,4,2012-06-04,"Mon",12011
2012,6,5,2012-06-05,"Tues",12424
2012,6,6,2012-06-06,"Wed",12410
2012,6,7,2012-06-07,"Thurs",12305
2012,6,8,2012-06-08,"Fri",12145
2012,6,9,2012-06-09,"Sat",8293
2012,6,10,2012-06-10,"Sun",7131
2012,6,11,2012-06-11,"Mon",11700
2012,6,12,2012-06-12,"Tues",12892
2012,6,13,2012-06-13,"Wed",11999
2012,6,14,2012-06-14,"Thurs",12626
2012,6,15,2012-06-15,"Fri",12278
2012,6,16,2012-06-16,"Sat",8213
2012,6,17,2012-06-17,"Sun",7316
2012,6,18,2012-06-18,"Mon",12028
2012,6,19,2012-06-19,"Tues",12767
2012,6,20,2012-06-20,"Wed",12674
2012,6,21,2012-06-21,"Thurs",12713
2012,6,22,2012-06-22,"Fri",12370
2012,6,23,2012-06-23,"Sat",8141
2012,6,24,2012-06-24,"Sun",7246
2012,6,25,2012-06-25,"Mon",12091
2012,6,26,2012-06-26,"Tues",12950
2012,6,27,2012-06-27,"Wed",12545
2012,6,28,2012-06-28,"Thurs",12994
2012,6,29,2012-06-29,"Fri",12462
2012,6,30,2012-06-30,"Sat",8323
2012,7,1,2012-07-01,"Sun",7550
2012,7,2,2012-07-02,"Mon",12837
2012,7,3,2012-07-03,"Tues",13752
2012,7,4,2012-07-04,"Wed",9296
2012,7,5,2012-07-05,"Thurs",12618
2012,7,6,2012-07-06,"Fri",12804
2012,7,7,2012-07-07,"Sat",8952
2012,7,8,2012-07-08,"Sun",7541
2012,7,9,2012-07-09,"Mon",12333
2012,7,10,2012-07-10,"Tues",13527
2012,7,11,2012-07-11,"Wed",13024
2012,7,12,2012-07-12,"Thurs",12787
2012,7,13,2012-07-13,"Fri",12109
2012,7,14,2012-07-14,"Sat",8657
2012,7,15,2012-07-15,"Sun",7559
2012,7,16,2012-07-16,"Mon",12380
2012,7,17,2012-07-17,"Tues",13318
2012,7,18,2012-07-18,"Wed",12865
2012,7,19,2012-07-19,"Thurs",12798
2012,7,20,2012-07-20,"Fri",12503
2012,7,21,2012-07-21,"Sat",8611
2012,7,22,2012-07-22,"Sun",7531
2012,7,23,2012-07-23,"Mon",12553
2012,7,24,2012-07-24,"Tues",13390
2012,7,25,2012-07-25,"Wed",13045
2012,7,26,2012-07-26,"Thurs",13056
2012,7,27,2012-07-27,"Fri",12785
2012,7,28,2012-07-28,"Sat",8493
2012,7,29,2012-07-29,"Sun",7550
2012,7,30,2012-07-30,"Mon",12061
2012,7,31,2012-07-31,"Tues",13187
2012,8,1,2012-08-01,"Wed",12976
2012,8,2,2012-08-02,"Thurs",13006
2012,8,3,2012-08-03,"Fri",12743
2012,8,4,2012-08-04,"Sat",8786
2012,8,5,2012-08-05,"Sun",7693
2012,8,6,2012-08-06,"Mon",12671
2012,8,7,2012-08-07,"Tues",13316
2012,8,8,2012-08-08,"Wed",13204
2012,8,9,2012-08-09,"Thurs",13179
2012,8,10,2012-08-10,"Fri",12898
2012,8,11,2012-08-11,"Sat",8602
2012,8,12,2012-08-12,"Sun",7630
2012,8,13,2012-08-13,"Mon",12126
2012,8,14,2012-08-14,"Tues",13788
2012,8,15,2012-08-15,"Wed",13391
2012,8,16,2012-08-16,"Thurs",13361
2012,8,17,2012-08-17,"Fri",12913
2012,8,18,2012-08-18,"Sat",8678
2012,8,19,2012-08-19,"Sun",7678
2012,8,20,2012-08-20,"Mon",12580
2012,8,21,2012-08-21,"Tues",13239
2012,8,22,2012-08-22,"Wed",12973
2012,8,23,2012-08-23,"Thurs",12889
2012,8,24,2012-08-24,"Fri",13114
2012,8,25,2012-08-25,"Sat",8653
2012,8,26,2012-08-26,"Sun",7629
2012,8,27,2012-08-27,"Mon",12533
2012,8,28,2012-08-28,"Tues",13674
2012,8,29,2012-08-29,"Wed",12968
2012,8,30,2012-08-30,"Thurs",13323
2012,8,31,2012-08-31,"Fri",13287
2012,9,1,2012-09-01,"Sat",8967
2012,9,2,2012-09-02,"Sun",7817
2012,9,3,2012-09-03,"Mon",8030
2012,9,4,2012-09-04,"Tues",12941
2012,9,5,2012-09-05,"Wed",13991
2012,9,6,2012-09-06,"Thurs",13709
2012,9,7,2012-09-07,"Fri",13841
2012,9,8,2012-09-08,"Sat",8987
2012,9,9,2012-09-09,"Sun",7930
2012,9,10,2012-09-10,"Mon",12853
2012,9,11,2012-09-11,"Tues",12543
2012,9,12,2012-09-12,"Wed",13653
2012,9,13,2012-09-13,"Thurs",13396
2012,9,14,2012-09-14,"Fri",13529
2012,9,15,2012-09-15,"Sat",9094
2012,9,16,2012-09-16,"Sun",7867
2012,9,17,2012-09-17,"Mon",12960
2012,9,18,2012-09-18,"Tues",13628
2012,9,19,2012-09-19,"Wed",13490
2012,9,20,2012-09-20,"Thurs",13524
2012,9,21,2012-09-21,"Fri",13174
2012,9,22,2012-09-22,"Sat",8899
2012,9,23,2012-09-23,"Sun",8007
2012,9,24,2012-09-24,"Mon",12748
2012,9,25,2012-09-25,"Tues",13533
2012,9,26,2012-09-26,"Wed",13100
2012,9,27,2012-09-27,"Thurs",13159
2012,9,28,2012-09-28,"Fri",12661
2012,9,29,2012-09-29,"Sat",8695
2012,9,30,2012-09-30,"Sun",7607
2012,10,1,2012-10-01,"Mon",12537
2012,10,2,2012-10-02,"Tues",13293
2012,10,3,2012-10-03,"Wed",12900
2012,10,4,2012-10-04,"Thurs",12785
2012,10,5,2012-10-05,"Fri",12521
2012,10,6,2012-10-06,"Sat",8333
2012,10,7,2012-10-07,"Sun",7367
2012,10,8,2012-10-08,"Mon",11711
2012,10,9,2012-10-09,"Tues",12692
2012,10,10,2012-10-10,"Wed",12597
2012,10,11,2012-10-11,"Thurs",13705
2012,10,12,2012-10-12,"Fri",12349
2012,10,13,2012-10-13,"Sat",8153
2012,10,14,2012-10-14,"Sun",7408
2012,10,15,2012-10-15,"Mon",12347
2012,10,16,2012-10-16,"Tues",12888
2012,10,17,2012-10-17,"Wed",12752
2012,10,18,2012-10-18,"Thurs",12604
2012,10,19,2012-10-19,"Fri",12367
2012,10,20,2012-10-20,"Sat",8365
2012,10,21,2012-10-21,"Sun",7279
2012,10,22,2012-10-22,"Mon",12260
2012,10,23,2012-10-23,"Tues",12923
2012,10,24,2012-10-24,"Wed",12610
2012,10,25,2012-10-25,"Thurs",12769
2012,10,26,2012-10-26,"Fri",11989
2012,10,27,2012-10-27,"Sat",8127
2012,10,28,2012-10-28,"Sun",7362
2012,10,29,2012-10-29,"Mon",11957
2012,10,30,2012-10-30,"Tues",12011
2012,10,31,2012-10-31,"Wed",11012
2012,11,1,2012-11-01,"Thurs",13042
2012,11,2,2012-11-02,"Fri",12692
2012,11,3,2012-11-03,"Sat",8224
2012,11,4,2012-11-04,"Sun",7436
2012,11,5,2012-11-05,"Mon",11885
2012,11,6,2012-11-06,"Tues",12690
2012,11,7,2012-11-07,"Wed",12536
2012,11,8,2012-11-08,"Thurs",12386
2012,11,9,2012-11-09,"Fri",12374
2012,11,10,2012-11-10,"Sat",8172
2012,11,11,2012-11-11,"Sun",7219
2012,11,12,2012-11-12,"Mon",12036
2012,11,13,2012-11-13,"Tues",12364
2012,11,14,2012-11-14,"Wed",12728
2012,11,15,2012-11-15,"Thurs",12812
2012,11,16,2012-11-16,"Fri",12555
2012,11,17,2012-11-17,"Sat",8503
2012,11,18,2012-11-18,"Sun",7390
2012,11,19,2012-11-19,"Mon",12916
2012,11,20,2012-11-20,"Tues",13427
2012,11,21,2012-11-21,"Wed",12083
2012,11,22,2012-11-22,"Thurs",7267
2012,11,23,2012-11-23,"Fri",9171
2012,11,24,2012-11-24,"Sat",7651
2012,11,25,2012-11-25,"Sun",7191
2012,11,26,2012-11-26,"Mon",12403
2012,11,27,2012-11-27,"Tues",13296
2012,11,28,2012-11-28,"Wed",12614
2012,11,29,2012-11-29,"Thurs",12503
2012,11,30,2012-11-30,"Fri",11740
2012,12,1,2012-12-01,"Sat",8248
2012,12,2,2012-12-02,"Sun",7204
2012,12,3,2012-12-03,"Mon",11833
2012,12,4,2012-12-04,"Tues",12566
2012,12,5,2012-12-05,"Wed",12313
2012,12,6,2012-12-06,"Thurs",12084
2012,12,7,2012-12-07,"Fri",11733
2012,12,8,2012-12-08,"Sat",7995
2012,12,9,2012-12-09,"Sun",7003
2012,12,10,2012-12-10,"Mon",11529
2012,12,11,2012-12-11,"Tues",12234
2012,12,12,2012-12-12,"Wed",14667
2012,12,13,2012-12-13,"Thurs",11893
2012,12,14,2012-12-14,"Fri",11872
2012,12,15,2012-12-15,"Sat",7913
2012,12,16,2012-12-16,"Sun",7146
2012,12,17,2012-12-17,"Mon",11979
2012,12,18,2012-12-18,"Tues",13305
2012,12,19,2012-12-19,"Wed",12849
2012,12,20,2012-12-20,"Thurs",13109
2012,12,21,2012-12-21,"Fri",13186
2012,12,22,2012-12-22,"Sat",8396
2012,12,23,2012-12-23,"Sun",6845
2012,12,24,2012-12-24,"Mon",7614
2012,12,25,2012-12-25,"Tues",6325
2012,12,26,2012-12-26,"Wed",11362
2012,12,27,2012-12-27,"Thurs",14126
2012,12,28,2012-12-28,"Fri",13888
2012,12,29,2012-12-29,"Sat",9030
