danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_uri,duration_ms,time_signature,key_mode,playlist_name,playlist_img,track_name,artist_name,album_name,album_img,year
0.811,0.97,A#,-6.065,minor,0.0502,0.0526,6.63e-5,0.164,0.878,114.351,3SwlakM6VX47IwG0Wll5ek,242373,4,A# minor,summer_hits_2006,https://mosaic.scdn.co/640/3d727554b08c9ce5c04b5cf82144150e3291d2fd931cd05e1b821fadffe5d235110973b0be74cb3ede7634fbd008797f579a0139f625a394ef1a0c7df77997d963a9ab47cd640bbbfbf68cf440ec52ce,Promiscuous,Nelly Furtado,The Best of Nelly Furtado (Deluxe),https://i.scdn.co/image/de7634fbd008797f579a0139f625a394ef1a0c7d,2006
0.778,0.824,A#,-5.892,minor,0.0712,0.284,0,0.405,0.756,100.024,3ZFTkvIE7kyPt6Nu3PEa7V,218093,4,A# minor,summer_hits_2006,https://mosaic.scdn.co/640/3d727554b08c9ce5c04b5cf82144150e3291d2fd931cd05e1b821fadffe5d235110973b0be74cb3ede7634fbd008797f579a0139f625a394ef1a0c7df77997d963a9ab47cd640bbbfbf68cf440ec52ce,Hips Don't Lie,Shakira,Oral Fixation Vol. 2,https://i.scdn.co/image/3d727554b08c9ce5c04b5cf82144150e3291d2fd,2006
0.835,0.741,G#,-1.609,major,0.0339,0.0172,0.0577,0.0826,0.612,111.963,2N5zMZX7YeL1tico8oQxa9,182066,4,G# major,summer_hits_2006,https://mosaic.scdn.co/640/3d727554b08c9ce5c04b5cf82144150e3291d2fd931cd05e1b821fadffe5d235110973b0be74cb3ede7634fbd008797f579a0139f625a394ef1a0c7df77997d963a9ab47cd640bbbfbf68cf440ec52ce,Crazy,Gnarls Barkley,St. Elsewhere,https://i.scdn.co/image/f77997d963a9ab47cd640bbbfbf68cf440ec52ce,2006
0.803,0.454,G#,-4.802,minor,0.0294,0.352,0,0.0655,0.739,99.99,7k6IzwMGpxnRghE7YosnXT,192213,4,G# minor,summer_hits_2006,https://mosaic.scdn.co/640/3d727554b08c9ce5c04b5cf82144150e3291d2fd931cd05e1b821fadffe5d235110973b0be74cb3ede7634fbd008797f579a0139f625a394ef1a0c7df77997d963a9ab47cd640bbbfbf68cf440ec52ce,Me & U,Cassie,Cassie (U.S. Version),https://i.scdn.co/image/931cd05e1b821fadffe5d235110973b0be74cb3e,2006
0.888,0.577,C#,-7.702,minor,0.0612,0.0986,0,0.131,0.609,84.003,05Sgj1Hx03ZXc57gsV1kfX,241840,4,C# minor,summer_hits_2006,https://mosaic.scdn.co/640/3d727554b08c9ce5c04b5cf82144150e3291d2fd931cd05e1b821fadffe5d235110973b0be74cb3ede7634fbd008797f579a0139f625a394ef1a0c7df77997d963a9ab47cd640bbbfbf68cf440ec52ce,It's Goin' Down (feat. Nitti),Yung Joc,New Joc City (Explicit Content U.S. Version),https://i.scdn.co/image/af889649ae87f679cf94f79dfda6414ba793c0ea,2006
0.544,0.823,D,-4.318,major,0.32,0.158,0,0.268,0.434,210.75,3BxWKCI06eQ5Od8TY2JBeA,225560,4,D major,summer_hits_2006,https://mosaic.scdn.co/640/3d727554b08c9ce5c04b5cf82144150e3291d2fd931cd05e1b821fadffe5d235110973b0be74cb3ede7634fbd008797f579a0139f625a394ef1a0c7df77997d963a9ab47cd640bbbfbf68cf440ec52ce,Buttons,The Pussycat Dolls,PCD,https://i.scdn.co/image/d669caa7b4d476de43b57020e2f7008e6251a7ce,2006
0.788,0.808,G#,-4.77,minor,0.101,0.181,0,0.517,0.844,143.04,3kZoay4ANo86ehb6s4RwS9,302e3,4,G# minor,summer_hits_2006,https://mosaic.scdn.co/640/3d727554b08c9ce5c04b5cf82144150e3291d2fd931cd05e1b821fadffe5d235110973b0be74cb3ede7634fbd008797f579a0139f625a394ef1a0c7df77997d963a9ab47cd640bbbfbf68cf440ec52ce,Ridin',Chamillionaire,The Sound of Revenge,https://i.scdn.co/image/8e3900ba038396b9621e8146d049e1008bcd3325,2006
0.591,0.406,C,-8.466,minor,0.0331,0.839,0,0.258,0.334,143.869,13xxBnXOuiBxVxJI458B0i,226973,4,C minor,summer_hits_2006,https://mosaic.scdn.co/640/3d727554b08c9ce5c04b5cf82144150e3291d2fd931cd05e1b821fadffe5d235110973b0be74cb3ede7634fbd008797f579a0139f625a394ef1a0c7df77997d963a9ab47cd640bbbfbf68cf440ec52ce,Unfaithful,Rihanna,A Girl Like Me,https://i.scdn.co/image/f8806a54d8fa18f5b3d2d9e2544e997ee565d757,2006
0.862,0.742,G,-4.722,major,0.222,0.00376,0.00855,0.103,0.511,127.91,7huo2wvrCgRucUsjdSDLQV,228907,4,G major,summer_hits_2006,https://mosaic.scdn.co/640/3d727554b08c9ce5c04b5cf82144150e3291d2fd931cd05e1b821fadffe5d235110973b0be74cb3ede7634fbd008797f579a0139f625a394ef1a0c7df77997d963a9ab47cd640bbbfbf68cf440ec52ce,Ain't No Other Man,Christina Aguilera,Back To Basics,https://i.scdn.co/image/c7462e8ab150cf0178366343101e58ea9695c466,2006
0.656,0.723,B,-4.975,minor,0.0262,0.0968,0,0.343,0.904,105.049,3haxUceS8i97BLoB7WH3Mj,208233,4,B minor,summer_hits_2006,https://mosaic.scdn.co/640/3d727554b08c9ce5c04b5cf82144150e3291d2fd931cd05e1b821fadffe5d235110973b0be74cb3ede7634fbd008797f579a0139f625a394ef1a0c7df77997d963a9ab47cd640bbbfbf68cf440ec52ce,Over My Head,Echosmith,Over My Head,https://i.scdn.co/image/084eabb0668690bf0113a7b227c779b2bd69cef4,2006
0.579,0.821,C#,-4.616,major,0.152,0.0117,0,0.0631,0.551,174.063,49FYlytm3dAAraYgpoJZux,275987,4,C# major,summer_hits_2007,https://mosaic.scdn.co/640/0bd0f3a2fdf032314a1a5745fae4c902bf72aa6616a0c3cac46da1e6b1e41e2a898f8422e6dfcdd32ec9fe10ea954e55821a7b94bdf30f1ee24721018761eba2c86ce14a714759d47b0f731743a01ffe,Umbrella,Rihanna,Good Girl Gone Bad: Reloaded,https://i.scdn.co/image/0bd0f3a2fdf032314a1a5745fae4c902bf72aa66,2007
0.712,0.647,G,-4.277,major,0.0336,0.239,0,0.0955,0.292,113.116,3Q4WeJmzxuDpzMu9QjQqbM,268120,4,G major,summer_hits_2007,https://mosaic.scdn.co/640/0bd0f3a2fdf032314a1a5745fae4c902bf72aa6616a0c3cac46da1e6b1e41e2a898f8422e6dfcdd32ec9fe10ea954e55821a7b94bdf30f1ee24721018761eba2c86ce14a714759d47b0f731743a01ffe,Big Girls Don't Cry (Personal),Fergie,The Dutchess,https://i.scdn.co/image/2ec9fe10ea954e55821a7b94bdf30f1ee2472101,2007
0.617,0.689,G,-4.988,major,0.0412,0.00556,0,0.451,0.642,145.053,5kGCh49aqeRMkEOhQ9mcrW,253e3,4,G major,summer_hits_2007,https://mosaic.scdn.co/640/0bd0f3a2fdf032314a1a5745fae4c902bf72aa6616a0c3cac46da1e6b1e41e2a898f8422e6dfcdd32ec9fe10ea954e55821a7b94bdf30f1ee24721018761eba2c86ce14a714759d47b0f731743a01ffe,Party Like A Rock Star,Shop Boyz,Party Like A Rockstar,https://i.scdn.co/image/8761eba2c86ce14a714759d47b0f731743a01ffe,2007
0.651,0.293,D,-10.575,major,0.0279,0.886,0,0.112,0.313,104.063,4RCWB3V8V0dignt99LZ8vH,232533,4,D major,summer_hits_2007,https://mosaic.scdn.co/640/0bd0f3a2fdf032314a1a5745fae4c902bf72aa6616a0c3cac46da1e6b1e41e2a898f8422e6dfcdd32ec9fe10ea954e55821a7b94bdf30f1ee24721018761eba2c86ce14a714759d47b0f731743a01ffe,Hey There Delilah,Plain White T's,All That We Needed,https://i.scdn.co/image/16a0c3cac46da1e6b1e41e2a898f8422e6dfcdd3,2007
0.734,0.808,D#,-6.448,minor,0.106,0.189,0.699,0.315,0.805,114.764,2bLqfJjuC5syrsgDsZfGmn,179120,4,D# minor,summer_hits_2007,https://mosaic.scdn.co/640/0bd0f3a2fdf032314a1a5745fae4c902bf72aa6616a0c3cac46da1e6b1e41e2a898f8422e6dfcdd32ec9fe10ea954e55821a7b94bdf30f1ee24721018761eba2c86ce14a714759d47b0f731743a01ffe,The Way I Are,Timbaland,Shock Value,https://i.scdn.co/image/ff23884c127c9d76bdd9e4e554bf6124848e89ad,2007
0.451,0.55,C#,-8.137,major,0.262,0.0108,0,0.0737,0.594,80.001,2aIdVb8v9KTpEZnftkz2mD,227960,4,C# major,summer_hits_2007,https://mosaic.scdn.co/640/0bd0f3a2fdf032314a1a5745fae4c902bf72aa6616a0c3cac46da1e6b1e41e2a898f8422e6dfcdd32ec9fe10ea954e55821a7b94bdf30f1ee24721018761eba2c86ce14a714759d47b0f731743a01ffe,Buy U a Drank (Shawty Snappin'),T-Pain,Epiphany,https://i.scdn.co/image/42a61a60d7595bf845a166b372590f5d83a0617d,2007
0.762,0.661,C#,-6.075,minor,0.0687,0.15,0,0.256,0.769,130.009,1hGy2eLcmC8eKx7qr1tOqx,225373,4,C# minor,summer_hits_2007,https://mosaic.scdn.co/640/0bd0f3a2fdf032314a1a5745fae4c902bf72aa6616a0c3cac46da1e6b1e41e2a898f8422e6dfcdd32ec9fe10ea954e55821a7b94bdf30f1ee24721018761eba2c86ce14a714759d47b0f731743a01ffe,Beautiful Girls,Sean Kingston,Beautiful Girls,https://i.scdn.co/image/5ad75057371e7ee4cf1a6dab758025bcf5df328b,2007
0.806,0.867,E,-2.425,minor,0.0357,0.00546,2.01e-4,0.0568,0.895,113.993,1lHXlGlve5Zx8tXLhyjDwM,211080,4,E minor,summer_hits_2007,https://mosaic.scdn.co/640/0bd0f3a2fdf032314a1a5745fae4c902bf72aa6616a0c3cac46da1e6b1e41e2a898f8422e6dfcdd32ec9fe10ea954e55821a7b94bdf30f1ee24721018761eba2c86ce14a714759d47b0f731743a01ffe,Makes Me Wonder,Maroon 5,It Won't Be Soon Before Long.,https://i.scdn.co/image/67f506acec8b49ca4d2cebc3812e4376f95e5eed,2007
0.675,0.394,G#,-8.539,major,0.133,0.0611,0,0.214,0.405,104.987,5kxddRG1RZaZROadk7iC4D,238800,4,G# major,summer_hits_2007,https://mosaic.scdn.co/640/0bd0f3a2fdf032314a1a5745fae4c902bf72aa6616a0c3cac46da1e6b1e41e2a898f8422e6dfcdd32ec9fe10ea954e55821a7b94bdf30f1ee24721018761eba2c86ce14a714759d47b0f731743a01ffe,Bartender,T-Pain,Epiphany,https://i.scdn.co/image/42a61a60d7595bf845a166b372590f5d83a0617d,2007
0.605,0.614,B,-6.745,major,0.0967,0.291,0,0.209,0.573,86.491,0YkJU6TjjwzsVXUPRIO0DB,253573,4,B major,summer_hits_2007,https://mosaic.scdn.co/640/0bd0f3a2fdf032314a1a5745fae4c902bf72aa6616a0c3cac46da1e6b1e41e2a898f8422e6dfcdd32ec9fe10ea954e55821a7b94bdf30f1ee24721018761eba2c86ce14a714759d47b0f731743a01ffe,Make Me Better,Fabolous,From Nothin' To Somethin' (Bonus Track Version),https://i.scdn.co/image/2690e322dda50db74e392232f0c26d95aad18777,2007
0.699,0.76,F,-3.173,major,0.0677,0.00223,0,0.132,0.696,129.996,005lwxGU1tms6HGELIcUv9,179640,4,F major,summer_hits_2008,https://mosaic.scdn.co/640/009aa1548af52b1d834648c6452f3804f086fead0bd0f3a2fdf032314a1a5745fae4c902bf72aa6675259e3cbb1b45986f4181bc488506e683f1f543e5d8f865ecd59843c61596faa632b2c63650330e,I Kissed a Girl,Katy Perry,One Of The Boys,https://i.scdn.co/image/e5d8f865ecd59843c61596faa632b2c63650330e,2008
0.705,0.469,A,-7.46,major,0.0771,0.242,0,0.104,0.552,82.009,3goSVuTt3fDYDP6kRnFwuL,229413,4,A major,summer_hits_2008,https://mosaic.scdn.co/640/009aa1548af52b1d834648c6452f3804f086fead0bd0f3a2fdf032314a1a5745fae4c902bf72aa6675259e3cbb1b45986f4181bc488506e683f1f543e5d8f865ecd59843c61596faa632b2c63650330e,Take A Bow,Rihanna,Good Girl Gone Bad: Reloaded,https://i.scdn.co/image/0bd0f3a2fdf032314a1a5745fae4c902bf72aa66,2008
0.828,0.433,C,-9.716,major,0.199,0.0656,8.76e-4,0.122,0.44,148.073,4P7VFiaZb3xrXoqGwZXC3J,299333,4,C major,summer_hits_2008,https://mosaic.scdn.co/640/009aa1548af52b1d834648c6452f3804f086fead0bd0f3a2fdf032314a1a5745fae4c902bf72aa6675259e3cbb1b45986f4181bc488506e683f1f543e5d8f865ecd59843c61596faa632b2c63650330e,Lollipop,Lil Wayne,Tha Carter III,https://i.scdn.co/image/75259e3cbb1b45986f4181bc488506e683f1f543,2008
0.485,0.619,F,-7.115,minor,0.0289,0.0941,3.31e-6,0.109,0.416,138.017,1mea3bSkSGXuIRvnydlB5b,242373,4,F minor,summer_hits_2008,https://mosaic.scdn.co/640/009aa1548af52b1d834648c6452f3804f086fead0bd0f3a2fdf032314a1a5745fae4c902bf72aa6675259e3cbb1b45986f4181bc488506e683f1f543e5d8f865ecd59843c61596faa632b2c63650330e,Viva La Vida,Coldplay,Viva La Vida Or Death And All His Friends,https://i.scdn.co/image/009aa1548af52b1d834648c6452f3804f086fead,2008
0.638,0.656,F,-5.886,major,0.0357,0.188,0,0.146,0.225,104.036,7wZUrN8oemZfsEd1CGkbXE,262467,4,F major,summer_hits_2008,https://mosaic.scdn.co/640/009aa1548af52b1d834648c6452f3804f086fead0bd0f3a2fdf032314a1a5745fae4c902bf72aa6675259e3cbb1b45986f4181bc488506e683f1f543e5d8f865ecd59843c61596faa632b2c63650330e,Bleeding Love,Leona Lewis,Spirit,https://i.scdn.co/image/14a3d43d7d3233da1d9ec2dc8b0af72cefb906cc,2008
0.672,0.819,B,-4.457,major,0.0463,0.0371,1.84e-4,0.203,0.446,120.013,7tAXHZdp9UpcYrHn7MZqfo,278036,4,B major,summer_hits_2008,https://mosaic.scdn.co/640/009aa1548af52b1d834648c6452f3804f086fead0bd0f3a2fdf032314a1a5745fae4c902bf72aa6675259e3cbb1b45986f4181bc488506e683f1f543e5d8f865ecd59843c61596faa632b2c63650330e,Forever,Chris Brown,Forever,https://i.scdn.co/image/643176da3c780cc0c936bf0dbf90d87782dd3eb5,2008
0.721,0.88,A,-3.896,minor,0.0454,0.191,0,0.0769,0.655,110.021,1uigwk5hNV84zRd5YQQRTk,202907,4,A minor,summer_hits_2008,https://mosaic.scdn.co/640/009aa1548af52b1d834648c6452f3804f086fead0bd0f3a2fdf032314a1a5745fae4c902bf72aa6675259e3cbb1b45986f4181bc488506e683f1f543e5d8f865ecd59843c61596faa632b2c63650330e,Pocketful of Sunshine,Natasha Bedingfield,Pocketful Of Sunshine,https://i.scdn.co/image/af4f57e0fe8e7297ce2d1d156108ff9cb7295ab4,2008
0.706,0.794,B,-4.321,minor,0.0568,0.11,0,0.276,0.729,124.93,2VOomzT6VavJOGBeySqaMc,238627,4,B minor,summer_hits_2008,https://mosaic.scdn.co/640/009aa1548af52b1d834648c6452f3804f086fead0bd0f3a2fdf032314a1a5745fae4c902bf72aa6675259e3cbb1b45986f4181bc488506e683f1f543e5d8f865ecd59843c61596faa632b2c63650330e,Disturbia,Rihanna,Good Girl Gone Bad: Reloaded,https://i.scdn.co/image/0bd0f3a2fdf032314a1a5745fae4c902bf72aa66,2008
0.693,0.709,A,-5.787,major,0.0608,0.0352,3.4e-6,0.0688,0.889,79.237,20ORwCJusz4KS2PbTPVNKo,216880,4,A major,summer_hits_2008,https://mosaic.scdn.co/640/009aa1548af52b1d834648c6452f3804f086fead0bd0f3a2fdf032314a1a5745fae4c902bf72aa6675259e3cbb1b45986f4181bc488506e683f1f543e5d8f865ecd59843c61596faa632b2c63650330e,Leavin',Jesse McCartney,Departure - Recharged,https://i.scdn.co/image/0fb7e15b7bb460a12adeb5c9ea0f98c9420361eb,2008
0.951,0.79,G#,-5.79,major,0.081,0.00429,0,0.0845,0.78,117.007,4NOZ35Dhucr6UlVyLOtktd,246053,4,G# major,summer_hits_2008,https://mosaic.scdn.co/640/009aa1548af52b1d834648c6452f3804f086fead0bd0f3a2fdf032314a1a5745fae4c902bf72aa6675259e3cbb1b45986f4181bc488506e683f1f543e5d8f865ecd59843c61596faa632b2c63650330e,Dangerous,Kardinal Offishall,Not 4 Sale,https://i.scdn.co/image/f7bb0855d4aa4a28c154c4dbfaa6c91cc451fd53,2008
0.741,0.748,C,-6.299,major,0.0264,0.0823,0,0.34,0.6,127.965,4vp2J1l5RD4gMZwGFLfRAu,289133,4,C major,summer_hits_2009,https://mosaic.scdn.co/640/2a2e51ede407ca482b328abb82c49fecac3c3a2e32f6c33ccf4c9da19d55e606e4430d1c93104f913cfc9a86bc891ab41af1946b344652427c4a193d460fe4532ae54cac910c69a9b46a03e17a54d025,I Gotta Feeling,The Black Eyed Peas,THE E.N.D. (THE ENERGY NEVER DIES),https://i.scdn.co/image/460fe4532ae54cac910c69a9b46a03e17a54d025,2009
0.869,0.851,A,-6.201,major,0.0827,0.15,8.73e-4,0.136,0.395,130.09,7xRNsqOQOgWbHV1nbXnfXN,251440,4,A major,summer_hits_2009,https://mosaic.scdn.co/640/2a2e51ede407ca482b328abb82c49fecac3c3a2e32f6c33ccf4c9da19d55e606e4430d1c93104f913cfc9a86bc891ab41af1946b344652427c4a193d460fe4532ae54cac910c69a9b46a03e17a54d025,Boom Boom Pow,The Black Eyed Peas,THE E.N.D. (THE ENERGY NEVER DIES),https://i.scdn.co/image/460fe4532ae54cac910c69a9b46a03e17a54d025,2009
0.593,0.883,G#,-4.781,major,0.186,0.0124,0,0.177,0.671,155.171,58FUwmyGUqkt53YPUcm7cJ,326187,4,G# major,summer_hits_2009,https://mosaic.scdn.co/640/2a2e51ede407ca482b328abb82c49fecac3c3a2e32f6c33ccf4c9da19d55e606e4430d1c93104f913cfc9a86bc891ab41af1946b344652427c4a193d460fe4532ae54cac910c69a9b46a03e17a54d025,Knock You Down,Keri Hilson,In A Perfect World...,https://i.scdn.co/image/3cfc9a86bc891ab41af1946b344652427c4a193d,2009
0.427,0.861,C#,-4.874,major,0.376,0.219,0,0.277,0.581,161.776,3fyMH1t6UPeR5croea9PrR,257760,4,C# major,summer_hits_2009,https://mosaic.scdn.co/640/2a2e51ede407ca482b328abb82c49fecac3c3a2e32f6c33ccf4c9da19d55e606e4430d1c93104f913cfc9a86bc891ab41af1946b344652427c4a193d460fe4532ae54cac910c69a9b46a03e17a54d025,Best I Ever Had,Drake,So Far Gone,https://i.scdn.co/image/2a2e51ede407ca482b328abb82c49fecac3c3a2e,2009
0.691,0.768,F#,-4.386,major,0.0387,0.263,1.59e-5,0.103,0.454,129.996,3GCL1PydwsLodcpv0Ll1ch,231133,4,F# major,summer_hits_2009,https://mosaic.scdn.co/640/2a2e51ede407ca482b328abb82c49fecac3c3a2e32f6c33ccf4c9da19d55e606e4430d1c93104f913cfc9a86bc891ab41af1946b344652427c4a193d460fe4532ae54cac910c69a9b46a03e17a54d025,You Belong With Me,Taylor Swift,Fearless,https://i.scdn.co/image/32f6c33ccf4c9da19d55e606e4430d1c93104f91,2009
0.839,0.804,C#,-2.513,major,0.0329,0.0192,0,0.331,0.888,122.973,2oENJa1T33GJ0w8dC167G4,239987,4,C# major,summer_hits_2009,https://mosaic.scdn.co/640/2a2e51ede407ca482b328abb82c49fecac3c3a2e32f6c33ccf4c9da19d55e606e4430d1c93104f913cfc9a86bc891ab41af1946b344652427c4a193d460fe4532ae54cac910c69a9b46a03e17a54d025,Fire Burning,Sean Kingston,Tomorrow,https://i.scdn.co/image/d2dbff157420b8d3520e4963a8e82481d036261f,2009
0.892,0.649,F#,-5.644,minor,0.0652,0.00587,1.3e-6,0.323,0.85,105.041,5c0Wgs68kjgViFCVDGLB2I,216333,4,F# minor,summer_hits_2009,https://mosaic.scdn.co/640/2a2e51ede407ca482b328abb82c49fecac3c3a2e32f6c33ccf4c9da19d55e606e4430d1c93104f913cfc9a86bc891ab41af1946b344652427c4a193d460fe4532ae54cac910c69a9b46a03e17a54d025,LoveGame,Lady Gaga,The Fame,https://i.scdn.co/image/a0cc32f19915fd3702e59e03d11a065d5501f494,2009
0.817,0.733,D,-6.009,major,0.145,0.0152,4.31e-5,0.107,0.833,127.056,13plQdOoWSSXPRUSZc5FuM,237120,4,D major,summer_hits_2009,https://mosaic.scdn.co/640/2a2e51ede407ca482b328abb82c49fecac3c3a2e32f6c33ccf4c9da19d55e606e4430d1c93104f913cfc9a86bc891ab41af1946b344652427c4a193d460fe4532ae54cac910c69a9b46a03e17a54d025,I Know You Want Me (Calle Ocho),Pitbull,Pitbull Starring In Rebelution,https://i.scdn.co/image/ce397e5d886ac86b34c1ef6dd75b528b8908466b,2009
0.276,0.715,C,-5.356,major,0.0432,0.00552,4.17e-4,0.201,0.173,137.028,5VGlqQANWDKJFl0MBG3sg2,230760,4,C major,summer_hits_2009,https://mosaic.scdn.co/640/2a2e51ede407ca482b328abb82c49fecac3c3a2e32f6c33ccf4c9da19d55e606e4430d1c93104f913cfc9a86bc891ab41af1946b344652427c4a193d460fe4532ae54cac910c69a9b46a03e17a54d025,Use Somebody,Kings of Leon,Only By The Night,https://i.scdn.co/image/8efb25315084d6a01748deb0af455fa154775bda,2009
0.524,0.878,F,-3.108,minor,0.0346,0.0012,0,0.098,0.59,130.989,6fvxos1qSHrIgOkKw4dhWS,199187,4,F minor,summer_hits_2009,https://mosaic.scdn.co/640/2a2e51ede407ca482b328abb82c49fecac3c3a2e32f6c33ccf4c9da19d55e606e4430d1c93104f913cfc9a86bc891ab41af1946b344652427c4a193d460fe4532ae54cac910c69a9b46a03e17a54d025,Waking Up In Vegas,Katy Perry,One Of The Boys,https://i.scdn.co/image/e5d8f865ecd59843c61596faa632b2c63650330e,2009
0.791,0.754,C,-3.729,major,0.0569,0.00446,0,0.163,0.425,125.014,6tS3XVuOyu10897O3ae7bi,234653,4,C major,summer_hits_2010,https://mosaic.scdn.co/640/33080534f9716c159af3cc491162a3e8745e6d8451a14afa5f6c046d2776d75152fb8e95958a7b7d74161ccb71f357ad590dc7ac51fc26f0ab531094855d368f5b71cf3d7429486df776cc415f5b13e1,California Gurls - feat. Snoop Dogg,Katy Perry,Katy Perry - Teenage Dream: The Complete Confection,https://i.scdn.co/image/33080534f9716c159af3cc491162a3e8745e6d84,2010
0.647,0.924,A#,-4.957,major,0.33,0.25,0,0.519,0.614,173.962,15JINEqzVMv3SvJTAXAKED,263373,4,A# major,summer_hits_2010,https://mosaic.scdn.co/640/33080534f9716c159af3cc491162a3e8745e6d8451a14afa5f6c046d2776d75152fb8e95958a7b7d74161ccb71f357ad590dc7ac51fc26f0ab531094855d368f5b71cf3d7429486df776cc415f5b13e1,Love The Way You Lie,Eminem,Recovery,https://i.scdn.co/image/855d368f5b71cf3d7429486df776cc415f5b13e1,2010
0.66,0.867,F#,-4.285,minor,0.116,0.11,0,0.0368,0.377,93.033,6lV2MSQmRIkycDScNtrBXO,180480,4,F# minor,summer_hits_2010,https://mosaic.scdn.co/640/33080534f9716c159af3cc491162a3e8745e6d8451a14afa5f6c046d2776d75152fb8e95958a7b7d74161ccb71f357ad590dc7ac51fc26f0ab531094855d368f5b71cf3d7429486df776cc415f5b13e1,Airplanes (feat. Hayley Williams of Paramore),B.o.B,B.o.B Presents: The Adventures of Bobby Ray,https://i.scdn.co/image/51a14afa5f6c046d2776d75152fb8e95958a7b7d,2010
0.781,0.745,E,-5.81,minor,0.0332,0.198,1.14e-5,0.36,0.326,129.998,1bM50INir8voAkVoKuvEUI,269493,4,E minor,summer_hits_2010,https://mosaic.scdn.co/640/33080534f9716c159af3cc491162a3e8745e6d8451a14afa5f6c046d2776d75152fb8e95958a7b7d74161ccb71f357ad590dc7ac51fc26f0ab531094855d368f5b71cf3d7429486df776cc415f5b13e1,OMG,Usher,Raymond v Raymond (Deluxe Edition),https://i.scdn.co/image/74161ccb71f357ad590dc7ac51fc26f0ab531094,2010
0.75,0.78,E,-3.155,major,0.0898,0.00622,0,0.0263,0.824,119.985,1DqdF42leyFIzqNDv9CjId,203867,4,E major,summer_hits_2010,https://mosaic.scdn.co/640/33080534f9716c159af3cc491162a3e8745e6d8451a14afa5f6c046d2776d75152fb8e95958a7b7d74161ccb71f357ad590dc7ac51fc26f0ab531094855d368f5b71cf3d7429486df776cc415f5b13e1,Dynamite,Taio Cruz,Rokstarr,https://i.scdn.co/image/1786ca5b511633d9e4ca5b6b49686a6d37b4d707,2010
0.633,0.673,F#,-6.403,minor,0.258,0.297,0,0.206,0.659,86.776,2M9ULmQwTaTGmAdXaXpfz5,211160,4,F# minor,summer_hits_2010,https://mosaic.scdn.co/640/33080534f9716c159af3cc491162a3e8745e6d8451a14afa5f6c046d2776d75152fb8e95958a7b7d74161ccb71f357ad590dc7ac51fc26f0ab531094855d368f5b71cf3d7429486df776cc415f5b13e1,Billionaire (feat. Bruno Mars),Travie McCoy,Billionaire (feat. Bruno Mars),https://i.scdn.co/image/db413f2d30f130df98a556f20fa2361bf60c75ac,2010
0.768,0.82,G,-4.63,minor,0.0475,0.179,0,0.704,0.625,129.969,2V4bv1fNWfTcyRJKmej6Sj,213293,4,G minor,summer_hits_2010,https://mosaic.scdn.co/640/33080534f9716c159af3cc491162a3e8745e6d8451a14afa5f6c046d2776d75152fb8e95958a7b7d74161ccb71f357ad590dc7ac51fc26f0ab531094855d368f5b71cf3d7429486df776cc415f5b13e1,Cooler Than Me - Single Mix,Mike Posner,31 Minutes to Takeoff,https://i.scdn.co/image/3f1214bb4e64a25d1f7ca0750d4e69433510a1f7,2010
0.659,0.935,A#,-2.739,minor,0.107,0.0253,0,0.0653,0.73,129.048,4nVyHATevhl5RC6Qmoko5H,231787,4,A# minor,summer_hits_2010,https://mosaic.scdn.co/640/33080534f9716c159af3cc491162a3e8745e6d8451a14afa5f6c046d2776d75152fb8e95958a7b7d74161ccb71f357ad590dc7ac51fc26f0ab531094855d368f5b71cf3d7429486df776cc415f5b13e1,I Like It,Enrique Iglesias,Euphoria (Standard US/Latin version),https://i.scdn.co/image/04573d8950d45df32152088d142898e412a4d9c5,2010
0.623,0.598,F#,-5.914,minor,0.167,0.0246,0,0.0324,0.822,96.081,4BycRneKmOs6MhYG9THsuX,208947,4,F# minor,summer_hits_2010,https://mosaic.scdn.co/640/33080534f9716c159af3cc491162a3e8745e6d8451a14afa5f6c046d2776d75152fb8e95958a7b7d74161ccb71f357ad590dc7ac51fc26f0ab531094855d368f5b71cf3d7429486df776cc415f5b13e1,Find Your Love,Drake,Thank Me Later,https://i.scdn.co/image/f7565507d22e18a50d8e615852c5a2f928ddb556,2010
0.851,0.95,C,-1.097,minor,0.269,0.513,0,0.222,0.679,114.661,7Ie9W94M7OjPoZVV216Xus,248133,5,C minor,summer_hits_2010,https://mosaic.scdn.co/640/33080534f9716c159af3cc491162a3e8745e6d8451a14afa5f6c046d2776d75152fb8e95958a7b7d74161ccb71f357ad590dc7ac51fc26f0ab531094855d368f5b71cf3d7429486df776cc415f5b13e1,Not Afraid,Eminem,Recovery,https://i.scdn.co/image/855d368f5b71cf3d7429486df776cc415f5b13e1,2010
0.821,0.429,F,-12.014,minor,0.0528,0.00285,0.00155,0.0755,0.176,129.994,5muxxHQQlE4tEwULYXqi1r,261839,4,F minor,summer_hits_2011,https://mosaic.scdn.co/640/020dd8974c37a536f4b6d110e0798505d8e811ef33080534f9716c159af3cc491162a3e8745e6d844dd5a511e378838ef564cc343304019b8f430bcd9892fc08a1fe38d63f7e404f2e3b86bb337da137,Party Rock Anthem (LMFAO Feat. Lauren Bennett And Goonrock),Ameritz Audio Karaoke,Karaoke - Latest Charts Vol. 3,https://i.scdn.co/image/020dd8974c37a536f4b6d110e0798505d8e811ef,2011
