County,Municipality,Location,Route,Owner,Built,Date.Inspected,SD.FO.Status,Condition,YearInspected,AgeAtInspection,Manhattan
Sullivan,Delaware Town,3.2 MI SW JEFFERSONVILLE,WINKLESTERN LANE,County,2012,6/19/14,N,6.769,2014.463,2.4630137,0
Sullivan,Fallsburg Town,AT WOODBOURNE,42  42 96021225,NYSDOT,1983,9/8/15,SD,4.915,2015.6849,32.684932,0
Sullivan,Fallsburg Town,2.4 MI NE OF WOODBOURNE,42  42 96021249,NYSDOT,1930,4/24/14,N,5.056,2014.3096,84.309589,0
Sullivan,Fallsburg Town,AT MOUNTAIN DALE,CHURCH ROAD,County,1929,8/7/14,N,5.25,2014.5973,85.59726,0
Sullivan,Fallsburg Town,JCT CR 105 & DWYER AVENUE,COUNTY ROAD 105,County,2004,10/10/14,N,6.862,2014.7726,10.772603,0
Sullivan,Fallsburg Town,IN FALLSBURG,COUNTY ROAD 53,County,2015,12/14/15,SD,7,2015.9507,0.95068493,0
Sullivan,Fallsburg Town,1.9 MILES SE OF WOODRIDGE,COUNTY ROAD 54,County,1938,8/19/15,SD,4.542,2015.6301,77.630137,0
Sullivan,Fallsburg Town,1 MILE SE OF MOUNTAINDALE,COUNTY ROAD 55,County,2006,10/8/14,N,6.707,2014.7671,8.7671233,0
Sullivan,Fallsburg Town,1.4 MI SE OF MOUNTAINDALE,COUNTY ROAD 55,County,1932,8/18/15,SD,4,2015.6274,83.627397,0
Sullivan,Fallsburg Town,.4 MI SE OF MOUNTAINDALE,COUNTY ROAD 55,County,1932,8/18/15,N,4.322,2015.6274,83.627397,0
Sullivan,Fallsburg Town,1.8 MI NW OF GLEN WILD,GREY ROAD,County,2010,9/15/14,N,7,2014.7041,4.7041096,0
Sullivan,Fallsburg Town,2.7 MI SOUTH OF NEVERSINK,HASBROUCK A ROAD,County,1991,7/21/15,N,5.451,2015.5507,24.550685,0
Sullivan,Fallsburg Town,2.3 MI NW OF WOODBOURNE,HASBROUCK ROAD,County,1938,8/28/15,N,4.63,2015.6548,77.654795,0
Sullivan,Fallsburg Town,1.5 MI W OF HURLEYVILLE,KRUM ROAD,County,1955,7/28/14,N,4.625,2014.5699,59.569863,0
Sullivan,Fallsburg Town,1.2 MI W OF HURLEYVILLE,KRUM ROAD,County,2001,4/9/15,N,6.439,2015.2685,14.268493,0
Sullivan,Fallsburg Town,0.7 MI N OF HURLEYVILLE,LOCH SHELDRAKE RD,County,1976,8/19/15,FO,6.317,2015.6301,39.630137,0
Sullivan,Fallsburg Town,0.2 MI S OF HURLEYVILLE,LOCH SHELDRAKE RD,County,1994,7/28/14,N,5.914,2014.5699,20.569863,0
Sullivan,Fallsburg Town,.8 MI SE OF MOUNTAINDALE,MOUNTAINDALE ROAD,County,2004,9/17/14,N,6.657,2014.7096,10.709589,0
Sullivan,Fallsburg Town,0.7 MI SE OF MOUNTAINDALE,MOUNTAINDALE ROAD,County,1932,5/5/15,N,4.458,2015.3397,83.339726,0
Sullivan,Fallsburg Town,CTR OF MOUNTAINDALE,MOUNTAINDALE ROAD,County,1996,7/28/14,N,6.694,2014.5699,18.569863,0
Sullivan,Fallsburg Town,1.5 MI SE OF WOODRIDGE,MOUNTAINDALE ROAD,County,1926,6/24/15,SD,4.358,2015.4767,89.476712,0
Sullivan,Fallsburg Town,AT SOUTH FALLSBURG,PLEASANT VLLEY RD,Town,1999,3/23/15,N,5.567,2015.2219,16.221918,0
Sullivan,Fallsburg Town,.2 MILE S OF WOODBOURNE,RIVERSIDE DRIVE,County,1930,7/27/15,FO,4.122,2015.5671,85.567123,0
Sullivan,Fallsburg Town,.8 MILE SE OF WOODRIDGE,SILVER LAKE ROAD,County,1950,9/21/15,FO,3.868,2015.7205,65.720548,0
Sullivan,Forestburgh Town,7.0 MI S JCT RTS 42 & 17,42  42 96021067,NYSDOT,1985,7/2/15,N,5.146,2015.4986,30.49863,0
Sullivan,Forestburgh Town,IN OAKLAND VALLEY,BURNS ROAD,County,2008,5/14/14,N,6.636,2014.3644,6.3643836,0
Sullivan,Forestburgh Town,2.3 MI N OF HARTWOOD,BUSH KILL ROAD,County,2004,5/14/14,N,6.852,2014.3644,10.364384,0
Sullivan,Forestburgh Town,.8 MI NW OF FORESTBURG,COUNTY ROAD 43,County,1930,5/29/14,N,4.61,2014.4055,84.405479,0
Sullivan,Forestburgh Town,IN OAKLAND VALLEY,CR 49,County,1961,8/13/15,N,4.266,2015.6137,54.613699,0
Sullivan,Forestburgh Town,.5 MI NW OF OAKLND VALLEY,GALLIGAN ROAD,County,1969,4/30/15,N,5.339,2015.326,46.326027,0
Sullivan,Forestburgh Town,AT HARTWOOD,HARTWOOD ROAD,County,1963,4/9/15,N,5.409,2015.2685,52.268493,0
Sullivan,Forestburgh Town,0.4 MI W OF FORESTBURG,MILL ROAD,County,1950,9/3/14,N,7,2014.6712,64.671233,0
Sullivan,Forestburgh Town,0.5 MI W OF FORESTBURG,PLANK ROAD,County,1999,8/27/15,N,6.854,2015.6521,16.652055,0
Sullivan,Forestburgh Town,1.1 MI SW OF FORESTBURG,PLANK ROAD-SECT A,County,1934,4/30/15,FO,4.902,2015.326,81.326027,0
Sullivan,Forestburgh Town,3 MI NW OF FORESTBURG,SACKETT LAKE ROAD,County,1964,4/8/15,N,5.483,2015.2658,51.265753,0
Sullivan,Forestburgh Town,2.7 MI NW OF FORESTBURG,SACKETT LAKE ROAD,County,1964,4/8/15,N,6.028,2015.2658,51.265753,0
Sullivan,Fremont Town,50 MI NW JCT RTS 97 + 17B,97  97 96021450,NYSDOT,1937,4/28/14,N,5.095,2014.3205,77.320548,0
Sullivan,Fremont Town,7.3MI N.INTERS RTS 97&17B,97  97 96021475,NYSDOT,1989,7/22/15,N,4.423,2015.5534,26.553425,0
Sullivan,Fremont Town,IN LONG EDDY,97  97 96021489,NYSDOT,1938,4/29/14,SD,4.813,2014.3233,76.323288,0
Sullivan,Fremont Town,IN LONG EDDY,ACID FACTORY ROAD,County,1959,7/11/14,FO,6.103,2014.5233,55.523288,0
Sullivan,Fremont Town,2.4 MI E OF LONG EDDY,BASKET ROAD,County,1974,11/6/15,FO,5.14,2015.8466,41.846575,0
Sullivan,Fremont Town,0.7 MI N FREMONT CENTER,FRIEDENSTEIN ROAD,County,1976,5/20/15,N,4.667,2015.3808,39.380822,0
Sullivan,Fremont Town,1.1 MI NE OF HANKINS,HANKINS ROAD,County,1991,7/24/14,N,5.629,2014.5589,23.558904,0
Sullivan,Fremont Town,IN FREMONT CENTER,HANKINS ROAD,County,1998,7/11/14,N,5.931,2014.5233,16.523288,0
Sullivan,Fremont Town,HANKINS NY - STALKER PA,KELLAM-STALKER RD,NYSDOT,1936,10/22/15,SD,3.903,2015.8055,79.805479,0
Sullivan,Fremont Town,2.5 MI NORTH OF MILESES,MORRIS TURK ROAD,County,1988,11/6/15,N,5.344,2015.8466,27.846575,0
Sullivan,Fremont Town,0.8 MI E OF MILSES,NEWMAN HILL ROAD,County,1965,4/15/15,FO,4.684,2015.2849,50.284932,0
Sullivan,Fremont Town,2.5 MI SE FREMONT CENTER,PETERS ROAD,County,1928,5/20/15,SD,4.203,2015.3808,87.380822,0
Sullivan,Fremont Town,AT MILESIS,SIPPLE ROAD,County,1996,7/11/14,N,6.316,2014.5233,18.523288,0
Sullivan,Highland Town,JCT SH 97 & SH 55,97  97 96021121,NYSDOT,1931,4/17/14,SD,4.449,2014.2904,83.290411,0
Sullivan,Highland Town,2.2 MI W JCT SH 97 & SH 5,97  97 96021143,NYSDOT,1934,4/17/14,N,4.605,2014.2904,80.290411,0
Sullivan,Highland Town,.5 MILE N OF BARRYVILLE,55  55 96011007,County,1958,8/17/15,N,4.244,2015.6247,57.624658,0
Sullivan,Highland Town,.3 MILE SOUTH OF ELDRED,55  55 96011038,County,2001,8/27/15,N,6.552,2015.6521,14.652055,0
Sullivan,Highland Town,AT BARRYVILLE,AUSTIN ROAD,County,1908,7/10/14,N,6.305,2014.5205,106.52055,0
Sullivan,Highland Town,0.5 MI W OF YULAN,BEAVER BROOK ROAD,County,1942,7/17/14,N,4.424,2014.5397,72.539726,0
Sullivan,Highland Town,1.4 MI N OF BARRYVILLE,BROOK ROAD,County,2007,10/6/15,N,6.436,2015.7616,8.7616438,0
Sullivan,Highland Town,1.5 MI S.E. OF ELDRED,CR 32  PROCTOR RD,County,1994,8/7/14,N,6.182,2014.5973,20.59726,0
Sullivan,Highland Town,1.3 MI S OF ELDRED,Highland Transfer,County,1989,7/10/14,N,4.898,2014.5205,25.520548,0
Sullivan,Highland Town,.1 MI N OF BARRYVILLE,OLD BROOK ROAD,County,1930,4/17/15,N,5.035,2015.2904,85.290411,0
Sullivan,Highland Town,AT ELDRED,PROCTOR ROAD,County,1955,6/18/15,N,4.683,2015.4603,60.460274,0
Sullivan,Highland Town,1.3 MI SW OF YULAN,SCHUMACHER POND R,County,1956,7/2/15,N,5.316,2015.4986,59.49863,0
Sullivan,Highland Town,.8 MILE NE OF ELDRED,STEGE ROAD,County,1930,8/17/15,FO,4.737,2015.6247,85.624658,0
Sullivan,Highland Town,.6 MI WEST OF YULAN,WOODS ROAD,County,1930,8/5/15,SD,4.885,2015.5918,85.591781,0
Sullivan,Jeffersonville Villa,AT JEFFERSONVILLE,52  52 96011177,NYSDOT,1938,7/11/14,N,4.556,2014.5233,76.523288,0
Sullivan,Jeffersonville Villa,AT JEFFERSONVILLE,JEFF STREET,County,1969,6/30/15,FO,4.507,2015.4932,46.493151,0
Sullivan,Jeffersonville Villa,AT JEFFERSONVILLE,MAPLE STREET,County,1931,9/16/15,SD,3.729,2015.7068,84.706849,0
Sullivan,Liberty Town,07 MI S JCT RTS 17 + 52,17  17 96091185,NYSDOT,1956,5/6/15,SD,4.558,2015.3425,59.342466,0
Sullivan,Liberty Town,09 MI S JCT RTS 17 + 52,17  17 96091188,NYSDOT,1960,5/21/15,N,4.967,2015.3836,55.383562,0
Sullivan,Liberty Town,.75 MI W OF WHTE SUL SPGS,52  52 96011234,NYSDOT,1953,6/2/15,N,5.486,2015.4164,62.416438,0
Sullivan,Liberty Town,73 MI W JCT RTS 52 + 17,52  52 96011235,NYSDOT,1953,6/2/15,N,5.543,2015.4164,62.416438,0
Sullivan,Liberty Town,56 MI W JCT RTS 52 + 17,52  52 96011252,NYSDOT,1953,7/15/15,N,4.917,2015.5342,62.534247,0
Sullivan,Liberty Town,JCT SH 52 & SH 17,52  52 96011310,NYSDOT,1956,11/24/14,FO,5.344,2014.8959,58.89589,0
Sullivan,Liberty Town,1.0 MI E JCT RTS 17 & 52,52  52 96011321,NYSDOT,1998,7/11/14,N,6.4,2014.5233,16.523288,0
Sullivan,Liberty Town,1.5MI SE JCT RTS 52 + 17,52  52 96011325,NYSDOT,1995,4/28/15,N,5.571,2015.3205,20.320548,0
Sullivan,Liberty Town,1.6 MI SE JCT SH17 & SH52,52  52 96011326,NYSDOT,1995,4/28/15,N,5.016,2015.3205,20.320548,0
Sullivan,Liberty Town,Jct Rts 17 & 55,17  17 96091168,NYSDOT,2012,7/20/15,N,7,2015.5479,3.5479452,0
Sullivan,Liberty Town,jct Rts 17 & 55,17  17 96091168,NYSDOT,2012,7/20/15,N,6.937,2015.5479,3.5479452,0
Sullivan,Liberty Town,Parksville,17 17 96091111,NYSDOT,2011,7/21/15,N,6.831,2015.5507,4.5506849,0
Sullivan,Liberty Town,Parksville,17 17 96091111,NYSDOT,2011,7/20/15,N,6.6,2015.5479,4.5479452,0
Sullivan,Liberty Town,4.5 mi NW of Liberty,17 17 96091120,NYSDOT,2011,11/5/15,N,6.611,2015.8438,4.8438356,0
Sullivan,Liberty Town,Parksville,17 17 96091120,NYSDOT,2011,11/5/15,N,6.889,2015.8438,4.8438356,0
Sullivan,Liberty Town,Parksville,17 17 96091121,NYSDOT,2011,7/20/15,N,6.944,2015.5479,4.5479452,0
Sullivan,Liberty Town,Parksville,17 17 96091121,NYSDOT,2011,7/21/15,N,6.775,2015.5507,4.5506849,0
Sullivan,Liberty Town,4 mi NW of Liberty,17 17 96091126,NYSDOT,2011,7/21/15,N,6.661,2015.5507,4.5506849,0
Sullivan,Liberty Town,4 mi NW of Liberty,17 17 96091130,NYSDOT,2011,7/21/15,N,6.898,2015.5507,4.5506849,0
Sullivan,Liberty Town,Parksville,17 17 96091131,NYSDOT,2011,7/21/15,N,6.864,2015.5507,4.5506849,0
Sullivan,Liberty Town,.2 miles West Rt 17,17 17 96091131,NYSDOT,2011,7/20/15,N,6.606,2015.5479,4.5479452,0
Sullivan,Liberty Town,Parksville,17 9609 1130,NYSDOT,2011,7/20/15,N,7,2015.5479,4.5479452,0
Sullivan,Liberty Town,Parksville,17 96091126,NYSDOT,2011,7/20/15,N,6.576,2015.5479,4.5479452,0
Sullivan,Liberty Town,1.6 MILES W OF PARKSVILLE,BENTON HOLLOW RD,County,1952,8/10/15,N,3.962,2015.6055,63.605479,0
Sullivan,Liberty Town,1.9 MILES W OF PARKSVILLE,BENTON HOLLOW RD,County,1958,8/10/15,N,4.231,2015.6055,57.605479,0
Sullivan,Liberty Town,1.6 MI W OF PARKSVILLE,BENTON HOLLOW RD,County,1994,7/31/14,N,5.771,2014.5781,20.578082,0
Sullivan,Liberty Town,1.8 MI N OF HARRIS,BIG WOODS ROAD,County,1948,8/11/15,N,5.308,2015.6082,67.608219,0
Sullivan,Liberty Town,.6 MILE EAST OF LIBERTY,COLD SPRING ROAD,County,2005,10/6/15,N,6.756,2015.7616,10.761644,0
Sullivan,Liberty Town,.5 MI N JCT SH 17 & SH 55,COLD SPRINGS ROAD,NYSDOT,2008,8/18/14,N,6.522,2014.6274,6.6273973,0
Sullivan,Liberty Town,0.5 NE OF PARKSVILLE,COOLEY ROAD,County,1996,7/30/14,N,6.561,2014.5753,18.575342,0
Sullivan,Liberty Town,JCT CR 142 & SH 55,COUNTY ROAD 142,County,1959,10/12/15,N,4.796,2015.7781,56.778082,0
Sullivan,Liberty Town,2.1 MILES SW OF LIV MANOR,COUNTY ROAD 149,County,1954,10/26/15,N,4.3,2015.8164,61.816438,0
Sullivan,Liberty Town,.5 MILE NE OF LIBERTY,COUNTY ROAD 16,County,1949,10/29/15,FO,4.881,2015.8247,66.824658,0
Sullivan,Liberty Town,.5 MILE SE OF PARKSVILLE,COUNTY ROAD 176,County,1950,6/17/15,N,6.016,2015.4575,65.457534,0
Sullivan,Liberty Town,IN FERNDALE,COUNTY ROAD 71,County,1964,10/1/15,N,4.8,2015.7479,51.747945,0
Sullivan,Liberty Town,0.1 MI W PARKSVILLE EX 98,CR 176 - Liberty Highway,County,1950,10/8/14,N,6.19,2014.7671,64.767123,0
Sullivan,Liberty Town,1.1 M W OF PARKSVILLE EX,CR 176 - Liberty Highway,County,1950,10/8/14,N,5.841,2014.7671,64.767123,0
Sullivan,Liberty Town,1.4 MI W EXIT 98 OF SH 17,CR 176 -Liberty Highway,County,1950,10/8/14,N,6.048,2014.7671,64.767123,0
Sullivan,Liberty Town,2.2 MI SE OF FERNDALE,DENMAN ROAD,County,1952,7/20/15,SD,4.019,2015.5479,63.547945,0
Sullivan,Liberty Town,2.1 MILES NE OF HARRIS,EAST MONGAUP ROAD,County,2005,8/26/15,N,6.487,2015.6493,10.649315,0
Sullivan,Liberty Town,02 MI S JCT RTS 17 + 52,EXIT RAMP,NYSDOT,1956,8/26/15,N,5.952,2015.6493,59.649315,0
Sullivan,Liberty Town,2.5 MI SE OF FERNDALE,HERNER ROAD,County,1947,7/20/15,N,4.808,2015.5479,68.547945,0
Sullivan,Liberty Town,0.6 MI E OF YOUNGSVILLE,Hull Rd,County,1925,8/13/14,N,4.976,2014.6137,89.613699,0
Sullivan,Liberty Town,ACROSS SWAN LAKE,KELLY BRIDGE ROAD,County,1955,9/2/14,FO,7,2014.6685,59.668493,0
Sullivan,Liberty Town,.2 MILE N OF PARKSVILLE,LILY POND ROAD,County,1939,10/16/13,FO,4.133,2013.789,74.789041,0
Sullivan,Liberty Town,IN PARKSVILLE,MAIN STREET,County,1912,7/30/14,N,5.195,2014.5753,102.57534,0
Sullivan,Liberty Town,IN PARKSVILLE,MAIN STREET,County,1976,10/15/15,N,5.806,2015.7863,39.786301,0
Sullivan,Liberty Town,31 MI S JCT RTS 17 + 52,QUEEN MOUNTAIN RD,NYSDOT,1960,4/30/15,N,4.875,2015.326,55.326027,0
Sullivan,Liberty Town,01 MI N JCT RTS 17 + 52,RAMP 52 96067E01,NYSDOT,1956,7/6/15,N,5.407,2015.5096,59.509589,0
Sullivan,Liberty Town,2.2 MILES SW OF FERNDALE,STANTON CORNRS RD,County,1935,9/16/15,N,6.026,2015.7068,80.706849,0
Sullivan,Liberty Town,1.4 MI SE WHITE SULFR SPR,TOWNSEND ROAD,County,1977,6/18/15,FO,4.1,2015.4603,38.460274,0
Sullivan,Liberty Town,0.9 MI E OF YOUNGSVILLE,TREMPER ROAD,County,2014,11/19/14,N,7,2014.8822,0.88219178,0
Sullivan,Liberty Town,1.5 MI S EXIT 101 OF SH17,TWIN BRIDGE ROAD,NYSDOT,1960,4/29/15,N,4.319,2015.3233,55.323288,0
Sullivan,Liberty Town,.9 MI N JCT SH 17 & SH 55,WHITE BRIDGE INT,NYSDOT,2008,8/18/14,N,6.642,2014.6274,6.6273973,0
Sullivan,Liberty Village,0.4 MI S JCT RTS 17 & 55,17  17 96091172,NYSDOT,1956,4/28/14,N,5.543,2014.3205,58.320548,0
Sullivan,Liberty Village,0.4 MI S JCT RTS 17 & 55,17  17 96091172,NYSDOT,1956,4/28/14,N,5.413,2014.3205,58.320548,0
Sullivan,Liberty Village,Cooley Rd Ext/Lit. Coddin,Cooley Rd Ext,NYSDOT,2011,10/8/14,N,6.852,2014.7671,3.7671233,0
Sullivan,Liberty Village,IN LIBERTY,OBERFEST STREET,County,1930,10/9/13,SD,4.086,2013.7699,83.769863,0
Sullivan,Lumberland Town,7.4 MI SE JCT SH 97 & SH,97  97 96021046,NYSDOT,1938,4/17/14,N,4.867,2014.2904,76.290411,0
Sullivan,Lumberland Town,AT POND EDDY,BERME CHURCH ROAD,County,2001,8/17/15,FO,6.017,2015.6247,14.624658,0
Sullivan,Lumberland Town,1.5 MILES NW OF GLEN SPEY,COUNTY ROAD 32,County,1992,8/17/15,N,6.111,2015.6247,23.624658,0
Sullivan,Lumberland Town,2.2 MI W OF FORESTBURG,COUNTY ROAD 43,County,1964,8/13/15,N,5.972,2015.6137,51.613699,0
Sullivan,Mamakating Town,.8 MI SE JCT SH17 & US209,17  17 96091420,NYSDOT,1955,3/31/15,N,5.621,2015.2438,60.243836,0
Sullivan,Mamakating Town,10 MI E JCT RTS 17 + 209,17  17 96091421,NYSDOT,1955,3/31/15,N,4.73,2015.2438,60.243836,0
Sullivan,Mamakating Town,11 MI E JCT RTS 17 + 209,17  17 96091422,NYSDOT,1956,3/31/15,FO,5,2015.2438,59.243836,0
Sullivan,Mamakating Town,4 MI W JCT RTE 17 AND 209,17  17 96091459,NYSDOT,1958,7/28/15,N,4.714,2015.5699,57.569863,0
Sullivan,Mamakating Town,0.2 MI NE ORANGE CL,209 209 96021001,NYSDOT,1928,6/16/15,SD,4.519,2015.4548,87.454795,0
Sullivan,Mamakating Town,JCT SH 17 & US 209,209 209 96021055,NYSDOT,2005,8/26/15,N,6.264,2015.6493,10.649315,0
Sullivan,Mamakating Town,30 MI NE JCT RTS 209 + 17,209 209 96021086,NYSDOT,1956,11/5/15,N,6.629,2015.8438,59.843836,0
Sullivan,Mamakating Town,0.7 MI SW OF BURLINGHAM,BURLINGHAM ROAD,County,2007,3/31/15,N,6.75,2015.2438,8.2438356,0
Sullivan,Mamakating Town,0.2 MI SE OF WURTSBORO,COUNTY ROAD 171,County,2003,8/18/15,N,6.208,2015.6274,12.627397,0
Sullivan,Mamakating Town,23 MI NW JCT RTS 17 + 209,CR 166A,NYSDOT,1955,9/22/14,FO,4.313,2014.7233,59.723288,0
Sullivan,Mamakating Town,29 MI E JCT RTS 17 + 209,CR 171,NYSDOT,1958,8/25/15,N,4.813,2015.6466,57.646575,0
Sullivan,Mamakating Town,EXIT 115 OF S.H. 17,CR 61,NYSDOT,1958,8/25/15,SD,4.5,2015.6466,57.646575,0
Sullivan,Mamakating Town,1.3 MI NW WESTBROOKVILLE,DAVID RHODES ROAD,County,1967,4/25/13,N,4.441,2013.3123,46.312329,0
Sullivan,Mamakating Town,AT PHILLIPSPORT,DEPOT ROAD,County,1955,6/24/15,SD,3.327,2015.4767,60.476712,0
Sullivan,Mamakating Town,2.1 MI N OF WURTSBORO,GUMAER FALLS ROAD,County,1950,5/11/15,N,3.981,2015.3562,65.356164,0
Sullivan,Mamakating Town,0.4 SE OF HAVEN,HAVEN ROAD,County,1953,6/5/15,SD,3.981,2015.4247,62.424658,0
Sullivan,Mamakating Town,3.2 MI NW WESTBROOKVILLE,KNOB HILL ROAD,County,1966,3/30/15,N,6.408,2015.2411,49.241096,0
Sullivan,Mamakating Town,1.2 MI NE OF WURTSBORO,MCDONALD ROAD,County,1932,3/26/15,N,6,2015.2301,83.230137,0
Sullivan,Mamakating Town,5 MI SE OF MOUNTAINDALE,MOUNTAINDALE ROAD,County,2010,11/19/14,N,6.951,2014.8822,4.8821918,0
Sullivan,Mamakating Town,2.1 MI SE OF MOUNTAINDALE,MOUNTAINDALE ROAD,County,1932,3/30/15,SD,3.833,2015.2411,83.241096,0
Sullivan,Mamakating Town,2.3 MI NW WESTBROOKVILLE,PINE KILL ROAD,County,1998,5/12/14,N,6.667,2014.3589,16.358904,0
Sullivan,Mamakating Town,1.7 MI NW WESTBROOKVILLE,PINE KILL ROAD,County,1950,5/7/15,FO,4.846,2015.3452,65.345205,0
Sullivan,Mamakating Town,2.6 MI NW WESTBROOKVILLE,PINE KILL ROAD,County,1998,5/12/14,N,6.872,2014.3589,16.358904,0
Sullivan,Mamakating Town,4.1 MI SE MOUNTAINDALE,RED HILL ROAD,County,1998,6/3/14,FO,6.176,2014.4192,16.419178,0
Sullivan,Mamakating Town,0.2 MI S OF WURTSBORO,SOUTH ROAD,County,1992,7/6/15,FO,4.382,2015.5096,23.509589,0
Sullivan,Mamakating Town,0.5 MI W OF SPRING GLEN,TEMPALONI ROAD,County,1950,9/3/15,SD,4.448,2015.6712,65.671233,0
Sullivan,Mamakating Town,1 MI N OF SUMMITVILLE,TOWN ROAD 70,County,2001,8/18/15,N,6.56,2015.6274,14.627397,0
Sullivan,Mamakating Town,1.9 MI N OF BURLINGHAM,WALKER VALLEY RD,County,2000,5/29/14,N,6.8,2014.4055,14.405479,0
Sullivan,Mamakating Town,TH62 OVER WILLSEY CREEK,WILLSEY VALLEY RD,County,1990,3/26/15,FO,5.07,2015.2301,25.230137,0
Sullivan,Mamakating Town,0.8 MI NW OF WURTSBORO,WURTSBORO MT ROAD,County,2003,3/26/15,N,6.422,2015.2301,12.230137,0
Sullivan,Mamakating Town,1.3 MI NW WESTBROOKVILLE,YANKEE LAKE ROAD,County,1957,4/17/15,N,4.867,2015.2904,58.290411,0
Sullivan,Monticello Village,.5 MI SE JCT SH 17 & SH 1,LIBERTY STREET,NYSDOT,1957,5/7/15,SD,4.109,2015.3452,58.345205,0
Sullivan,Monticello Village,05 MI SE JCT RTS 17 + 42,THOMPSONVILLE RD,NYSDOT,1957,6/9/14,FO,4.203,2014.4356,57.435616,0
Sullivan,Neversink Town,.6 MI NW OF GRAHAMSVILLE,42  42 96021315,NYSDOT,1931,5/21/15,N,4.971,2015.3836,84.383562,0
Sullivan,Neversink Town,1.8 MI NW OF GRAHAMSVILLE,42  42 96021327,NYSDOT,1931,5/21/15,N,4.771,2015.3836,84.383562,0
Sullivan,Neversink Town,2.2 MI NW OF GRAHAMSVILLE,42  42 96021331,NYSDOT,1931,5/21/15,N,4.771,2015.3836,84.383562,0
Sullivan,Neversink Town,AT GRAHAMSVILLE,42  42_96021307,NYSDOT,1998,5/19/14,N,6.304,2014.3781,16.378082,0
Sullivan,Neversink Town,JCT RTE 55 + NEVERSINK R,55  55 96011335,"NYC Dept of Water Supply, Gas and Electric",1953,11/10/15,N,4.556,2015.8575,62.857534,0
Sullivan,Neversink Town,01 MI E JCT RTS 55A + 55,55  55 96011408,"NYC Dept of Water Supply, Gas and Electric",2010,10/8/14,N,6.206,2014.7671,4.7671233,0
Sullivan,Neversink Town,NEAR JCT SH 55A & CR 153,55A 55A96011021,"NYC Dept of Water Supply, Gas and Electric",1939,8/26/15,SD,4,2015.6493,76.649315,0
Sullivan,Neversink Town,2.1 MI NORTH OF BRADLEY,ADEN HILL ROAD,County,1970,5/14/15,N,4.632,2015.3644,45.364384,0
Sullivan,Neversink Town,2 MI.NE FROM INT.55A & 55,BOARD OF WATER SU,"NYC Dept of Water Supply, Gas and Electric",1939,8/4/14,N,4.034,2014.589,75.589041,0
Sullivan,Neversink Town,.5 MI S OF NEVERSINK RESV,Bws ROAD,County,1952,7/15/15,N,3.514,2015.5342,63.534247,0
Sullivan,Neversink Town,0.9 MI E OF CURRY,CLARK ROAD,County,1995,10/8/15,FO,5.5,2015.7671,20.767123,0
Sullivan,Neversink Town,0.7 MI S OF CLARYVILLE,CLARYVILLE ROAD,County,1939,7/30/14,N,4.829,2014.5753,75.575342,0
Sullivan,Neversink Town,1.9 MI S OF CLARYVILLE,CLARYVILLE ROAD,County,1939,7/29/14,N,4.943,2014.5726,75.572603,0
Sullivan,Neversink Town,0.1 MI WEST OF SH 55,DAVIS LANE,County,1953,5/21/15,N,5.4,2015.3836,62.383562,0
Sullivan,Neversink Town,1.2 MI E OF LOWES CORNERS,EAST MOUNTAIN RD,County,1968,10/30/13,SD,4.535,2013.8274,45.827397,0
Sullivan,Neversink Town,1.3 MI E OF LOWES CORNERS,EAST MOUNTAIN RD,County,1956,7/29/14,N,5,2014.5726,58.572603,0
Sullivan,Neversink Town,2.9 MI NE OF WILLOWEMOC,FLUGERTOWN ROAD,County,1970,8/12/15,SD,4.509,2015.611,45.610959,0
Sullivan,Neversink Town,1.9 MI NE OF WILLOWEMOC,FLUGERTOWN ROAD,County,1950,8/10/15,N,4.827,2015.6055,65.605479,0
Sullivan,Neversink Town,1.5 MI N OF LOWES CORNERS,FRIENDS NAT CP RD,County,1970,6/17/15,N,4.907,2015.4575,45.457534,0
Sullivan,Neversink Town,AT CLARYVILLE,FROST VALLEY ROAD,County,2008,8/4/14,N,6.915,2014.589,6.5890411,0
Sullivan,Neversink Town,1.4 MI W OF GRAHAMSVILLE,HILLTOP ROAD,County,1967,5/21/15,N,5.308,2015.3836,48.383562,0
Sullivan,Neversink Town,2 MI SOUTH OF CLARYVILLE,HUNTER ROAD,County,1988,10/5/15,N,6.179,2015.7589,27.758904,0
Sullivan,Neversink Town,2.5 MI N OF CURRY,HUNTER ROAD,County,1962,7/15/15,N,3.909,2015.5342,53.534247,0
Sullivan,Neversink Town,2.5 MI W OF GRAHAMSVILLE,KELLY ROAD,County,1979,6/20/14,N,5.207,2014.4658,35.465753,0
Sullivan,Neversink Town,1.3 MILES W GRAHAMSVILLE,NEVERSINK PARK RD,Town,1976,5/21/15,FO,4.933,2015.3836,39.383562,0
Sullivan,Neversink Town,1.0 MI EAST OF CURRY,PEPACTON HOLLW RD,County,1999,9/30/15,N,6.897,2015.7452,16.745205,0
Sullivan,Neversink Town,1.2 MILES E OF WILLOWEMOC,POLE ROAD,County,1986,9/30/15,N,5.837,2015.7452,29.745205,0
Sullivan,Neversink Town,AT GRAHAMSVILLE,RIVER ROAD,County,1996,7/29/14,N,6.246,2014.5726,18.572603,0
Sullivan,Neversink Town,0.6 MI S OF GRAHAMSVILLE,SOUTH HILL ROAD,County,1947,5/14/15,FO,4.759,2015.3644,68.364384,0
