age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,subscribed
34,housemaid,married,secondary,no,1969,no,no,cellular,7,aug,252,4,-1,0,unknown,no
54,blue-collar,married,primary,no,1659,no,no,cellular,12,aug,50,5,-1,0,unknown,no
32,management,married,tertiary,no,26,no,no,cellular,22,aug,222,6,-1,0,unknown,no
30,services,single,secondary,no,442,yes,no,unknown,16,may,283,3,-1,0,unknown,no
32,management,married,tertiary,no,2458,yes,no,cellular,4,may,77,2,-1,0,unknown,no
57,services,married,secondary,no,2658,yes,no,cellular,21,nov,107,1,190,1,failure,no
44,blue-collar,divorced,secondary,no,272,yes,no,cellular,14,jul,51,2,-1,0,unknown,no
28,management,single,tertiary,no,6817,yes,no,cellular,4,feb,154,4,-1,0,unknown,no
44,blue-collar,married,primary,no,-544,yes,yes,unknown,26,may,181,3,-1,0,unknown,no
40,admin.,married,secondary,no,153,yes,no,unknown,14,may,159,2,-1,0,unknown,no
60,retired,married,unknown,no,878,no,no,cellular,13,aug,106,2,-1,0,unknown,no
46,admin.,married,secondary,no,1264,no,no,telephone,28,jan,100,2,-1,0,unknown,no
48,entrepreneur,married,tertiary,no,981,yes,no,unknown,15,may,995,2,-1,0,unknown,no
41,blue-collar,married,primary,no,381,no,no,unknown,25,jun,305,4,-1,0,unknown,no
37,services,married,secondary,no,1785,yes,no,unknown,26,may,912,4,-1,0,unknown,no
37,management,married,tertiary,no,1689,yes,no,unknown,29,may,645,2,-1,0,unknown,no
65,retired,married,tertiary,no,1973,no,no,telephone,2,feb,121,1,287,3,success,no
34,management,married,tertiary,no,224,no,no,cellular,25,aug,108,5,-1,0,unknown,no
41,blue-collar,married,secondary,no,598,yes,no,cellular,12,may,69,3,364,11,failure,no
54,management,married,tertiary,no,313,yes,no,unknown,5,may,83,2,-1,0,unknown,no
51,blue-collar,married,secondary,no,-286,yes,no,unknown,9,may,70,1,-1,0,unknown,no
50,blue-collar,single,primary,no,1743,yes,no,unknown,6,jun,49,5,-1,0,unknown,no
41,blue-collar,married,secondary,no,946,yes,no,unknown,6,may,325,1,-1,0,unknown,no
30,technician,single,secondary,no,-754,yes,yes,unknown,26,may,974,1,-1,0,unknown,no
47,blue-collar,married,primary,no,556,yes,no,cellular,4,feb,147,2,264,4,other,no
36,management,divorced,tertiary,no,59,no,no,cellular,13,aug,526,2,-1,0,unknown,yes
36,management,married,primary,no,5427,no,no,unknown,12,jun,398,1,-1,0,unknown,no
30,technician,married,secondary,no,66,no,yes,cellular,5,aug,239,1,-1,0,unknown,no
36,management,single,tertiary,no,124,yes,no,telephone,24,jul,308,4,-1,0,unknown,no
56,admin.,married,secondary,no,353,yes,no,unknown,5,may,106,2,-1,0,unknown,no
42,admin.,married,secondary,no,0,yes,yes,cellular,20,apr,58,4,-1,0,unknown,no
31,admin.,married,secondary,no,337,no,no,unknown,12,may,51,1,-1,0,unknown,no
54,entrepreneur,married,tertiary,no,1063,yes,no,telephone,8,apr,690,7,-1,0,unknown,no
32,technician,married,secondary,no,169,yes,no,cellular,12,may,85,4,350,1,failure,no
51,management,married,primary,no,192,no,no,unknown,18,jun,129,3,-1,0,unknown,no
50,services,divorced,secondary,no,145,yes,no,unknown,8,may,170,1,-1,0,unknown,no
31,blue-collar,married,primary,no,-464,yes,yes,unknown,12,may,256,4,-1,0,unknown,no
33,entrepreneur,single,tertiary,no,138,no,no,cellular,4,feb,141,2,-1,0,unknown,no
33,management,single,tertiary,no,373,no,yes,cellular,28,jan,169,3,93,1,failure,no
28,management,single,tertiary,no,191,yes,no,unknown,4,jun,238,1,-1,0,unknown,no
58,self-employed,married,tertiary,no,327,no,yes,cellular,14,jul,145,2,-1,0,unknown,no
38,management,married,secondary,no,3500,yes,no,cellular,16,jul,406,4,-1,0,unknown,no
49,blue-collar,married,secondary,no,26,yes,no,unknown,6,may,276,2,-1,0,unknown,no
39,technician,married,secondary,no,5574,no,no,cellular,14,aug,102,2,-1,0,unknown,no
30,admin.,married,secondary,no,0,no,no,cellular,15,jul,127,5,-1,0,unknown,no
33,technician,married,secondary,no,1072,no,yes,unknown,29,may,144,2,-1,0,unknown,no
43,entrepreneur,single,tertiary,no,744,no,yes,cellular,20,nov,90,4,114,4,failure,no
37,admin.,married,tertiary,no,1988,no,no,cellular,17,nov,397,2,-1,0,unknown,no
41,unknown,single,unknown,no,942,no,no,cellular,22,apr,219,1,-1,0,unknown,yes
35,technician,married,secondary,no,1364,yes,yes,cellular,20,apr,25,2,-1,0,unknown,no
33,housemaid,single,secondary,no,1363,no,no,telephone,30,jun,42,1,-1,0,unknown,no
34,blue-collar,single,secondary,yes,-369,yes,no,unknown,23,may,353,2,-1,0,unknown,no
51,self-employed,married,secondary,yes,-206,no,yes,cellular,28,jul,51,3,-1,0,unknown,no
26,blue-collar,single,primary,no,17,yes,no,cellular,15,may,86,2,367,2,failure,no
45,admin.,married,secondary,no,805,yes,no,unknown,15,may,186,3,-1,0,unknown,no
32,management,single,tertiary,no,297,no,no,cellular,13,aug,225,2,-1,0,unknown,no
42,technician,married,secondary,no,0,yes,no,unknown,14,may,833,1,-1,0,unknown,no
32,entrepreneur,divorced,secondary,no,252,no,yes,cellular,8,jul,145,2,-1,0,unknown,no
39,admin.,divorced,secondary,no,2903,yes,yes,telephone,25,jul,259,2,-1,0,unknown,no
31,blue-collar,married,secondary,no,23,no,yes,cellular,6,feb,384,5,-1,0,unknown,no
34,management,single,tertiary,no,280,no,no,cellular,25,aug,119,11,-1,0,unknown,no
57,admin.,divorced,unknown,no,887,no,no,unknown,20,jun,43,8,-1,0,unknown,no
47,admin.,married,secondary,no,368,no,no,cellular,23,feb,269,1,187,5,success,yes
28,admin.,single,secondary,no,551,no,yes,cellular,8,jul,161,1,-1,0,unknown,no
49,management,married,tertiary,no,934,no,yes,cellular,21,nov,158,4,-1,0,unknown,no
36,management,married,tertiary,no,190,yes,no,cellular,5,feb,217,1,-1,0,unknown,no
36,admin.,single,secondary,no,135,yes,no,cellular,29,jan,263,2,192,3,other,no
40,services,married,secondary,no,683,yes,no,cellular,2,feb,299,2,-1,0,unknown,no
57,management,married,tertiary,no,334,yes,no,cellular,15,may,169,2,365,2,failure,no
30,admin.,married,secondary,no,166,no,no,unknown,14,jun,30,1,-1,0,unknown,no
29,blue-collar,married,secondary,yes,-643,yes,no,cellular,18,jul,277,1,-1,0,unknown,no
53,self-employed,married,secondary,no,1,yes,yes,unknown,23,may,178,1,-1,0,unknown,no
35,management,single,tertiary,no,688,no,no,cellular,2,feb,504,1,-1,0,unknown,no
43,housemaid,married,primary,no,25,no,no,cellular,12,aug,121,2,-1,0,unknown,no
41,technician,single,tertiary,no,431,no,no,cellular,23,jul,196,1,88,5,failure,yes
32,technician,single,secondary,no,137,no,no,cellular,20,nov,302,4,-1,0,unknown,no
51,retired,married,secondary,no,0,no,no,unknown,15,may,70,1,-1,0,unknown,no
37,self-employed,married,secondary,no,2575,yes,no,cellular,14,jul,505,2,-1,0,unknown,no
56,management,divorced,tertiary,no,-59,no,yes,cellular,28,jul,127,6,-1,0,unknown,no
31,self-employed,married,secondary,no,157,yes,no,unknown,19,may,285,1,-1,0,unknown,no
48,unemployed,divorced,secondary,no,201,no,no,cellular,11,aug,140,1,-1,0,unknown,yes
41,technician,married,secondary,no,-215,no,yes,cellular,10,jul,277,1,-1,0,unknown,no
30,technician,married,secondary,no,-189,no,no,cellular,19,aug,105,2,-1,0,unknown,no
26,management,single,tertiary,no,6791,no,no,telephone,29,apr,164,23,-1,0,unknown,no
23,admin.,single,tertiary,no,0,no,no,cellular,5,mar,168,2,-1,0,unknown,no
55,technician,married,tertiary,no,639,yes,no,telephone,13,may,992,5,370,3,other,no
33,services,divorced,secondary,no,-395,yes,no,unknown,27,may,161,2,-1,0,unknown,no
33,management,married,secondary,no,-224,yes,no,cellular,14,may,152,2,259,8,other,no
56,management,divorced,tertiary,no,-563,no,no,cellular,16,jul,79,1,-1,0,unknown,no
43,blue-collar,married,primary,no,-192,yes,no,unknown,8,may,1120,2,-1,0,unknown,yes
27,self-employed,married,tertiary,no,0,no,yes,cellular,28,jul,133,4,-1,0,unknown,no
32,blue-collar,married,secondary,no,715,yes,no,unknown,8,may,108,2,-1,0,unknown,no
32,management,married,tertiary,no,913,yes,no,cellular,23,jun,883,1,674,4,failure,no
32,technician,married,secondary,no,660,no,no,cellular,25,oct,226,2,490,1,failure,yes
26,services,married,secondary,no,-285,yes,yes,unknown,4,jun,279,1,-1,0,unknown,no
36,blue-collar,married,secondary,no,-251,yes,no,unknown,7,may,162,1,-1,0,unknown,no
67,retired,married,unknown,no,2540,no,no,telephone,14,jun,278,5,116,4,other,yes
58,retired,divorced,tertiary,no,2086,yes,no,cellular,29,jul,194,2,-1,0,unknown,no
51,housemaid,married,secondary,no,260,no,no,cellular,27,aug,316,5,-1,0,unknown,no
31,management,married,tertiary,no,6138,no,no,cellular,19,jun,241,5,-1,0,unknown,no
51,services,married,tertiary,no,218,yes,no,cellular,7,may,154,3,363,2,failure,no
50,technician,married,tertiary,no,1347,yes,yes,unknown,12,jun,582,1,-1,0,unknown,no
29,admin.,married,secondary,no,1489,yes,no,cellular,20,apr,399,1,-1,0,unknown,no
33,technician,married,secondary,no,1,yes,no,cellular,15,mar,261,4,-1,0,unknown,no
51,admin.,divorced,secondary,no,3029,yes,yes,cellular,31,jul,118,2,-1,0,unknown,no
50,entrepreneur,divorced,tertiary,no,541,no,no,cellular,18,nov,204,1,-1,0,unknown,no
52,self-employed,married,secondary,no,-488,yes,no,unknown,29,may,322,1,-1,0,unknown,no
36,management,married,tertiary,no,1113,no,no,cellular,1,sep,212,1,-1,0,unknown,yes
51,admin.,married,secondary,no,4178,yes,no,unknown,30,may,556,1,-1,0,unknown,no
58,services,married,secondary,no,688,no,no,cellular,6,aug,152,2,-1,0,unknown,no
37,self-employed,single,tertiary,no,1549,no,no,unknown,6,jun,48,2,-1,0,unknown,no
29,admin.,divorced,secondary,no,0,no,no,unknown,9,may,393,1,-1,0,unknown,no
31,management,single,tertiary,no,775,yes,no,cellular,4,may,99,2,14,3,failure,no
66,housemaid,married,primary,no,922,no,no,telephone,2,nov,83,4,101,4,other,no
24,admin.,single,secondary,no,-346,yes,no,unknown,4,jul,164,2,-1,0,unknown,no
32,admin.,married,secondary,no,2664,yes,no,cellular,29,jul,242,7,-1,0,unknown,no
52,self-employed,married,secondary,no,9,no,yes,unknown,6,jun,44,1,-1,0,unknown,no
33,blue-collar,married,secondary,no,6227,yes,no,unknown,23,may,76,2,-1,0,unknown,no
28,management,single,secondary,no,-513,no,yes,cellular,29,jul,95,8,-1,0,unknown,no
37,management,married,secondary,no,341,no,no,unknown,3,jun,120,2,-1,0,unknown,no
30,services,divorced,secondary,no,0,yes,yes,cellular,30,jul,102,3,-1,0,unknown,no
33,admin.,single,primary,no,-258,yes,no,cellular,15,may,158,2,352,2,failure,no
52,management,married,tertiary,no,4504,yes,no,cellular,17,nov,268,2,-1,0,unknown,no
33,blue-collar,married,secondary,no,36,yes,no,unknown,4,jun,36,4,-1,0,unknown,no
48,blue-collar,married,primary,no,649,no,no,unknown,19,jun,136,2,-1,0,unknown,no
51,housemaid,married,primary,no,289,no,no,unknown,14,may,97,5,-1,0,unknown,no
38,admin.,married,secondary,no,4874,no,no,unknown,6,jun,1291,3,-1,0,unknown,no
41,management,single,unknown,no,1604,no,no,unknown,16,jun,287,2,-1,0,unknown,no
33,technician,married,secondary,no,183,no,no,cellular,16,jul,457,2,182,3,other,yes
31,management,married,secondary,no,625,yes,no,cellular,20,nov,136,1,-1,0,unknown,no
44,blue-collar,married,secondary,no,326,yes,no,unknown,14,may,35,2,-1,0,unknown,no
43,self-employed,married,secondary,no,1239,yes,yes,telephone,23,jul,355,3,-1,0,unknown,no
42,self-employed,divorced,tertiary,no,216,yes,no,cellular,8,may,144,3,-1,0,unknown,no
51,management,married,tertiary,no,1069,no,no,unknown,20,jun,27,7,-1,0,unknown,no
32,technician,married,secondary,no,1214,yes,no,cellular,20,apr,53,1,-1,0,unknown,no
57,management,married,tertiary,no,4547,no,no,cellular,7,aug,314,4,-1,0,unknown,no
52,technician,divorced,secondary,no,0,no,no,cellular,29,aug,39,2,-1,0,unknown,no
42,admin.,single,secondary,no,2790,yes,no,cellular,7,may,425,1,336,1,failure,no
32,admin.,married,secondary,no,198,no,no,cellular,16,jul,132,2,-1,0,unknown,no
50,technician,married,secondary,no,-997,no,yes,cellular,28,aug,70,7,-1,0,unknown,no
27,admin.,married,secondary,no,73,yes,no,cellular,5,feb,140,1,-1,0,unknown,no
38,blue-collar,married,primary,no,1099,yes,no,cellular,15,may,22,5,-1,0,unknown,no
52,management,divorced,tertiary,no,427,no,yes,telephone,20,nov,36,3,-1,0,unknown,no
41,blue-collar,married,secondary,no,750,yes,no,cellular,31,jul,207,2,-1,0,unknown,no
38,blue-collar,single,secondary,no,1121,no,no,unknown,18,jun,203,1,-1,0,unknown,no
39,technician,married,secondary,no,186,no,no,cellular,2,feb,171,1,-1,0,unknown,no
35,management,married,tertiary,no,76,no,no,cellular,5,may,283,1,362,9,failure,no
50,blue-collar,married,primary,no,1549,yes,no,cellular,11,may,445,2,299,6,other,no
43,management,divorced,tertiary,no,666,no,no,cellular,13,aug,160,3,-1,0,unknown,no
53,blue-collar,married,secondary,no,3079,no,no,cellular,5,apr,759,1,-1,0,unknown,no
52,admin.,divorced,secondary,no,121,yes,no,cellular,24,jul,241,2,-1,0,unknown,no
41,blue-collar,married,primary,no,-441,yes,no,cellular,5,may,352,1,-1,0,unknown,no
39,blue-collar,single,primary,no,1537,no,yes,unknown,5,jun,805,2,-1,0,unknown,no
26,student,single,tertiary,no,249,yes,no,cellular,11,may,445,2,371,1,other,no
55,blue-collar,married,unknown,no,2691,yes,no,cellular,20,nov,278,1,104,2,other,no
45,technician,married,secondary,no,1732,no,no,cellular,7,aug,163,2,-1,0,unknown,no
36,blue-collar,single,secondary,no,3508,yes,no,cellular,7,apr,183,1,266,3,failure,no
45,technician,married,secondary,no,3460,no,no,cellular,27,aug,116,4,-1,0,unknown,no
36,services,married,secondary,no,301,yes,no,unknown,5,may,210,1,-1,0,unknown,no
44,blue-collar,married,secondary,no,6491,yes,no,cellular,19,nov,126,2,174,1,failure,no
27,admin.,married,secondary,no,-48,yes,no,unknown,20,jun,168,2,-1,0,unknown,no
39,management,single,secondary,no,4278,yes,no,cellular,19,nov,43,1,111,2,other,no
54,blue-collar,married,primary,no,6242,yes,no,cellular,7,may,162,1,-1,0,unknown,no
56,retired,married,primary,no,3149,no,no,cellular,7,aug,142,3,-1,0,unknown,no
36,student,married,tertiary,no,408,no,no,unknown,20,jun,112,3,-1,0,unknown,no
36,management,married,tertiary,no,1357,yes,no,unknown,5,jun,74,5,-1,0,unknown,no
47,housemaid,married,primary,no,97,no,yes,telephone,21,nov,109,1,-1,0,unknown,no
38,blue-collar,married,primary,no,406,yes,no,cellular,29,jan,138,1,188,5,failure,no
41,management,single,tertiary,no,3371,yes,yes,cellular,13,may,204,2,-1,0,unknown,no
31,technician,single,secondary,no,18,no,no,unknown,31,aug,27,1,-1,0,unknown,no
33,technician,single,secondary,no,-32,no,no,cellular,25,aug,196,12,-1,0,unknown,no
31,technician,single,tertiary,no,1166,yes,no,unknown,3,jun,207,1,-1,0,unknown,no
29,admin.,single,secondary,no,900,yes,no,unknown,14,may,339,1,-1,0,unknown,no
47,services,married,primary,no,504,no,yes,unknown,18,jun,156,3,-1,0,unknown,no
32,student,single,secondary,no,61,no,yes,cellular,5,jul,178,3,515,7,failure,no
29,blue-collar,single,secondary,no,874,yes,no,unknown,15,may,68,5,-1,0,unknown,no
32,technician,married,secondary,no,286,no,no,cellular,20,apr,60,1,343,4,failure,no
59,blue-collar,married,secondary,no,681,yes,no,telephone,14,apr,427,2,-1,0,unknown,no
43,technician,married,secondary,no,2041,yes,yes,unknown,29,may,162,5,-1,0,unknown,no
46,technician,married,unknown,no,3308,no,no,cellular,27,oct,171,1,91,2,success,yes
47,technician,divorced,secondary,no,1851,yes,no,unknown,19,may,140,2,-1,0,unknown,no
43,blue-collar,married,primary,no,186,yes,no,unknown,8,may,178,1,-1,0,unknown,no
37,blue-collar,married,primary,no,345,yes,no,cellular,29,jan,344,1,188,2,failure,no
41,entrepreneur,married,secondary,no,2959,yes,no,telephone,25,jul,110,1,-1,0,unknown,no
35,technician,single,secondary,no,915,no,yes,cellular,26,aug,89,3,-1,0,unknown,no
26,student,single,secondary,no,334,no,no,telephone,4,feb,46,1,-1,0,unknown,no
26,student,single,tertiary,no,0,yes,no,unknown,28,may,124,1,-1,0,unknown,no
56,blue-collar,married,primary,no,826,yes,no,cellular,21,jul,853,1,-1,0,unknown,no
45,management,divorced,tertiary,no,0,no,no,unknown,1,jun,5,1,-1,0,unknown,no
30,management,married,tertiary,no,6432,yes,no,cellular,5,may,334,6,165,5,failure,no
47,self-employed,married,secondary,no,1803,no,no,cellular,30,jan,188,2,-1,0,unknown,no
34,technician,married,secondary,no,1005,no,no,cellular,26,aug,209,7,-1,0,unknown,no
34,management,single,tertiary,no,26575,no,no,cellular,18,nov,93,1,-1,0,unknown,no
36,admin.,married,tertiary,no,0,no,no,cellular,25,nov,106,1,205,2,other,no
35,unemployed,married,primary,no,3,no,no,cellular,24,jul,90,1,-1,0,unknown,no
30,blue-collar,married,secondary,no,-135,yes,no,cellular,18,may,57,1,-1,0,unknown,no
25,technician,single,secondary,no,582,no,yes,cellular,3,feb,438,1,-1,0,unknown,no
32,management,single,tertiary,no,1434,no,no,cellular,11,aug,1144,3,-1,0,unknown,no
47,blue-collar,divorced,secondary,no,3823,yes,yes,cellular,17,apr,647,2,-1,0,unknown,no
40,technician,married,secondary,no,26,yes,no,unknown,16,may,230,3,-1,0,unknown,no
37,management,married,tertiary,no,0,no,no,cellular,14,sep,155,1,-1,0,unknown,no
37,technician,single,secondary,no,670,yes,no,unknown,8,may,78,3,-1,0,unknown,no
28,management,single,tertiary,no,2080,no,no,telephone,30,jan,399,2,2,1,other,no
50,admin.,single,secondary,no,424,yes,no,unknown,12,may,72,2,-1,0,unknown,no
33,services,married,secondary,no,109,yes,no,unknown,2,jun,54,4,-1,0,unknown,no
41,management,married,secondary,no,1273,no,no,unknown,20,jun,73,3,-1,0,unknown,no
34,management,married,tertiary,no,1036,yes,no,cellular,2,mar,78,4,103,7,failure,no
30,blue-collar,married,primary,no,0,yes,no,cellular,6,may,239,2,-1,0,unknown,no
55,technician,married,tertiary,no,11,no,no,cellular,21,aug,588,2,-1,0,unknown,no
29,management,married,tertiary,no,715,yes,no,unknown,28,may,461,1,-1,0,unknown,no
50,admin.,single,secondary,no,2252,no,no,cellular,30,apr,652,2,-1,0,unknown,yes
27,technician,single,secondary,no,337,no,no,unknown,9,jul,23,1,-1,0,unknown,yes
44,admin.,married,tertiary,no,6485,no,no,cellular,27,aug,85,19,-1,0,unknown,no
32,blue-collar,married,secondary,no,1281,yes,no,cellular,20,apr,222,1,-1,0,unknown,no
73,retired,divorced,secondary,no,1092,no,no,cellular,7,aug,390,2,-1,0,unknown,no
24,blue-collar,married,secondary,no,1470,yes,no,cellular,12,may,212,1,-1,0,unknown,no
59,retired,divorced,primary,no,-110,no,yes,unknown,4,jul,195,1,-1,0,unknown,no
69,retired,divorced,secondary,no,4572,no,no,cellular,27,jan,185,2,92,3,success,no
37,services,single,secondary,no,510,yes,no,unknown,26,may,322,1,-1,0,unknown,no
34,self-employed,single,tertiary,no,1129,yes,no,unknown,21,may,103,2,-1,0,unknown,no
31,management,married,tertiary,no,732,yes,no,cellular,29,jan,542,1,241,1,failure,no
56,management,married,tertiary,no,247,no,no,cellular,30,jul,44,2,-1,0,unknown,no
36,blue-collar,married,secondary,no,1049,yes,no,cellular,14,may,224,4,-1,0,unknown,yes
30,services,married,secondary,no,78,yes,no,cellular,6,may,198,1,-1,0,unknown,no
28,blue-collar,married,secondary,no,2788,yes,no,unknown,6,jun,369,2,-1,0,unknown,yes
47,admin.,married,secondary,no,4480,no,no,telephone,19,nov,60,2,-1,0,unknown,no
30,technician,single,secondary,no,281,no,no,cellular,12,aug,105,2,-1,0,unknown,no
34,technician,single,secondary,no,559,no,no,cellular,22,aug,259,2,-1,0,unknown,no
28,admin.,single,secondary,no,244,yes,no,unknown,9,may,31,3,-1,0,unknown,no
59,technician,divorced,secondary,no,879,yes,no,unknown,26,may,228,1,-1,0,unknown,no
53,technician,married,tertiary,no,856,yes,no,cellular,4,feb,102,2,-1,0,unknown,no
47,management,single,tertiary,no,255,no,yes,cellular,30,jul,802,4,-1,0,unknown,yes
37,management,married,tertiary,no,0,yes,no,cellular,6,may,149,1,13,12,success,no
30,services,single,unknown,no,347,yes,no,unknown,21,may,225,1,-1,0,unknown,no
35,management,married,tertiary,no,93,no,no,cellular,4,may,198,2,88,1,other,no
51,retired,divorced,secondary,no,343,yes,no,unknown,30,may,78,2,-1,0,unknown,no
33,technician,single,secondary,no,2466,yes,no,cellular,21,nov,132,2,-1,0,unknown,no
32,technician,single,tertiary,no,92,yes,no,unknown,28,may,116,1,-1,0,unknown,no
56,retired,married,primary,no,13,yes,no,unknown,12,may,123,2,-1,0,unknown,no
47,blue-collar,married,secondary,no,71,yes,no,cellular,11,may,170,1,370,1,failure,no
53,blue-collar,married,primary,no,6386,yes,no,unknown,12,may,170,8,-1,0,unknown,no
33,self-employed,single,tertiary,no,9670,no,no,cellular,20,nov,204,1,-1,0,unknown,no
41,technician,married,secondary,no,712,no,no,cellular,19,aug,409,2,-1,0,unknown,no
34,admin.,single,tertiary,no,-199,no,yes,cellular,8,jul,130,1,-1,0,unknown,no
53,blue-collar,married,secondary,no,3815,no,no,telephone,20,nov,75,2,149,3,failure,no
56,entrepreneur,divorced,tertiary,no,386,no,no,cellular,21,nov,65,4,-1,0,unknown,no
33,management,married,tertiary,no,540,no,no,cellular,11,aug,79,4,-1,0,unknown,no
34,technician,single,unknown,no,4223,no,yes,cellular,20,nov,133,1,-1,0,unknown,no
31,technician,divorced,secondary,no,-175,no,no,telephone,27,aug,9,15,-1,0,unknown,no
70,retired,married,secondary,no,1853,no,no,telephone,26,aug,314,1,-1,0,unknown,yes
57,management,married,primary,no,6900,no,no,cellular,23,oct,255,4,185,2,failure,yes
31,blue-collar,single,secondary,no,39,yes,no,cellular,15,may,123,5,-1,0,unknown,no
31,technician,married,secondary,no,183,no,no,cellular,16,apr,495,1,-1,0,unknown,yes
43,management,married,primary,no,62,yes,no,cellular,14,may,133,1,300,3,failure,no
36,management,single,secondary,no,1785,no,no,cellular,21,nov,136,2,-1,0,unknown,no
38,admin.,married,tertiary,no,293,no,no,cellular,15,apr,85,1,-1,0,unknown,no
26,management,single,tertiary,no,1643,no,no,cellular,12,aug,243,1,-1,0,unknown,no
54,admin.,divorced,secondary,no,912,yes,no,unknown,19,may,258,1,-1,0,unknown,no
52,management,divorced,tertiary,no,-297,yes,no,unknown,20,jun,11,21,-1,0,unknown,no
55,technician,married,secondary,no,1938,no,yes,cellular,18,aug,193,1,386,3,success,yes
35,entrepreneur,single,tertiary,yes,793,no,yes,cellular,8,jul,163,1,-1,0,unknown,no
37,management,married,tertiary,no,0,no,no,cellular,24,nov,187,2,-1,0,unknown,no
43,admin.,single,secondary,no,733,yes,no,cellular,25,may,282,1,187,3,success,yes
33,blue-collar,married,primary,no,208,yes,no,cellular,16,jul,284,1,-1,0,unknown,no
30,management,married,tertiary,no,101,yes,no,cellular,17,nov,348,1,123,1,failure,no
38,unemployed,married,primary,no,-363,no,no,unknown,12,jun,340,2,-1,0,unknown,no
56,admin.,divorced,secondary,no,0,no,no,cellular,18,nov,100,1,154,2,failure,no
49,blue-collar,married,secondary,no,388,no,no,telephone,17,jul,265,2,-1,0,unknown,no
37,management,married,tertiary,no,975,yes,yes,cellular,21,nov,69,9,-1,0,unknown,no
40,blue-collar,single,primary,no,366,yes,yes,cellular,28,jan,168,2,205,1,failure,no
41,entrepreneur,married,secondary,no,547,no,no,cellular,29,jul,365,2,-1,0,unknown,no
49,management,single,tertiary,no,1,yes,no,unknown,6,jun,59,3,-1,0,unknown,no
34,technician,single,secondary,no,2085,no,no,cellular,10,aug,356,3,182,2,success,yes
32,blue-collar,married,secondary,no,-1500,yes,no,unknown,27,may,157,2,-1,0,unknown,no
58,unemployed,married,secondary,no,0,no,no,unknown,3,jul,84,1,-1,0,unknown,no
21,student,single,primary,no,8278,no,no,cellular,29,oct,445,1,-1,0,unknown,yes
59,management,married,tertiary,no,315,no,no,cellular,7,sep,98,2,-1,0,unknown,no
69,retired,married,unknown,no,426,no,no,telephone,9,mar,225,1,90,1,success,yes
45,blue-collar,married,unknown,no,550,no,yes,unknown,20,jun,97,1,-1,0,unknown,no
57,technician,married,secondary,no,2625,no,no,cellular,14,aug,465,2,-1,0,unknown,no
30,services,single,unknown,no,138,yes,no,cellular,20,apr,187,1,-1,0,unknown,no
46,blue-collar,married,primary,no,881,yes,no,unknown,9,may,126,2,-1,0,unknown,no
36,blue-collar,married,secondary,no,7265,no,no,unknown,17,jun,243,1,-1,0,unknown,no
49,blue-collar,married,primary,no,953,yes,no,unknown,14,may,278,2,-1,0,unknown,no
37,services,single,secondary,no,594,yes,no,cellular,29,jan,359,1,-1,0,unknown,no
59,admin.,married,secondary,no,506,yes,no,cellular,13,may,281,1,-1,0,unknown,no
32,blue-collar,married,unknown,no,1267,yes,no,cellular,18,may,66,2,-1,0,unknown,no
44,services,married,primary,no,764,no,no,cellular,3,feb,224,1,-1,0,unknown,no
42,entrepreneur,single,unknown,no,323,no,no,unknown,16,jun,617,1,-1,0,unknown,yes
25,student,single,secondary,no,1747,yes,no,cellular,24,jul,903,1,-1,0,unknown,yes
39,blue-collar,married,secondary,no,2239,no,no,unknown,17,jun,133,2,-1,0,unknown,no
33,entrepreneur,married,tertiary,no,1636,no,no,cellular,31,jul,8,25,-1,0,unknown,no
48,blue-collar,married,primary,no,492,no,yes,cellular,21,aug,139,2,-1,0,unknown,no
55,technician,divorced,secondary,no,61,yes,yes,cellular,25,aug,113,3,-1,0,unknown,no
47,technician,married,secondary,no,147,no,no,cellular,22,aug,136,2,-1,0,unknown,no
45,management,divorced,tertiary,no,854,no,yes,cellular,8,jul,730,1,-1,0,unknown,yes
51,technician,married,primary,no,1550,no,no,unknown,20,jun,12,5,-1,0,unknown,no
43,entrepreneur,married,primary,no,0,yes,no,unknown,30,may,222,9,-1,0,unknown,no
40,admin.,married,secondary,no,6,yes,no,unknown,6,may,60,3,-1,0,unknown,no
43,blue-collar,married,unknown,no,-633,yes,yes,unknown,13,may,277,1,-1,0,unknown,no
33,management,single,tertiary,no,417,yes,no,cellular,6,feb,83,1,-1,0,unknown,no
62,retired,married,secondary,no,569,no,no,cellular,4,feb,94,5,184,1,success,yes
32,technician,married,tertiary,no,133,yes,no,cellular,17,jul,421,1,-1,0,unknown,no
23,services,single,secondary,no,495,yes,yes,cellular,18,may,302,1,-1,0,unknown,no
51,technician,married,secondary,no,47,no,no,cellular,18,aug,54,4,-1,0,unknown,no
33,admin.,single,secondary,no,607,no,no,cellular,27,feb,110,2,-1,0,unknown,yes
29,admin.,single,tertiary,no,8,no,no,cellular,28,jan,468,1,-1,0,unknown,no
38,services,divorced,secondary,no,-10,yes,no,unknown,17,jun,61,2,-1,0,unknown,no
33,blue-collar,married,secondary,no,2279,yes,no,telephone,12,may,123,3,-1,0,unknown,no
36,technician,divorced,secondary,no,407,no,no,cellular,21,nov,98,1,-1,0,unknown,no
25,technician,single,secondary,no,31,no,no,cellular,2,aug,300,3,-1,0,unknown,no
53,services,married,secondary,no,341,no,no,cellular,12,aug,90,2,104,2,success,no
