Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
Caesar III,PC,1998,Strategy,Vivendi Games,0,0.03,0,0.01,0.04
Super Robot Taisen: Scramble Commander the 2nd,PS2,2007,Strategy,Banpresto,0,0,0.04,0,0.04
Mahjong Taikai,DS,2004,Misc,Tecmo Koei,0,0,0.04,0,0.04
Tomb Raider: Anniversary,PC,2007,Action,Eidos Interactive,0,0.03,0,0.01,0.04
Espgaluda II Black Label,X360,2010,Shooter,Cave,0,0,0.04,0,0.04
The Croods: Prehistoric Party!,3DS,2013,Misc,D3Publisher,0.01,0.02,0,0,0.04
Bratz Kidz,DS,2008,Misc,Game Factory,0.03,0,0,0,0.04
Hot Potato!,GBA,2001,Action,BAM! Entertainment,0.03,0.01,0,0,0.04
Barbie and Her Sisters Puppy Rescue,3DS,2015,Action,Namco Bandai Games,0,0.03,0,0,0.04
Kiniro no Corda 2 f,PSP,2009,Role-Playing,Tecmo Koei,0,0,0.04,0,0.04
Swords,Wii,N/A,Fighting,Unknown,0.03,0,0,0,0.04
Winter Sports 3: The Great Tournament,PS3,2010,Sports,Tradewest,0,0.03,0,0.01,0.04
Deception III: Dark Delusion,PS,1999,Role-Playing,Tecmo Koei,0.02,0.01,0,0,0.04
Gothic Universe,PC,2007,Role-Playing,JoWood Productions,0,0.03,0,0.01,0.04
Ultimate Game Room,DS,2009,Misc,Majesco Entertainment,0.03,0,0,0,0.04
Alpha Protocol,PC,2010,Role-Playing,Sega,0,0.03,0,0.01,0.04
Penguins of Madagascar,WiiU,2014,Action,Namco Bandai Games,0.01,0.02,0,0,0.04
Nobunaga's Ambition II,3DS,2015,Strategy,Tecmo Koei,0,0,0.04,0,0.04
DarkStar One,PC,2006,Simulation,Ubisoft,0,0.03,0,0.01,0.04
Half-Minute Hero 2,PSP,N/A,Role-Playing,Rising Star Games,0,0,0.04,0,0.04
Clockwork Empires,PC,N/A,Strategy,Unknown,0,0.03,0,0,0.04
Monster Kingdom: Jewel Summoner,PSP,2006,Role-Playing,Sony Computer Entertainment,0,0,0.04,0,0.04
Cook Wars,Wii,2009,Misc,Ubisoft,0.03,0,0,0,0.04
Kuroshitsuji: Phantom & Ghost,DS,2009,Action,Square Enix,0,0,0.04,0,0.04
Petz: Catz Playground,DS,2010,Simulation,Ubisoft,0.03,0,0,0,0.04
Pirates: Duels on the High Seas,DS,2008,Action,Oxygen Interactive,0.03,0,0,0,0.04
Fushigi no Dungeon: Fuurai no Shiren 5 - Fortune Tower to Unmei no Dice,DS,2010,Role-Playing,ChunSoft,0,0,0.04,0,0.04
Sins of a Solar Empire: Trinity,PC,2010,Strategy,Kalypso Media,0,0.03,0,0.01,0.04
Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Shu-Hen,PSP,2010,Adventure,Yeti,0,0,0.04,0,0.04
Mahjong 300,DS,2011,Puzzle,Avanquest,0,0.03,0,0,0.04
The Ant Bully,GBA,2006,Platform,Midway Games,0.03,0.01,0,0,0.04
Sega Arcade Gallery,GBA,2003,Misc,THQ,0.03,0.01,0,0,0.04
Crazy Machines,DS,2008,Puzzle,DTP Entertainment,0,0.03,0,0,0.04
Astrology DS,DS,2009,Misc,Deep Silver,0.03,0,0,0,0.04
"My World, My Way (US sales)",DS,2008,Role-Playing,Global A Entertainment,0.04,0,0,0,0.04
Planescape: Torment,PC,1998,Role-Playing,Interplay,0.01,0.02,0,0.01,0.04
Tao Adventure: Curse Demon,DS,2005,Role-Playing,Konami Digital Entertainment,0.03,0,0,0,0.04
Aegis of Earth: Protonovus Assault,PSV,2016,Action,PQube,0.02,0.01,0,0.01,0.04
Hello Kitty: Roller Rescue,PC,2005,Action,Empire Interactive,0,0.03,0,0,0.04
Double Value!: ATV Thunder Ridge Riders / Monster Trucks Mayhem,DS,2007,Racing,Zoo Digital Publishing,0.03,0,0,0,0.04
A Game of Thrones: Genesis,PC,2011,Strategy,Focus Home Interactive,0,0.03,0,0.01,0.04
Hotel Giant 2,PC,2008,Strategy,JoWood Productions,0,0.03,0,0.01,0.04
NHRA Drag Racing: Countdown to the Championship,PS2,2007,Racing,THQ,0.02,0.01,0,0,0.04
Black Stone: Magic & Steel,XB,2003,Role-Playing,THQ,0.03,0.01,0,0,0.04
MLB 15: The Show,PSV,2015,Sports,Sony Computer Entertainment,0.03,0,0,0.01,0.04
Puyo Pop Fever(us sales),DS,2004,Puzzle,Ignition Entertainment,0.03,0,0,0,0.04
Hitman: Blood Money,PC,2006,Action,Eidos Interactive,0,0.03,0,0.01,0.04
Assassin's Creed Chronicles: China,PS4,2015,Action,Ubisoft,0,0.03,0,0.01,0.04
The Cursed Crusade,PC,2011,Action,DTP Entertainment,0,0.03,0,0.01,0.04
Harukanaru Toki no Naka de: Maihitoyo,PS2,2006,Adventure,Tecmo Koei,0,0,0.04,0,0.04
Painkiller: Hell Wars,XB,2006,Shooter,DreamCatcher Interactive,0.03,0.01,0,0,0.04
Housekeeping,DS,N/A,Action,N/A,0,0,0.04,0,0.04
FunkMaster Flex's Digital Hitz Factory,PS2,2003,Misc,Jester Interactive,0.02,0.01,0,0,0.04
Star Wars Jedi Knight: Jedi Academy,PC,2003,Shooter,Activision,0,0.03,0,0.01,0.04
Greg Hastings Paintball 2,PS3,2010,Shooter,Majesco Entertainment,0.03,0,0,0,0.04
Sangoku Koi Senki: Otome no Heihou!,PSP,2012,Adventure,Prototype,0,0,0.04,0,0.04
Batman: A Telltale Game Series,PS4,2016,Adventure,Telltale Games,0.01,0.02,0,0.01,0.04
Castlevania Bloodlines,GEN,1994,Platform,Konami Digital Entertainment,0,0,0.04,0,0.04
Hakuouki: Zuisouroku DS,DS,2011,Adventure,Idea Factory,0,0,0.04,0,0.04
Might & Magic X: Legacy,PC,2014,Role-Playing,Ubisoft,0,0.03,0,0,0.04
Detective Conan: Prelude from the Past,PSP,2012,Action,Namco Bandai Games,0,0,0.04,0,0.04
Luminous Arc 3,DS,2009,Role-Playing,Marvelous Interactive,0,0,0.04,0,0.04
Major League Baseball 2K8,PSP,N/A,Sports,Unknown,0.03,0,0,0,0.03
FabStyle,3DS,2011,Strategy,Tecmo Koei,0,0,0.03,0,0.03
Rebel Raiders: Operation Nighthawk,PS2,2006,Simulation,Kando Games,0.02,0.01,0,0,0.03
Turbo: Super Stunt Squad,DS,2013,Sports,D3Publisher,0,0.03,0,0,0.03
Zenkoku Dekotora Matsuri,Wii,2008,Racing,Jaleco,0,0,0.03,0,0.03
Adventure Time: Explore the Dungeon Because I Don't Know!,WiiU,2013,Action,D3Publisher,0.02,0.01,0,0,0.03
Fast & Furious: Showdown,PS3,2013,Action,Activision,0,0.03,0,0,0.03
Alienators: Evolution Continues,GBA,2001,Action,Activision,0.03,0.01,0,0,0.03
Onechanbara Z Kagura,PS3,2013,Action,D3Publisher,0,0,0.03,0,0.03
Marines: Modern Urban Combat,Wii,2010,Shooter,O-Games,0.03,0,0,0,0.03
DoraMoji: Nobita no Kanji Daisakusen,3DS,2015,Misc,Shogakukan,0,0,0.03,0,0.03
Gekiatsu!! Pachi Game Tamashi: CR Evangelion - Hajimari no Fukuin,PS3,2010,Misc,Unknown,0,0,0.03,0,0.03
Supreme Ruler: Cold War,PC,2011,Strategy,Paradox Interactive,0,0.03,0,0.01,0.03
Travel Coach: Europe 1,DS,2008,Misc,HMH Interactive,0,0.03,0,0,0.03
Top Gun: Hard Lock,PS3,2012,Action,505 Games,0,0.03,0,0.01,0.03
MX World Tour Featuring Jamie Little,XB,2005,Racing,Crave Entertainment,0.03,0.01,0,0,0.03
XBLAZE Code: Embryo,PS3,2013,Adventure,Arc System Works,0.02,0,0.01,0,0.03
The Idolmaster: Gravure For You! Vol. 4,PS3,2012,Misc,Namco Bandai Games,0,0,0.03,0,0.03
RedCard 20-03,XB,2002,Sports,Midway Games,0.03,0.01,0,0,0.03
Katekyoo Hitman Reborn! DS: Fate of Heat II - Unmei no Futari,DS,2009,Role-Playing,Marvelous Interactive,0,0,0.03,0,0.03
Puyo Puyo 7,PSP,2009,Puzzle,Sega,0,0,0.03,0,0.03
Asterix & Obelix: Kick Buttix,PS2,2004,Action,Atari,0.02,0.01,0,0,0.03
Radiant Silvergun,SAT,1998,Shooter,ESP,0,0,0.03,0,0.03
Bounty Hounds,PSP,2006,Action,Namco Bandai Games,0.03,0,0,0,0.03
Care Bears - Care Quest,GBA,2005,Action,Game Factory,0.02,0.01,0,0,0.03
Apache: Air Assault,PC,2010,Simulation,Just Flight,0,0.03,0,0.01,0.03
Cooking Mama: My Sweets Shop,3DS,2014,Simulation,Office Create,0,0,0.03,0,0.03
Championship Manager Season 01/02,PC,2001,Sports,Eidos Interactive,0,0.03,0,0.01,0.03
Even in a Game Listen to Me Girls. I Am Your Father!,PSP,2012,Action,Namco Bandai Games,0,0,0.03,0,0.03
Tokyo Majin Gakuen: Kenfuuchou,DS,2008,Adventure,Marvelous Interactive,0,0,0.03,0,0.03
Boboboubo Boubobo: Ougi 87.5 Bakuretsu Hanage Shinken,GBA,2002,Action,Hudson Soft,0,0,0.03,0,0.03
Zatch Bell! Electric Arena,GBA,2003,Fighting,Banpresto,0.02,0.01,0,0,0.03
Boulder Dash: Rocks!,DS,2007,Puzzle,10TACLE Studios,0,0.03,0,0,0.03
NHRA Drag Racing: Countdown to the Championship,PSP,2007,Racing,THQ,0.03,0,0,0,0.03
The Void,PC,2008,Adventure,Mamba Games,0,0.03,0,0.01,0.03
TOCA Race Driver 3,XB,2006,Racing,Codemasters,0.03,0.01,0,0,0.03
Daito Giken Premium Pachi-Slot Collection: Yoshimune,PS2,2006,Misc,Daito,0,0,0.03,0,0.03
Maximum Racing: Drag & Stock Racer,Wii,2010,Racing,Nordic Games,0.03,0,0,0,0.03
Sky Dancers,GBA,2005,Action,Crave Entertainment,0.02,0.01,0,0,0.03
Silent Scope,GBA,2002,Shooter,Konami Digital Entertainment,0.02,0.01,0,0,0.03
Resident Evil 4 HD,PS4,2016,Shooter,Capcom,0.03,0,0,0.01,0.03
World Series of Poker: Tournament of Champions 2007 Edition,PS2,2006,Misc,Activision,0.02,0.01,0,0,0.03
Clever Kids: Pirates,DS,2008,Misc,Midas Interactive Entertainment,0,0.03,0,0,0.03
Yggdra Union: We'll Never Fight Alone,GBA,2006,Role-Playing,Sting,0,0,0.03,0,0.03
Tour de France 2014,PS4,2014,Sports,Focus Home Interactive,0,0.03,0,0,0.03
Gekiatsu!! Pachi Game Tamashi Max: Evangelion 7 x Seimei no Kodou,PS3,2012,Misc,Fields,0,0,0.03,0,0.03
Rapala Tournament Fishing!,X360,2006,Sports,Activision,0.03,0,0,0,0.03
The Legend of Heroes: Trails in the Sky SC Evolution,PSV,2015,Role-Playing,Kadokawa Games,0,0,0.03,0,0.03
Prey,PC,2006,Shooter,Take-Two Interactive,0,0.03,0,0.01,0.03
Wangan Midnight,PS3,2007,Racing,Genki,0,0,0.03,0,0.03
ESPN NBA 2Night 2002,PS2,2002,Sports,Konami Digital Entertainment,0.02,0.01,0,0,0.03
Cabela's Dangerous Hunts 2,GC,2005,Sports,Activision,0.03,0.01,0,0,0.03
SpongeBob: HeroPants,3DS,2015,Platform,Activision,0.03,0,0,0,0.03
Kekkaishi: Kokubourou no Kage,Wii,2007,Action,Namco Bandai Games,0,0,0.03,0,0.03
Trap Gunner: Countdown to Oblivion,PS,1998,Strategy,Konami Digital Entertainment,0.02,0.01,0,0,0.03
Suzumiya Haruhi no Tsuisou,PS3,2011,Adventure,Namco Bandai Games,0,0,0.03,0,0.03
Mame Goma: Shiro to Kuro no Meikyuu,3DS,2012,Action,Nippon Ichi Software,0,0,0.03,0,0.03
"Crouching Tiger, Hidden Dragon",GBA,2003,Action,Ubisoft,0.02,0.01,0,0,0.03
Clash of Elementalists,3DS,2013,Action,Unknown,0,0.03,0,0,0.03
Simple DS Series Vol. 8: The Kanshikikan - Kinkyuu Shutsudou!! Jiken Genba wo Touch Seyo,DS,2006,Adventure,D3Publisher,0,0,0.03,0,0.03
Harukanaru Toki no Naka de Yumenoukihashi Special,PS2,2009,Adventure,Tecmo Koei,0,0,0.03,0,0.03
Rise of Nations: Rise of Legends,PC,2006,Strategy,Microsoft Game Studios,0,0.03,0,0.01,0.03
Sabre Wulf,GBA,N/A,Platform,THQ,0.02,0.01,0,0,0.03
Tsuyo Kiss: Mighty Heart,PS2,2006,Adventure,Princess Soft,0,0,0.03,0,0.03
Zoo Tycoon,PC,2001,Strategy,Microsoft Game Studios,0,0.03,0,0.01,0.03
Gacharoku,PS2,2002,Misc,Sony Computer Entertainment,0,0,0.03,0,0.03
SX Superstar,GC,2003,Racing,Acclaim Entertainment,0.03,0.01,0,0,0.03
Cake Mania: Baker's Challenge,PSP,2008,Puzzle,Destineer,0.03,0,0,0,0.03
MotoGP,PSP,2006,Racing,Sony Computer Entertainment,0.03,0,0,0,0.03
Zoo Vet: Endangered Animals,DS,2008,Simulation,505 Games,0.03,0,0,0,0.03
Deer Drive: Legends,3DS,2012,Action,Maximum Family Games,0.03,0,0,0,0.03
Driven,GBA,2001,Racing,BAM! Entertainment,0.02,0.01,0,0,0.03
Red Faction II,GC,2003,Shooter,THQ,0.03,0.01,0,0,0.03
Criminal Girls 2,PSV,2015,Role-Playing,Nippon Ichi Software,0,0,0.03,0,0.03
SD Gundam G Generation: Gather Beat 2,WS,2001,Strategy,Namco Bandai Games,0,0,0.03,0,0.03
Original Story from Fairy Tail: Gekitotsu! Kardia Daiseidou,DS,2011,Role-Playing,Hudson Soft,0,0,0.03,0,0.03
Who Wants to be a Millionaire: 1st Edition,Wii,2007,Misc,Ubisoft,0,0.03,0,0,0.03
Diabolik Lovers: Dark Fate,PSV,2015,Action,Idea Factory,0,0,0.03,0,0.03
Battle Engine Aquila,PS2,2003,Shooter,Atari,0.02,0.01,0,0,0.03
Astonishia Story,PSP,2006,Role-Playing,Ubisoft,0.03,0,0,0,0.03
Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,PS3,2016,Misc,Tecmo Koei,0,0,0.03,0,0.03
Special Forces: Nemesis Strike,XB,2005,Shooter,Hip Interactive,0.03,0.01,0,0,0.03
Women's Volleyball Championship,PS2,2007,Sports,Spike,0,0,0.03,0,0.03
Junior Island Adventure,DS,2011,Puzzle,Unknown,0.03,0,0,0,0.03
Jikkyou Powerful Pro Yakyuu Wii Ketteiban,Wii,2007,Sports,Konami Digital Entertainment,0,0,0.03,0,0.03
MX vs. ATV Supercross,PS3,2014,Racing,Nordic Games,0.02,0.01,0,0.01,0.03
Rakushou! Pachi-Slot Sengen 5: Rio Paradise,PS2,2007,Misc,Tecmo Koei,0,0,0.03,0,0.03
Sacra Terra: Angelic Night,PC,2011,Puzzle,Avanquest,0.01,0.02,0,0.01,0.03
Teenage Mutant Ninja Turtles: Mutants in Manhattan,XOne,2016,Action,Activision,0.02,0.01,0,0,0.03
Battle Assault 3 featuring Gundam Seed,PS2,2004,Action,Namco Bandai Games,0.02,0.01,0,0,0.03
Crimson Tears,PS2,2004,Role-Playing,Capcom,0.02,0.01,0,0,0.03
Hayate no Gotoku! Ojousama Produce Daisakusen Boku Iro ni Somare! Oyashiki-Hen,DS,2008,Simulation,Konami Digital Entertainment,0,0,0.03,0,0.03
Batman Forever: The Arcade Game,PS,1996,Action,Acclaim Entertainment,0.02,0.01,0,0,0.03
Romance of the Three Kingdoms (3DS),3DS,2013,Strategy,Tecmo Koei,0,0,0.03,0,0.03
Electroplankton,DS,2005,Misc,Nintendo,0.01,0,0.02,0,0.03
Cabela's Outdoor Adventures,GC,2005,Sports,Activision,0.03,0.01,0,0,0.03
Makai Senki Disgaea 4: Fuuka & Desco-hen Hajime Mashita,PS3,2011,Strategy,Nippon Ichi Software,0,0,0.03,0,0.03
Backyard NFL Football 2006,GBA,2005,Sports,Atari,0.02,0.01,0,0,0.03
Game of Thrones (Telltale),X360,2015,Adventure,Telltale Games,0.02,0.01,0,0,0.03
Mashiro Iro Symphony: *mutsu-no-hana,PSP,2011,Adventure,Comfort,0,0,0.03,0,0.03
Monster Guardians,GBA,2001,Role-Playing,Konami Digital Entertainment,0,0,0.03,0,0.03
Sunday vs Magazine Shuuketsu! Choujou Daikessen,PSP,2009,Fighting,Konami Digital Entertainment,0,0,0.03,0,0.03
An American Tail: Fievel's Gold Rush,GBA,2002,Platform,Conspiracy Entertainment,0.02,0.01,0,0,0.03
Dead or Alive Xtreme 3: Venus,PSV,2016,Sports,Tecmo Koei,0,0,0.03,0,0.03
Diabolik Lovers: More Blood,PSP,2013,Adventure,Idea Factory,0,0,0.03,0,0.03
Magna Carta Portable,PSP,2006,Role-Playing,Banpresto,0,0,0.03,0,0.03
Red Faction: Guerrilla,PC,2009,Shooter,THQ,0,0.03,0,0.01,0.03
The Italian Job,GC,2003,Racing,Eidos Interactive,0.03,0.01,0,0,0.03
Crazy Chicken: Star Karts,DS,2008,Racing,Phenomedia,0.03,0,0,0,0.03
Detective Conan: Phantom Rhapsody,3DS,2014,Action,Namco Bandai Games,0,0,0.03,0,0.03
Super Dodgeball Brawlers (jp sales),DS,2008,Sports,Arc System Works,0,0,0.03,0,0.03
Makai Senki Disgaea Portable: Tsuushin Taisen Hajime Mashita,PSP,2007,Role-Playing,Nippon Ichi Software,0,0,0.03,0,0.03
M&Ms Shell Shocked,PS,2001,Action,Berkeley,0.02,0.01,0,0,0.03
RACE On,PC,2009,Racing,bitComposer Games,0,0.03,0,0.01,0.03
K-On! After School Live!! HD Ver.,PS3,2012,Action,Sega,0,0,0.03,0,0.03
Metal Gear Solid: The Essential Collection (JP sales),PS2,2007,Adventure,Konami Digital Entertainment,0,0,0.03,0,0.03
Overlord II,PC,2009,Action,Codemasters,0,0.03,0,0.01,0.03
Young Justice: Legacy,Wii,2013,Action,Namco Bandai Games,0,0.03,0,0,0.03
3D Baseball,PS,1996,Sports,BMG Interactive Entertainment,0.02,0.01,0,0,0.03
Pachitte Chonmage Tatsujin 12: Pachinko Ultraman,PS2,2007,Misc,Hackberry,0,0,0.03,0,0.03
First Queen: Ornic Senki,SNES,1994,Role-Playing,Culture Brain,0,0,0.03,0,0.03
Call of Juarez: Bound in Blood,PC,2009,Shooter,Ubisoft,0,0.03,0,0.01,0.03
Dream C Club Zero,X360,2011,Simulation,D3Publisher,0,0,0.03,0,0.03
Shining Stars,DS,2008,Action,"Destination Software, Inc",0.03,0,0,0,0.03
Tail Concerto,PS,1998,Adventure,Namco Bandai Games,0.02,0.01,0,0,0.03
The Sum of All Fears,GC,2003,Shooter,Ubisoft,0.03,0.01,0,0,0.03
James Pond: Codename Robocod,GBA,2005,Platform,Play It,0.02,0.01,0,0,0.03
Yumi's Odd Odyssey,3DS,2013,Platform,Agatsuma Entertainment,0,0,0.03,0,0.03
Night Head: The Labyrinth,PS,1995,Adventure,Fuji,0,0,0.03,0,0.03
JoJo's Bizarre Adventure: Eyes of Heaven,PS4,2015,Fighting,Namco Bandai Games,0,0,0.03,0,0.03
Angler's Club: Ultimate Bass Fishing 3D,3DS,2011,Sports,D3Publisher,0,0.03,0,0,0.03
Utawarerumono Portable,PSP,2009,Role-Playing,Aqua Plus,0,0,0.03,0,0.03
Gaia Saver Hero Saidai no Sakusen,SNES,1994,Role-Playing,Banpresto,0,0,0.03,0,0.03
EverBlue 2,PS2,2002,Adventure,Capcom,0.02,0.01,0,0,0.03
Emma at the Farm,DS,2008,Adventure,Aspyr,0.03,0,0,0,0.03
NASCAR Heat Evolution,PS4,2016,Racing,Dusenberry Martin Racing,0.03,0,0,0.01,0.03
Higurashi no Naku Koro ni Kizuna: Dai-San-Kan - Rasen,DS,2009,Adventure,Alchemist,0,0,0.03,0,0.03
The Sims 2: Glamour Life Stuff,PC,2006,Simulation,Electronic Arts,0,0.03,0,0.01,0.03
Safari Adventures: Africa,Wii,2007,Adventure,Neko Entertainment,0.03,0,0,0,0.03
Summer Athletics: The Ultimate Challenge,X360,2008,Sports,DTP Entertainment,0.02,0.01,0,0,0.03
Prince of Persia: The Forgotten Sands,PC,2010,Action,Ubisoft,0,0.03,0,0,0.03
Yumeiro Patissiere: My Sweets Cooking,DS,2010,Simulation,Konami Digital Entertainment,0,0,0.03,0,0.03
Daito Giken Koushiki Pachi-Slot Simulator: Yoshimune Portable,PSP,2006,Misc,Daito,0,0,0.03,0,0.03
Clannad,PS3,2011,Adventure,Prototype,0,0,0.03,0,0.03
Maximum Racing: GP Classic Racing,Wii,2010,Racing,Nordic Games,0.03,0,0,0,0.03
Trials Fusion,PC,2014,Racing,Ubisoft,0,0.03,0,0,0.03
Rugby League Live 3,PS3,2015,Action,Tru Blu Entertainment,0,0.03,0,0,0.03
PowerSlave,PS,1996,Shooter,BMG Interactive Entertainment,0.02,0.01,0,0,0.03
Legend of the Dragon,PSP,2007,Fighting,Game Factory,0.03,0,0,0,0.03
Project Gotham Racing 2 (JP weekly sales),XB,2003,Action,Microsoft Game Studios,0,0,0.03,0,0.03
Ukiyo no Shishi,PS3,2015,Action,Namco Bandai Games,0,0,0.03,0,0.03
The Binding of Isaac,PC,2012,Action,Unknown,0,0.03,0,0,0.03
CT Special Forces,GBA,2002,Action,LSP Games,0.02,0.01,0,0,0.03
FIFA World Cup: Germany 2006,GBA,2006,Sports,Electronic Arts,0.02,0.01,0,0,0.03
Jewel Master: Cradle of Rome,Wii,2008,Puzzle,Rondomedia,0.03,0,0,0,0.03
Midnight Mysteries: The Edgar Allan Poe Conspiracy,PC,2009,Adventure,GSP,0,0.03,0,0.01,0.03
Beastly,Wii,2011,Misc,Unknown,0.03,0,0,0,0.03
Crash Time: Autobahn Pusuit,X360,2008,Racing,RTL,0.03,0,0,0,0.03
Earthworm Jim 2,GBA,2002,Platform,Vivendi Games,0.02,0.01,0,0,0.03
Garfield: A Tale of Two Kitties,DS,2006,Platform,Game Factory,0.03,0,0,0,0.03
Tamagotchi no Doki Doki Dream Omisecchi,3DS,2013,Simulation,Namco Bandai Games,0,0,0.03,0,0.03
Toushin Toshi,3DS,2014,Role-Playing,imageepoch Inc.,0,0,0.03,0,0.03
Suujin Taisen,DS,2007,Strategy,Nintendo,0,0,0.03,0,0.03
SBK 2011: FIM Superbike World Championship,PC,2011,Racing,Black Bean Games,0,0.03,0,0.01,0.03
Driv3r,GBA,2005,Racing,Atari,0.02,0.01,0,0,0.03
Street Supremacy,PSP,2005,Racing,Konami Digital Entertainment,0.03,0,0,0,0.03
Combat Mission: Shock Force,PC,2007,Strategy,Paradox Interactive,0,0.03,0,0.01,0.03
Rome: Total War - Gold Edition,PC,2006,Strategy,Sega,0,0.03,0,0.01,0.03
House M.D.,DS,2010,Adventure,Mindscape,0.02,0.01,0,0,0.03
Mystery Case Files: Ravenhearst,PC,2007,Puzzle,Focus Home Interactive,0.01,0.02,0,0.01,0.03
YoKai Watch Dance: Just Dance Special Version,WiiU,2015,Misc,Level 5,0,0,0.03,0,0.03
River King: Mystic Valley (jp sales),DS,2007,Sports,Rising Star Games,0,0,0.03,0,0.03
Winning Post World,PS2,2009,Sports,Tecmo Koei,0,0,0.03,0,0.03
Jig-A-Pix: Wild World,DS,2009,Puzzle,Zushi Games,0.03,0.01,0,0,0.03
Best Friends Tonight,DS,2010,Misc,Ubisoft,0.03,0,0,0,0.03
Beyond the Labyrinth,3DS,N/A,Role-Playing,Unknown,0,0,0.03,0,0.03
Living Legends: Frozen Beauty,PC,2014,Action,Big Fish Games,0,0.03,0,0,0.03
Super Hero Generation,PS3,2014,Role-Playing,Namco Bandai Games,0,0,0.03,0,0.03
.hack: Sekai no Mukou ni + Versus,PS3,2012,Action,Namco Bandai Games,0,0,0.03,0,0.03
Sea Park Tycoon,DS,2010,Simulation,Foreign Media Games,0.02,0.01,0,0,0.03
Disney Sports Soccer,GC,2002,Sports,Konami Digital Entertainment,0.03,0.01,0,0,0.03
Cooking Mama 5: Bon Appetit!,3DS,2013,Simulation,Office Create,0,0,0.03,0,0.03
Mame Goma: Honobo no Nikki,DS,2007,Simulation,TDK Core,0,0,0.03,0,0.03
Guitar Hero: World Tour,PC,2009,Misc,Aspyr,0,0.03,0,0.01,0.03
Nancy Drew: Alibi In Ashes,PC,2011,Adventure,Her Interactive,0.03,0,0,0,0.03
The Walking Dead: Season One,PC,2012,Adventure,Avanquest Software,0,0.03,0,0.01,0.03
Ultimate Block Party,PSP,2004,Puzzle,505 Games,0.03,0,0,0,0.03
Disney's Hide & Sneak,GC,2003,Action,Capcom,0.03,0.01,0,0,0.03
Super Robot Taisen OG Saga: Masou Kishin III - Pride of Justice,PSV,2013,Strategy,Namco Bandai Games,0,0,0.03,0,0.03
Nobunaga no Yabou: Kakushin with Power-Up Kit,PS2,2008,Strategy,Tecmo Koei,0,0,0.03,0,0.03
Raw Danger!,PS2,2006,Action,505 Games,0.02,0.01,0,0,0.03
Arthur and the Invisibles,DS,2007,Adventure,Atari,0.03,0,0,0,0.03
Flipper Critters,DS,2007,Simulation,Conspiracy Entertainment,0.03,0,0,0,0.03
Medarot 9: Kabuto Ver. / Kuwagata Ver.,3DS,2015,Role-Playing,Rocket Company,0,0,0.03,0,0.03
Monster Rancher Hop-A-Bout,PS,2000,Action,Tecmo Koei,0.02,0.01,0,0,0.03
Foto Showdown,DS,2010,Role-Playing,Unknown,0.03,0,0,0,0.03
Custom Beat Battle: Draglade 2,DS,2008,Fighting,Namco Bandai Games,0,0,0.03,0,0.03
Gotouchi Kenkei DS,DS,2006,Misc,Spike,0,0,0.03,0,0.03
Bikkuriman Daijiten,DS,N/A,Misc,N/A,0,0,0.03,0,0.03
Accel World: Ginyoku no Kakusei,PS3,2012,Adventure,Namco Bandai Games,0,0,0.03,0,0.03
Elf Bowling 1 & 2,GBA,2005,Sports,Ignition Entertainment,0.02,0.01,0,0,0.03
Men of War,PC,2009,Strategy,505 Games,0.01,0.02,0,0.01,0.03
Toy Shop,DS,2008,Simulation,Majesco Entertainment,0.03,0,0,0,0.03
Metroid Prime: Federation Force,3DS,2016,Action,Nintendo,0.02,0.01,0.01,0,0.03
GunGriffon: Allied Strike,XB,2004,Simulation,Microsoft Game Studios,0.02,0.01,0,0,0.03
Stacked with Daniel Negreanu,PSP,2006,Misc,Myelin Media,0.03,0,0,0,0.03
Vitamin X Evolution,DS,2008,Adventure,D3Publisher,0,0,0.03,0,0.03
Saru! Get You! SaruSaru Daisakusen,PSP,2007,Platform,Sony Computer Entertainment,0,0,0.03,0,0.03
Sonic Boom: Fire & Ice,3DS,2016,Platform,Sega,0.03,0,0,0,0.03
The Flintstones: Big Trouble in Bedrock,GBA,2001,Platform,Swing! Entertainment,0.02,0.01,0,0,0.03
Hallowed Legends: Samhain,PC,2011,Adventure,Focus Home Interactive,0,0.02,0,0.01,0.03
Captain Morgane and the Golden Turtle,DS,2012,Adventure,Reef Entertainment,0,0.03,0,0,0.03
Sekai no Hate Made Itte Q! Chinjuu Hunter Mono no Daibouken,DS,2010,Misc,Kamui,0,0,0.03,0,0.03
Silverlicious,DS,2012,Action,N/A,0.03,0,0,0,0.03
Majesty 2: The Fantasy Kingdom Sim,X360,N/A,Simulation,Unknown,0.03,0,0,0,0.03
Gakusen Toshi Asterisk Festa: Houka Kenran,PSV,2016,Fighting,Namco Bandai Games,0,0,0.03,0,0.03
BeatMania IIDX 14 Gold,PS2,2008,Simulation,Konami Digital Entertainment,0,0,0.03,0,0.03
PopCap Arcade Vol 2,X360,2009,Misc,PopCap Games,0.03,0,0,0,0.03
Toriko: Ultimate Survival,3DS,2013,Action,Namco Bandai Games,0,0,0.03,0,0.03
Big Ichigeki! Pachi-Slot Taikouryku Universal Museum,SAT,1996,Misc,ASK,0,0,0.03,0,0.03
Vegas Casino,DS,2007,Misc,Neko Entertainment,0.03,0,0,0,0.03
