news_date,news_title,news_summary
2020-05-13,Remote work for employees extended through the end of May,I hope you are staying safe and healthy as the COVID-19 crisis keeps turning almost every aspect of our lives upside down. I've enjoyed reading about the many ways you are rising to the challenge in the weekly Florida Poly Highlights newsletter.
2020-05-13,Summer updates for Florida Poly students,"The past several months have been challenging, and I want to make sure that you are connected with the resources and help you need to be successful in your summer courses."
2020-05-12,Second chance leads to flourishing opportunities for 2020 Florida Poly grad,"For a long time, Joshua Santos '20 listened to everyone else while trying to achieve the goals others had for him. As a consequence, after three years struggling to complete an engineering degree at a larger state university, his effort fell short. His passion for aerospace ran dry."
2020-05-07,Florida Poly recognizes employees despite COVID-19,"LAKELAND, Fla. - The COVID-19 pandemic may have forced the cancellation of in-person events, but that is not stopping leaders at Florida Polytechnic University from honoring its faculty and staff."
2020-05-06,Data science researchers at Florida Poly work to improve online community use,"Surfing social media and delving into digital post comments can lead web users to strange or unwanted places. Dr. Rei Sanchez-Arias, an assistant professor of data science and business analytics at Florida Polytechnic University, is working to make these digital networks more meaningful and orderly."
2020-05-05,Florida Poly computer science team works to transform surgical training,"When surgeons learn to perform arthroscopic surgery on a patient's shoulder area, navigating around the confined area and tight structures with instruments inserted through small incisions can be challenging. Adding unintuitive camera orientation and constrained motions further complicates the task."
2020-05-04,2020 graduate ready to make impact in computer science,"When Michael Perez transferred to Florida Polytechnic University in 2018, he uncovered a talent that would transform his life."
2020-05-01,Florida Poly hosting individual campus visits for prospective Phoenixes,Students considering Florida Polytechnic University for their educational home this fall are now able to schedule an in-person visit to see its iconic campus up close in a safe way.
2020-05-01,Phoenixes Rise Together,"The Spring 2020 semester will always be remembered, but I hope it is remembered most for all that you have achieved."
2020-04-30,Spring 2020 Game Expo shows off student creations online,Florida Polytechnic University students who have worked all semester developing innovative video games are getting the chance to show them off online at the annual Spring Game Expo.
2020-04-29,Addressing campus resiliency,"When COVID-19 began forcing our country to work from home and many of our favorite businesses temporarily closed their doors, it was only a matter of time before the related financial effects began touching everyone."
2020-04-29,Florida Poly engineering students add a new dimension to dance,"A team of Florida Polytechnic University students is using technology to convert the beauty and grace of dance into an innovative, stunning work of art."
2020-04-27,Online classes to continue through Summer B term,"In the interest of minimizing disruption and erring on the side of caution, Florida Poly will continue with remote offerings for Summer Session B. As you are wrapping up the spring term and thinking about how you'd like to spend your summer, we encourage you to visit with an academic success coach for guidance or navigate to the Registrar's homepage for registration assistance."
2020-04-27,2020 grad working to revolutionize high-tech crop harvesting,Florida Polytechnic University senior Kendon Ricketts lives out a childhood dream every time he heads into work.
2020-04-24,Remote work for employees extended through May 15,I hope you're all staying well and have found a new normal in this challenging time we're all in. This last month has somehow flown by as we adjusted to our quick shift to remote education and the significant changes to our working environment.
2020-04-23,New class of Presidential Ambassadors ready to represent,"For Florida Polytechnic University freshman Benjamin Dinal, leadership is rooted in a true desire to serve others. It's a desire he knows well."
2020-04-22,Message to students on the last day of Spring 2020 classes,"As we end this semester, I ask you to please take a minute and reflect on all you have achieved this academic year. It has been a challenging year, full of growth and opportunity.  Each Florida Poly student has been asked to stand up and demonstrate resilience and adaptability. Kudos to each and every Phoenix for your spirit and hard work. I couldn't be prouder of who we are as a University!"
2020-04-22,Seniors present industry solutions in virtual Capstone Design Showcase,"While many events in the community have been canceled in the wake of the ongoing COVID-19 pandemic, one of Florida Polytechnic University's richest student traditions will continue in a virtual environment."
2020-04-20,Florida Poly CARES emergency funds,We all have concerns today that we never would have dreamed of a few short weeks ago. We also all have new financial obligations stemming from COVID-19 that are adding even more stress.
2020-04-20,2020 graduate builds next generation of esports champs,"When Matthew Santalla was a high school student in Orlando, he saw an emerging potential in video games and took his game play seriously. With hard work and late nights spent gaming, he soon played ""Call of Duty"" at the amateur professional level."
2020-04-17,Students help prominent gaming artist bring Phoenix to life,"The Florida Poly Phoenix will soon have a new, more dynamic look, and students had the opportunity to play a key role in defining its final design during a virtual town hall on Thursday, April 16."
2020-04-16,Home exercise keeps Phoenixes fit during remote study,"Students and employees may be spending their days at home due to the COVID-19 pandemic, but that doesn't mean they can't maintain a good workout routine and keep their bodies in shape."
2020-04-15,Florida Poly announces new date for Spring 2020 Commencement,"Florida Polytechnic University announced that its Spring 2020 graduates will get their chance to walk to Pomp and Circumstance at a special commencement ceremony scheduled for Friday, Dec. 18, 2020. The event will be held at the RP Funding Center, located at 701 W. Lime St. in Lakeland."
2020-04-14,Florida Poly grad uses digital skills to catch criminals,"A childhood spent watching TV police dramas beside her family in Ruskin, Florida, left senior Delaney Jester with a fascination for digital forensics and justice."
2020-04-13,Virtual Student Union brings campus life to students' homes,Completing coursework remotely due to COVID-19 concerns doesn't mean that Florida Polytechnic University students are disconnected from campus.
2020-04-10,Temporary university grading policy FAQ and additional academic information,I hope this finds you healthy and having settled in as best as you are able to focus now on those fast-approaching final exams.
2020-04-09,Virtual Student Union,"I'm happy to introduce the Florida Poly Virtual Student Union, a digital hub for students that is designed to make remote learning and campus engagement - from wherever you are - a little bit easier. Need-to-know resources, programs, services, and student events have been organized into one place."
2020-04-08,Updates for Florida Poly employees,"The work everyone has been doing to keep our University running smoothly and educating our students is nothing short of inspiring. With remote work, remote instruction and limited on-campus staff, we are doing our part to minimize the spread of COVID-19 and keep our community safe."
2020-04-08,Updates for Florida Poly students,I hope everyone is staying well and adjusting to your new remote environments. Working and learning remotely is a big adjustment that we've all had to make.  I'm pleased to hear about and see many situations where our students are doing what Phoenixes do best--rising together.
2020-04-08,Florida Poly works to protect healthcare workers amid COVID-19 crisis,"LAKELAND, Fla. - A team of Florida Polytechnic University faculty, staff, and students is working to build critical personal protection equipment for clinicians treating patients amid the current COVID-19 pandemic. The effort is in partnership with AdventHealth and will help address the shortage of protective supplies facing healthcare organizations nationwide."
2020-04-07,Employee Assistance Program update from Human Resources,"The Office of Human Resources would like to remind everyone that the Employee Assistance Program (EAP) is an available resource for all employees (faculty, staff, OPS, student employees) and their families. When you need professional, confidential advice to manage life's troubles, the State's  Employee Assistance Program (EAP)  can help. The EAP, provided by E4 Health (New Directions), offers employees and their household 24-hour access to confidential help from trained counselors. The counselors talk with you about your concerns, provide guidance, and will direct you to the right resources.  Call 1-844-208-7067 or visit the State Department of Management EAP website."
2020-04-06,Florida Poly SGA emergency fund helps struggling students amid COVID-19,"The ongoing COVID-19 pandemic has added stress and unexpected expenses to many students' lives. The Florida Polytechnic University Student Government Association (SGA) has created Phund-a-Phoenix, an emergency fund to help students during this time of uncertainty and financial burden."
2020-04-03,Students: We're here to help,We miss you on campus! Remote learning... Social distancing... Webcams... Proctorio... Internet connections... Living at home... Governor's orders... Curfew! Our lives have changed due to the COVID-19 pandemic.
2020-04-01,Statewide stay-at-home order issued by governor,"By now you have likely heard that Gov. Ron DeSantis has issued a stay-at-home order for the State of Florida beginning Friday, April 3, at 12:01 a.m. You may be wondering what that means for you and for Florida Poly."
2020-03-29,"Update regarding housing refunds, rebates, and credits","Florida Poly's highest priority is the health and safety of our community. As the COVID-19 crisis rapidly evolves, and in accordance with guidance from local, state, and federal officials, we have important and timely new instructions to share with our on-campus residents. We deeply appreciate your continued patience, cooperation, and understanding as we work together to protect our campus and the surrounding community."
2020-03-27,Temporary grading policy in response to COVID-19 crisis,"In an attempt to help students continue to progress towards their degree and future career aspirations in a timely manner, the Florida Poly administration and faculty have approved a change in the current Grading and Withdrawal Policies for Spring 2020 courses."
2020-03-26,Additional safety precautions for on-campus residents,"As safety precautions are put in place for coronavirus, we have all been looking at Florida Poly as a safe haven."
2020-03-17,Remote instruction extended through rest of semester,"Following the direction we received from the State University System today, Florida Poly will extend our remote-learning initiatives for the rest of the semester and develop an alternative schedule and/or method of holding commencement for the spring ceremony. On-campus and in-person ceremonies will not take place at the beginning of May. The university is working diligently to determine the next steps and provide further information. Thank you for your patience and understanding as we work through these next steps. These are big decisions with far-reaching impact and we do not take this lightly. We will provide more information as soon as it's available."
2020-03-16,Update on working remotely for qualified employees,"For the safety and well-being of the Florida Poly community, and in response to the coronavirus pandemic, Florida Poly is encouraging all qualified employees to work from home for at least two weeks beginning Tuesday, March 17. This move will not only protect the health and safety of our entire University community, but our families, friends and Polk County as well."
2020-03-12,"Update on remote instruction, travel, and events","The University continues taking significant steps to protect our students, faculty, staff, and the Polk County community from the ongoing global COVID-19 outbreak. It's important to remember that although the virus is in Florida, there have been no confirmed cases reported in Polk County, including at Florida Poly, that we are aware of at this time."
2020-03-11,Florida Poly moving to a mandatory two-week period of remote instruction,"Your health and safety is our top priority and we have been working to ensure our campus environment is as safe and clean as possible. With that said, we need to communicate some very important announcements to you below."
2020-03-10,Florida Poly senior rockets toward SpaceX dream job,"Airplanes, rockets, and all that lies beyond our world have always fascinated Geoffrey Doback."
2020-03-09,Florida Poly alum drives students to academic and career success,Editor's note: This story is part of a series of feature stories that highlight diversity on Florida Poly's campus and celebrate Women's History Month. The desire to be part of something bold and new drove Lindsey Schwemmin '18 to join Florida Polytechnic University as part of its inaugural class of students in 2014.
2020-03-07,State bill proposing to merge Florida Poly with University of Florida ends,"House Bill 7087
A state bill in the Florida House of Representatives that proposed to merge Florida Polytechnic University and New College of Florida into the University of Florida. The bill was abandoned on March 6, 2020."
2020-03-05,Florida Poly ranked #2 for best affordable mechanical engineering degree,"Florida Polytechnic University has been ranked number two in the nation for delivering quality, affordable mechanical engineering education by Affordable Schools. The website provides resources to help college-bound students find high-quality, affordable programs."
2020-03-04,State of Florida declares public health emergency,"The health and safety of our students, faculty, and staff is our top priority. Visit this webpage for resources and additional information. 
March 4, 3:30 p.m.
Dear Florida Poly community,
We continue to closely monitor the ongoing coronavirus (COVID-19) outbreak and are taking steps to help keep our students, faculty, and staff healthy."
2020-03-04,Founding trustee honored by Florida Poly Board of Trustees,"The Florida Polytechnic University Board of Trustees approved a resolution honoring former Trustee Richard ""Dick"" Hallion for his dedication and service to the board and the University during its meeting on Feb. 26."
2020-03-03,Florida Poly alum helping smart cities be smarter,"As metropolitan areas continue transitioning to the ""smart cities"" of tomorrow, Florida Polytechnic University alum Mitchell Mefford '18 is working with community and industry leaders to help ensure their organizations are wise when it comes to energy."
2020-03-02,Florida Poly grows international partnerships with Dominican Republic alliance,"A new partnership between the Dominican Republic and Florida Polytechnic University is designed to contribute to stronger economies and better opportunities for the Caribbean nation, Polk County, and the state of Florida."
2020-02-28,Purple Fire Robotics battles to number one in statewide competition,"For the first time, the Purple Fire Robotics Club got to enjoy the sweet taste of victory. The Florida Polytechnic University team not only grabbed its first win in a statewide combat tournament, but they crushed their competitors on their way to becoming undeniable battle champions."
2020-02-27,Spring break travel guidance announced,"The health and safety of our students, faculty, and staff is our top priority. Visit this webpage for resources and additional information.
February 27, 5 p.m.
Dear faculty and staff,
The health and safety of our entire University community is our top priority. As spring break approaches, many of you may have plans to travel throughout the state, the nation, and the world for personal or professional reasons, or to visit with loved ones who have just returned from a trip. We urge everyone to take the ongoing global coronavirus (COVID-19) outbreak seriously and take precautions to remain healthy and prevent the spread of disease."
2020-02-27,Emerging leader finds her voice at Florida Poly,"Editor's Note: This story is part of a series of feature stories that highlight diversity on Florida Poly's campus and celebrate Black History Month. Senior Bria Smith arrived at Florida Polytechnic University from her native Bahamas in 2016 knowing she wanted to build her future by studying computers, and nothing would get in her way."
2020-02-26,Entrepreneur and tech funder to speak at Florida Poly's 2020 commencement,Renowned Florida entrepreneur Tom E. Wallace has been named commencement speaker for Florida Polytechnic University's spring 2020 graduation on May 3. Wallace said he's excited with this new role because the University is exactly what the state was lacking to elevate its tech potential to the likes of Silicon Valley.
2020-02-25,Florida Poly students stand together against proposed UF merger,"A student-led effort to express support for Florida Polytechnic University and opposition to a proposed merger with the University of Florida transformed the serene Oak Grove into a setting of boisterous unity on Tuesday, Feb. 25."
2020-02-24,Students celebrate at Florida Poly's Degree Declaration Day,Freshman Timothy Honeycutt strode up to a kiosk in the center of the Saddle Creek Logistics Commons on Feb. 24 to grab a cupcake and officially declare electrical engineering as his major during Florida Polytechnic University's first Degree Declaration Day.
2020-02-21,Dozens of companies seek high-skilled STEM talent at Florida Poly career fair,"Fifty companies gathered at the Innovation, Science, and Technology building in Lakeland this week for the annual spring career fair, looking to fill countless positions with the high-tech, high-skilled talent Florida Polytechnic University produces."
2020-02-18,Florida Poly partnership enhances training of Latin American business execs,"CEOs, owners, and other business leaders from five Latin American countries explored the Florida Polytechnic University campus and learned tools to improve their corporate operations on Feb. 14 as part of Experiencia Set."
2020-02-18,Career services director fosters Florida Poly student success,"Editor's Note: This story is part of a series of feature stories that highlight diversity on Florida Poly's campus and celebrate Black History Month. As associate director of career services at Florida Polytechnic University, Pairris Jones revels in her front-row seat to student success."
2020-02-14,Florida Poly students work to revolutionize palm tree trimming,"Pruning Florida's towering palm trees is a tough, dangerous job, but a team of Florida Polytechnic University seniors is working to make the task faster, safer, and more cost effective."
2020-02-13,Florida Poly students engage business leaders at Synapse Summit,"A group of Florida Polytechnic University students seized the opportunity to network with business leaders, learn about career possibilities, and teach the Central Florida business community about what Florida Poly has to offer at an annual event hosted by Synapse, an entrepreneurship support organization."
2020-02-12,Alum driven to improve access to health care,Florida Polytechnic University alumnus Dieff Vital '17 has dedicated his educational career to ensuring poor and underserved communities can access the care and services they need to thrive.
2020-02-12,Student entrepreneurs wow industry at eMerge Americas Pitch Night,"Student entrepreneurs showed off their big ideas to a panel of Florida business leaders Feb. 10 during the first Florida Polytechnic University and eMerge Americas Startup Pitch Night in Lakeland, Florida, at the Innovation, Science, and Technology Building."
2020-02-07,One Florida Poly Against Cancer spreads message of awareness,The knowledge that cancer eventually touches everyone in some way drives a group of Florida Polytechnic University students to do all they can to raise money and awareness to battle the disease.
2020-02-06,Florida Poly students suit up for success at career clothing event,"Students hoping to present a polished image to interviewers browsed through racks of donated professional clothing during Florida Polytechnic University's annual Career Services Clothing Rack event on Feb. 5 at the Innovation, Science, and Technology building in Lakeland, Florida."
2020-02-05,Alum finds tech success with $120K Facebook partnership,"For Andre Ripley '19, Facebook provides much more than a way to stay connected to friends and family."
2020-02-04,Sophomore prioritizes service to others at Florida Poly,"Editor's Note: This story is part of a series of feature stories that highlight diversity on Florida Poly's campus and celebrate Black History Month.
When sophomore Ritchel Calvaire began his studies at Florida Polytechnic University in Lakeland, Florida, he knew he needed to find a way to get involved and give back."
2020-02-03,Professor shares novel mathematical concept with Florida Poly students and faculty,Students interested in learning an innovative way to make solving a complex mathematical problem faster and easier crowded into the Aula Magna at Florida Polytechnic University on Jan. 31.
2020-01-31,Ultimate Frisbee flies into action at Florida Poly,Florida Polytechnic University senior Megan Morano attended her first practice of the Florida Poly Mutants on a lark.
2020-01-30,University suspends all travel to China,"Out of an abundance of caution, the University has decided to suspend ALL travel to China.  This includes University-sponsored travel or any work-related trips to China.  As we continue to monitor the Cononavirus, we will update you on any changes to this decision or if there are any other countries where it might become necessary to suspend travel."
2020-01-29,Coronavirus overview and prevention tips,"The well-being of our students, faculty and staff is Florida Poly's top priority. We are monitoring updates related to the coronavirus, a serious respiratory illness that has caused more than 100 deaths in Asia."
2020-01-29,Professor prioritizes mentorship for student success,"Florida Polytechnic University senior Joshua Santos is laser-focused on pursuing a PhD and advancing in the field of electrical engineering. Since connecting with Dr. Muhammad Ullah, an assistant professor of electrical and computer engineering, Santos has made great strides toward his goal."
2020-01-28,New paid parental leave benefit on the way for Florida Poly employees,"When Jill Hernandez gives birth to her third child this March, she plans to use her accrued vacation and sick leave to stay home with her new son for nine weeks. However, she may have a better option as a Florida Polytechnic University employee."
2020-01-27,PhoenixHacks takes innovation to new heights at Florida Poly,"The results of 24 hours of ingenuity, innovation, and hard work were on display after a fun and challenging hackathon competition on Jan. 26 at the Florida Polytechnic University Campus."
2020-01-24,Hate lovebugs? Florida Poly students work to make them less of a nuisance,"Driving down Florida's highways during lovebug season can be irritating, distracting, and even dangerous. Swarms of the insects can engulf vehicles, rapidly leading to poor visibility once they hit the windshield."
2020-01-23,Outreach program highlights STEM at Florida Poly,"Middle and high school students with an interest in science, technology, engineering, and math (STEM) have a new way to get a close-up look at what Florida Polytechnic University has to offer and how the University can help them meet their career goals."
2020-01-22,Florida Poly sees exceptional rise in applications,"LAKELAND, Fla. - Florida Polytechnic University is experiencing a significant increase in the number of students applying to become Phoenixes. At only two-thirds of the way through the 2020 recruitment cycle, the University has received 31% more freshman applications compared to this time last year. This includes a 44% increase in applicants from out of state."
2020-01-16,Leadership takes center stage for students at Florida Poly,"Master Sgt. Matthew Orlando, the Airman Leadership School commandant at MacDill Air Force Base, headed the first Leadership Co-Curricular Endorsement (CCE) Series workshop at Florida Polytechnic University on Jan. 15."
2020-01-15,"""Crazy idea"" leads Florida Poly students to take on the technology services market","A group of Florida Polytechnic University students has found work with a great company that offers hands-on experience, flexible hours, fun co-workers, and the kind of boss most people only dream of - themselves."
2020-01-14,Students find their place at spring Club Row,Matthew Dutchess wasn't quite sure what he was getting himself into when he agreed to participate in his first Nerf Tech Humans vs Zombies event at Florida Polytechnic University. It turned out to be one of the most consequential decisions of his college career.
2020-01-13,Students start 2020 with a focus on wellness at Florida Poly,"As the spring semester kicks into high gear, Florida Polytechnic University students are mindful of the need to maintain their physical and mental health while they pursue their rigorous coursework."
2020-01-09,University police find success combining enforcement with outreach,"Officers of the Florida Polytechnic University Police Department have seen and done it all. With more than 250 years of law enforcement among them, these seasoned officers use their expertise to keep the Florida Poly community safe every day."
2020-01-07,Florida Poly alum spreads his wings at software engineering firm,"In the year since Sofiane Fellah received his bachelor's degree at Florida Polytechnic University, he has begun building an enviable career on the outskirts of Washington, D.C."
2019-12-31,2019 Florida Poly look back,"The Florida Polytechnic University community celebrated many milestones and achievements in 2019. New accreditation, degrees, partnerships, grants, and victories marked 12 successful months in the University's history."
2019-12-23,Phoenixes fly home for winter break relaxation,"Florida Polytechnic University students were eager to begin their winter break from classwork, projects, and testing this December. With plans ranging from quiet nights with family to martial arts training, Phoenixes are making the most of their winter break."
2019-12-18,Alum's creativity combines art and tech,The marriage of art and technology is shown in vivid detail in the work created by Florida Polytechnic University alumnus Austin Lubetkin '19.
2019-12-16,Improv comedy troupe finds its quirky niche,The stress of classwork and the rules of everyday life are quickly replaced by zany unpredictability when the Baked Bean Bois settle in to begin their warm-up. The Florida Polytechnic University improv troupe is finding comedic release while building friendships and gaining important life skills.
2019-12-15,Florida Poly bands together to spread joy to Lakeland pediatric patients,"A table overflowing with toy robots, dragons, princess dolls, and building blocks took center stage inside the Wellness Center on Dec. 13 at the culmination of the fourth annual holiday toy drive benefitting pediatric patients at Lakeland Regional Health Medical Center."
2019-12-13,Winter break campus services and closures,"We wish you a very pleasant winter break and holiday season. We look forward to seeing you back on campus on Monday, Jan. 6, 2020. The list below outlines the closures and services available at Florida Polytechnic University through the winter break."
